"Run Number","Policy Number","Policy Reference","Fund Name","Fund Code","Fund Currency","Plan Currency","Fund Price","Fund Number Of Units Held","Investment Value Fund Currency","Investment Value Plan Currency","Valuation Date","Exchange Rate","Average Purchase Price","Allocation Percentage"
452037,8111427,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,346.496,2726.33,2726.33,20231018,1.000000,8.8250,20.16
452037,8111427,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,642.682,5543.26,5543.26,20231018,1.000000,7.4037,40.98
452037,8118359,"","ZI Janus Hend Horizon Gbl Property Equities USD","BAUSD","USD","USD",1.5474,2218.728,3433.25,3433.25,20231018,1.000000,1.4727,4.93
452037,8118359,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,2187.691,17213.40,17213.40,20231018,1.000000,5.9615,24.70
452037,8118359,"","ZI BlackRock GF Global Governnment Bond $A2","BPUSD","USD","USD",1.4985,4836.860,7248.03,7248.03,20231018,1.000000,1.6308,10.40
452037,8118359,"","ZI Janus Henderson Continental European","CFEUR","EUR","USD",2.4449,3431.396,8389.42,8766.38,20231018,0.956999,1.6897,12.58
452037,8118359,"","ZI Invesco UK Equity Income Fund (UK) Acc","CIGBP","GBP","USD",1.6662,2519.416,4197.85,5052.70,20231018,0.830812,1.9969,7.25
452037,8118359,"","Defensive Fund - Currency US Dollar","DFUSD","USD","USD",2.0900,3188.202,6663.34,6663.34,20231018,1.000000,2.0585,9.56
452037,8118359,"","ZI Franklin US Government fund","TCUSD","USD","USD",1.5372,4794.804,7370.57,7370.57,20231018,1.000000,1.7851,10.57
452037,8118359,"","ZI Templeton Global Bond Fund","TEUSD","USD","USD",1.7803,2930.486,5217.14,5217.14,20231018,1.000000,2.2381,7.48
452037,8118359,"","ZI Fidelity Funds America","USDFU","USD","USD",2.0654,4230.669,8738.02,8738.02,20231018,1.000000,1.5453,12.54
452037,8118549,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,2506.601,16509.22,16509.22,20231018,1.000000,6.0027,24.63
452037,8118549,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,3048.418,23985.86,23985.86,20231018,1.000000,8.9681,35.78
452037,8118549,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,2415.009,20829.93,20829.93,20231018,1.000000,8.6849,31.08
452037,8118549,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.6265,3506.423,5703.19,5703.19,20231018,1.000000,2.2189,8.51
452037,8118600,"","ZI BlackRock GF Global Governnment Bond $A2","BPUSD","USD","USD",1.4985,6337.260,9496.38,9496.38,20231018,1.000000,1.5425,18.96
452037,8118600,"","ZI Schroder ISF Global Inflation Linked Bond US$","GAUSD","USD","USD",1.6696,5561.177,9284.94,9284.94,20231018,1.000000,1.7581,18.54
452037,8118600,"","ZI Fidelity World $","USDKV","USD","USD",2.0709,6123.760,12681.69,12681.69,20231018,1.000000,1.9942,25.33
452037,8118600,"","ZI Threadneedle (Lux) Global Select","USDYJ","USD","USD",1.7297,6125.006,10594.42,10594.42,20231018,1.000000,1.5948,21.16
452037,8118600,"","ZI Invesco Global Equity Income","7QUSD","USD","USD",2.6341,3043.974,8018.13,8018.13,20231018,1.000000,2.4056,16.01
452037,8125657,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,901.758,5939.24,5939.24,20231018,1.000000,4.3907,38.86
452037,8125657,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,391.460,3080.12,3080.12,20231018,1.000000,8.8250,20.16
452037,8125657,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,726.066,6262.46,6262.46,20231018,1.000000,7.3788,40.98
452037,8125701,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,1032.968,6803.43,6803.43,20231018,1.000000,4.9551,39.19
452037,8125701,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,446.655,3514.41,3514.41,20231018,1.000000,9.4307,20.24
452037,8125701,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,816.695,7044.15,7044.15,20231018,1.000000,8.0106,40.57
452037,8126850,"","ZI Schroder ISF Global Inflation Linked Bond US$","GAUSD","USD","USD",1.6696,1645.207,2746.83,2746.83,20231018,1.000000,1.7657,18.90
452037,8126850,"","ZI Ninety One GSF Global Strategic Equity Fund","GMUSD","USD","USD",2.7997,1050.606,2941.38,2941.38,20231018,1.000000,2.7650,20.24
452037,8126850,"","ZI Fidelity World $","USDKV","USD","USD",2.0709,1756.824,3638.20,3638.20,20231018,1.000000,2.0669,25.03
452037,8126850,"","ZI Threadneedle (Lux) Global Select","USDYJ","USD","USD",1.7297,1738.093,3006.37,3006.37,20231018,1.000000,1.6689,20.69
452037,8126850,"","ZI Invesco Global Equity Income","7QUSD","USD","USD",2.6341,835.116,2199.77,2199.77,20231018,1.000000,2.6042,15.14
452037,8127039,"","ZI JP Morgan Pacific Securities Fund","JAUSD","USD","USD",9.1164,781.406,7123.60,7123.60,20231018,1.000000,12.5301,28.94
452037,8127039,"","ZI BlackRock Global Funds US Flexible Equity","MAUSD","USD","USD",3.7476,2580.634,9671.18,9671.18,20231018,1.000000,3.7256,39.29
452037,8127039,"","ZI BlackRock Global Funds World Mining","MGUSD","USD","USD",2.4269,3221.307,7817.78,7817.78,20231018,1.000000,2.7173,31.76
452037,8128536,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,1583.493,10429.35,10429.35,20231018,1.000000,5.9411,19.33
452037,8128536,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,2073.097,16311.74,16311.74,20231018,1.000000,9.1847,30.23
452037,8128536,"","Cautious Fund - Currency US Dollar","CTUSD","USD","USD",2.9005,3702.815,10740.01,10740.01,20231018,1.000000,3.4282,19.90
452037,8128536,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,1910.741,16480.52,16480.52,20231018,1.000000,8.9753,30.54
452037,8129723,"PIC-ZL-617","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,5707.513,37591.39,37591.39,20231018,1.000000,6.6698,25.60
452037,8129723,"PIC-ZL-617","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,6503.453,51171.11,51171.11,20231018,1.000000,7.6740,34.85
452037,8129723,"PIC-ZL-617","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,5174.137,44627.96,44627.96,20231018,1.000000,8.2818,30.40
452037,8129723,"PIC-ZL-617","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.6265,8253.245,13423.90,13423.90,20231018,1.000000,1.8937,9.14
452037,8131121,"","ZI CT European Bond","BNEUR","EUR","EUR",1.6763,27704.611,46441.23,46441.23,20231018,1.000000,2.0856,41.76
452037,8131121,"","ZI Invesco Environmental  Climate Opp Bond Fund","DNEUR","EUR","EUR",1.8667,6289.277,11740.19,11740.19,20231018,1.000000,1.8958,10.56
452037,8131121,"","ZI Fidelity World Fund A","FEEUR","EUR","EUR",3.6215,7393.316,26774.89,26774.89,20231018,1.000000,2.6885,24.07
452037,8131121,"","ZI Jupiter Merlin Int. Equities Portfolio","GZEUR","EUR","EUR",2.7051,9708.527,26262.53,26262.53,20231018,1.000000,2.1593,23.61
452037,8136613,"PIC128496","Defensive Fund - Currency US Dollar","DFUSD","USD","USD",2.0900,45629.375,95365.39,95365.39,20231018,1.000000,2.2046,48.74
452037,8136613,"PIC128496","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1933,45722.569,100283.31,100283.31,20231018,1.000000,2.0994,51.26
452037,8141930,"DVA13784/1","ZI Emirates Global Sukuk A Acc","I3USD","USD","USD",1.4937,4947.821,7390.56,7390.56,20231018,1.000000,1.4778,33.97
452037,8141930,"DVA13784/1","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1933,2687.822,5895.19,5895.19,20231018,1.000000,2.1019,27.10
452037,8141930,"DVA13784/1","ZI Franklin Global Sukuk","USDFX","USD","USD",1.2920,2357.588,3046.00,3046.00,20231018,1.000000,1.2540,14.00
452037,8141930,"DVA13784/1","ZI Emirates Emerging Markets Equity","7VUSD","USD","USD",0.8828,6144.008,5423.93,5423.93,20231018,1.000000,1.1207,24.93
452037,8142366,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,6548.123,43127.90,43127.90,20231018,1.000000,5.3316,38.98
452037,8142366,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,2837.023,22322.54,22322.54,20231018,1.000000,8.8157,20.18
452037,8142366,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,5238.644,45184.35,45184.35,20231018,1.000000,8.2720,40.84
452037,8145828,"","ZI Fidelity Global Thematic Opportunities","FAUSD","USD","USD",2.7451,1958.576,5376.48,5376.48,20231018,1.000000,2.3672,16.46
452037,8145828,"","ZI BGF World Technology Fund A2 Acc USD","K2USD","USD","USD",7.0975,1678.188,11910.93,11910.93,20231018,1.000000,2.7614,36.45
452037,8145828,"","ZI Barings Dev & Emerging Markets High Yield Bond","NBUSD","USD","USD",3.4546,699.914,2417.92,2417.92,20231018,1.000000,3.3115,7.40
452037,8145828,"","ZI Schroder ISF Global Convertible Bond A Acc $","R3USD","USD","USD",1.8527,1946.782,3606.80,3606.80,20231018,1.000000,1.7867,11.04
452037,8145828,"","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1933,1166.940,2559.44,2559.44,20231018,1.000000,2.1019,7.83
452037,8145828,"","ZI Jupiter Global Fund India Select L","6FUSD","USD","USD",2.0489,3319.675,6801.68,6801.68,20231018,1.000000,1.7444,20.82
452037,8151965,"","Adventurous Fund - Currency Sterling","ADGBP","GBP","GBP",9.3871,1797.337,16871.78,16871.78,20231018,1.000000,7.2276,24.75
452037,8151965,"","Blue Chip Fund - Currency Sterling","BCGBP","GBP","GBP",6.4772,2091.153,13544.81,13544.81,20231018,1.000000,6.6681,19.87
452037,8151965,"","Cautious Fund - Currency Sterling","CAGBP","GBP","GBP",2.7385,3723.477,10196.74,10196.74,20231018,1.000000,2.8087,14.96
452037,8151965,"","ZI CT Global Select.","GMGBP","GBP","GBP",3.1580,4455.699,14071.09,14071.09,20231018,1.000000,3.1295,20.64
452037,8151965,"","Performance Fund - Currency Sterling","PFGBP","GBP","GBP",8.3862,1607.054,13477.07,13477.07,20231018,1.000000,7.4297,19.77
452037,8152228,"PIC-ZL-477","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,45334.101,391015.68,391015.68,20231018,1.000000,7.1154,100.00
452037,8157338,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,9138.340,60187.84,60187.84,20231018,1.000000,5.5745,30.16
452037,8157338,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,7327.682,57656.40,57656.40,20231018,1.000000,6.9733,28.90
452037,8157338,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,9471.263,81691.53,81691.53,20231018,1.000000,7.1679,40.94
452037,8160517,"","ZI Templeton Global Bond Fund","TEUSD","USD","USD",1.7803,6978.608,12424.01,12424.01,20231018,1.000000,2.1099,18.78
452037,8160517,"","ZI Fidelity Funds Global Dividend","USDFT","USD","USD",1.8350,9926.091,18214.37,18214.37,20231018,1.000000,1.7915,27.53
452037,8160517,"","ZI Fidelity World $","USDKV","USD","USD",2.0709,8440.328,17479.07,17479.07,20231018,1.000000,2.0190,26.42
452037,8160517,"","ZI Jupiter Merlin Int. Equities Portfolio USD","Z9USD","USD","USD",2.2301,8094.263,18051.01,18051.01,20231018,1.000000,2.2343,27.28
452037,8160526,"","ZI Fidelity Global Thematic Opportunities","FAUSD","USD","USD",2.7451,220.350,604.88,604.88,20231018,1.000000,2.3328,13.04
452037,8160526,"","ZI BGF World Technology Fund A2 Acc USD","K2USD","USD","USD",7.0975,196.094,1391.77,1391.77,20231018,1.000000,2.6204,30.01
452037,8160526,"","ZI Barings Dev & Emerging Markets High Yield Bond","NBUSD","USD","USD",3.4546,78.479,271.11,271.11,20231018,1.000000,3.2711,5.85
452037,8160526,"","ZI Schroder ISF Global Convertible Bond A Acc $","R3USD","USD","USD",1.8527,401.063,743.04,743.04,20231018,1.000000,1.7666,16.02
452037,8160526,"","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1933,130.631,286.51,286.51,20231018,1.000000,2.1019,6.18
452037,8160526,"","ZI Jupiter Global Fund India Select L","6FUSD","USD","USD",2.0489,654.342,1340.68,1340.68,20231018,1.000000,1.5327,28.91
452037,8160905,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,5851.314,46039.89,46039.89,20231018,1.000000,8.2455,39.99
452037,8160905,"","Cautious Fund - Currency US Dollar","CTUSD","USD","USD",2.9005,5864.923,17011.20,17011.20,20231018,1.000000,3.2892,14.78
452037,8160905,"","Defensive Fund - Currency US Dollar","DFUSD","USD","USD",2.0900,5348.461,11178.28,11178.28,20231018,1.000000,2.3154,9.71
452037,8160905,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,4740.924,40891.41,40891.41,20231018,1.000000,9.4803,35.52
452037,8162617,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,1697.497,11180.22,11180.22,20231018,1.000000,7.4256,24.80
452037,8162617,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,2034.402,16007.28,16007.28,20231018,1.000000,7.9660,35.50
452037,8162617,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,1613.360,13915.55,13915.55,20231018,1.000000,9.3678,30.87
452037,8162617,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.6265,2448.292,3982.14,3982.14,20231018,1.000000,2.0606,8.83
452037,8162733,"","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1933,4423.911,9702.96,9702.96,20231018,1.000000,2.1129,14.09
452037,8162733,"","ZI Fidelity Funds Global Dividend","USDFT","USD","USD",1.8350,7563.309,13878.67,13878.67,20231018,1.000000,1.6297,20.15
452037,8162733,"","ZI Fidelity World $","USDKV","USD","USD",2.0709,6741.528,13961.03,13961.03,20231018,1.000000,1.8261,20.27
452037,8162733,"","ZI Franklin High Yield $","USDMF","USD","USD",1.5643,6079.738,9510.53,9510.53,20231018,1.000000,1.5279,13.81
452037,8162733,"","ZI Jupiter Merlin Int. Equities Portfolio USD","Z9USD","USD","USD",2.2301,5991.169,13360.90,13360.90,20231018,1.000000,2.0623,19.40
452037,8162733,"","ZI Jupiter Global Fund India Select L","6FUSD","USD","USD",2.0489,4133.190,8468.49,8468.49,20231018,1.000000,1.5103,12.29
452037,8163761,"PIC-ZL-658","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,10435.611,82110.51,82110.51,20231018,1.000000,6.6227,30.12
452037,8163761,"PIC-ZL-658","Cautious Fund - Currency US Dollar","CTUSD","USD","USD",2.9005,17483.528,50710.97,50710.97,20231018,1.000000,2.7662,18.60
452037,8163761,"PIC-ZL-658","Defensive Fund - Currency US Dollar","DFUSD","USD","USD",2.0900,11209.845,23428.57,23428.57,20231018,1.000000,2.1596,8.59
452037,8163761,"PIC-ZL-658","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,13490.736,116360.29,116360.29,20231018,1.000000,6.5606,42.68
452037,8170677,"","SPS High Risk Portfolio","B0205","USD","USD",1.5954,8730.118,13928.03,13928.03,20231018,1.000000,1.7019,100.00
452037,8173122,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,2036.911,13415.70,13415.70,20231018,1.000000,7.2643,20.53
452037,8173122,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,1583.031,12455.76,12455.76,20231018,1.000000,7.8258,19.06
452037,8173122,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,2245.921,19371.51,19371.51,20231018,1.000000,7.9220,29.65
452037,8173122,"","ZI Jupiter Merlin Int. Equities Portfolio USD","Z9USD","USD","USD",2.2301,9010.310,20093.89,20093.89,20231018,1.000000,2.0740,30.75
452037,8174965,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,23153.973,152499.01,152499.01,20231018,1.000000,6.1478,42.98
452037,8174965,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,8588.846,74080.51,74080.51,20231018,1.000000,8.2873,20.88
452037,8174965,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.6265,78864.299,128272.78,128272.78,20231018,1.000000,1.8057,36.15
452037,8177214,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,1003.400,6608.69,6608.69,20231018,1.000000,4.7022,41.48
452037,8177214,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,302.343,2378.92,2378.92,20231018,1.000000,6.0466,14.93
452037,8177214,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,375.560,3239.28,3239.28,20231018,1.000000,5.9194,20.33
452037,8177214,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.6265,2279.165,3707.06,3707.06,20231018,1.000000,1.8240,23.27
452037,8180788,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,1651.576,10877.77,10877.77,20231018,1.000000,4.1971,25.01
452037,8180788,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,1947.725,15325.28,15325.28,20231018,1.000000,6.5726,35.24
452037,8180788,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,1531.918,13213.09,13213.09,20231018,1.000000,5.4285,30.38
452037,8180788,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.6265,2502.973,4071.08,4071.08,20231018,1.000000,2.0341,9.36
452037,8192128,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,4583.904,30190.96,30190.96,20231018,1.000000,6.5557,40.51
452037,8192128,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,1456.364,11459.10,11459.10,20231018,1.000000,8.7173,15.38
452037,8192128,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,1798.374,15511.33,15511.33,20231018,1.000000,8.7400,20.81
452037,8192128,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.6265,10674.881,17362.69,17362.69,20231018,1.000000,1.9832,23.30
452037,8193376,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,4947.311,32584.47,32584.47,20231018,1.000000,4.6137,40.71
452037,8193376,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,1902.006,14965.55,14965.55,20231018,1.000000,6.8927,18.70
452037,8193376,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,3766.255,32484.70,32484.70,20231018,1.000000,6.4162,40.59
452037,8194669,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,2329.588,15343.36,15343.36,20231018,1.000000,5.9530,40.55
452037,8194669,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,939.521,7392.43,7392.43,20231018,1.000000,8.0964,19.54
452037,8194669,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,1751.319,15105.47,15105.47,20231018,1.000000,8.1573,39.92
452037,8197322,"PIC13100/1","ZI Fidelity Global Thematic Opportunities","FAUSD","USD","USD",2.7451,6022.390,16532.06,16532.06,20231018,1.000000,2.6395,16.92
452037,8197322,"PIC13100/1","ZI BGF World Technology Fund A2 Acc USD","K2USD","USD","USD",7.0975,3762.841,26706.76,26706.76,20231018,1.000000,4.1195,27.34
452037,8197322,"PIC13100/1","ZI Barings Dev & Emerging Markets High Yield Bond","NBUSD","USD","USD",3.4546,2319.019,8011.28,8011.28,20231018,1.000000,3.4431,8.20
452037,8197322,"PIC13100/1","ZI Schroder ISF Global Convertible Bond A Acc $","R3USD","USD","USD",1.8527,6231.359,11544.83,11544.83,20231018,1.000000,1.9194,11.82
452037,8197322,"PIC13100/1","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1933,3911.918,8580.00,8580.00,20231018,1.000000,2.1096,8.78
452037,8197322,"PIC13100/1","ZI Jupiter Global Fund India Select L","6FUSD","USD","USD",2.0489,12845.289,26318.71,26318.71,20231018,1.000000,1.5203,26.94
452037,8209848,"PIC1248/11","ZI Canaccord Genuity Opportunity Fund","USDDL","USD","USD",1.7824,11247.638,20047.78,20047.78,20231018,1.000000,1.6349,39.32
452037,8209848,"PIC1248/11","ZI Pimco GIS Investment Grade Credit $","USDKP","USD","USD",1.2398,24959.196,30944.41,30944.41,20231018,1.000000,1.4337,60.68
452037,8215957,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,3695.397,24338.99,24338.99,20231018,1.000000,5.0229,58.48
452037,8215957,"","ZI JPM Global Natural Resources USD A Acc","CIUSD","USD","USD",0.7313,7002.648,5121.03,5121.03,20231018,1.000000,0.5432,12.30
452037,8215957,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,1410.080,12162.22,12162.22,20231018,1.000000,6.1148,29.22
452037,8216756,"","ZI BlackRock Global Funds World Gold","MDUSD","USD","USD",4.3382,5598.693,24288.24,24288.24,20231018,1.000000,5.2311,22.38
452037,8216756,"","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1933,19075.357,41837.98,41837.98,20231018,1.000000,2.0512,38.55
452037,8216756,"","ZI HSBC World Selection Portfolio 2","USDHG","USD","USD",1.4069,30133.206,42394.40,42394.40,20231018,1.000000,1.3058,39.07
452037,8217699,"PIC-ZL-786","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,2568.488,16916.83,16916.83,20231018,1.000000,5.2415,40.10
452037,8217699,"PIC-ZL-786","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,1034.782,8141.97,8141.97,20231018,1.000000,7.4660,19.30
452037,8217699,"PIC-ZL-786","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,1985.922,17128.97,17128.97,20231018,1.000000,7.4922,40.60
452037,8219526,"PIC12837","ZI Canaccord Genuity Balanced Fund","USDDJ","USD","USD",1.5250,10716.214,16342.22,16342.22,20231018,1.000000,1.4839,48.53
452037,8219526,"PIC12837","ZI Canaccord Genuity Growth Fund","USDDK","USD","USD",1.7286,10027.223,17333.05,17333.05,20231018,1.000000,1.5893,51.47
452037,8228146,"PIC13352","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1933,5645.783,12382.89,12382.89,20231018,1.000000,2.1158,9.80
452037,8228146,"PIC13352","ZI Templeton Global Total Return Fund","TDUSD","USD","USD",1.9028,7430.913,14139.54,14139.54,20231018,1.000000,2.3910,11.19
452037,8228146,"PIC13352","ZI Fidelity Funds Global Dividend","USDFT","USD","USD",1.8350,14842.111,27235.27,27235.27,20231018,1.000000,1.5181,21.56
452037,8228146,"PIC13352","ZI Fidelity World $","USDKV","USD","USD",2.0709,13649.638,28267.03,28267.03,20231018,1.000000,1.6411,22.38
452037,8228146,"PIC13352","ZI Franklin High Yield $","USDMF","USD","USD",1.5643,11715.970,18327.29,18327.29,20231018,1.000000,1.4621,14.51
452037,8228146,"PIC13352","ZI Jupiter Merlin Int. Equities Portfolio USD","Z9USD","USD","USD",2.2301,11639.154,25956.47,25956.47,20231018,1.000000,1.9439,20.55
452037,8229083,"","ZI BlackRock GF Global Governnment Bond $A2","BPUSD","USD","USD",1.4985,14739.255,22086.77,22086.77,20231018,1.000000,1.5581,19.85
452037,8229083,"","ZI Fidelity Global Bond fund","FCUSD","USD","USD",1.4337,19084.257,27361.09,27361.09,20231018,1.000000,1.5042,24.60
452037,8229083,"","ZI Ninety One GSF Global Strategic Equity Fund","GMUSD","USD","USD",2.7997,7948.645,22253.82,22253.82,20231018,1.000000,2.8892,20.00
452037,8229083,"","ZI Pimco GIS Investment Grade Credit $","USDKP","USD","USD",1.2398,13477.248,16709.09,16709.09,20231018,1.000000,1.2780,15.02
452037,8229083,"","ZI Threadneedle (Lux) Global Select","USDYJ","USD","USD",1.7297,13200.684,22833.22,22833.22,20231018,1.000000,1.7397,20.53
452037,8230898,"PIC128115","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1933,6076.894,13328.45,13328.45,20231018,1.000000,2.0964,62.92
452037,8230898,"PIC128115","ZI Canaccord Genuity Opportunity Fund","USDDL","USD","USD",1.7824,4406.982,7855.00,7855.00,20231018,1.000000,1.6003,37.08
452037,8231748,"","ZI Janus Henderson Continental European","CFEUR","EUR","EUR",2.4449,4665.568,11406.84,11406.84,20231018,1.000000,2.2760,26.40
452037,8231748,"","ZI Invesco Environmental  Climate Opp Bond Fund","DNEUR","EUR","EUR",1.8667,4387.147,8189.48,8189.48,20231018,1.000000,1.8727,18.95
452037,8231748,"","ZI Fidelity European Growth","FDEUR","EUR","EUR",2.7588,1558.075,4298.41,4298.41,20231018,1.000000,2.7139,9.95
452037,8231748,"","ZI Fidelity World Fund A","FEEUR","EUR","EUR",3.6215,2875.327,10412.99,10412.99,20231018,1.000000,2.6202,24.10
452037,8231748,"","ZI Jupiter Merlin Int. Equities Portfolio","GZEUR","EUR","EUR",2.7051,3292.485,8906.50,8906.50,20231018,1.000000,2.2121,20.61
452037,8237559,"PIC-ZL-161","Adventurous Fund - Currency Euro","ADEUR","EUR","USD",6.0090,552.634,3320.77,3469.98,20231018,0.956999,6.0130,19.91
452037,8237559,"PIC-ZL-161","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,23.789,156.68,156.68,20231018,1.000000,5.4774,0.90
452037,8237559,"PIC-ZL-161","ZI abrdn SICAV I All China Sustainable Equity","ASUSD","USD","USD",2.3767,838.947,1993.92,1993.92,20231018,1.000000,2.7042,11.44
452037,8237559,"PIC-ZL-161","ZI FSSA China Growth A","FNUSD","USD","USD",5.6924,1555.316,8853.48,8853.48,20231018,1.000000,5.1362,50.80
452037,8237559,"PIC-ZL-161","Performance Fund - Currency Euro","PFEUR","EUR","USD",4.7757,591.870,2826.59,2953.59,20231018,0.956999,4.9126,16.95
452037,8239911,"","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1933,2023.984,4439.20,4439.20,20231018,1.000000,2.1055,10.01
452037,8239911,"","ZI Templeton Global Total Return Fund","TDUSD","USD","USD",1.9028,2488.507,4735.13,4735.13,20231018,1.000000,2.5338,10.68
452037,8239911,"","ZI Fidelity Funds Global Dividend","USDFT","USD","USD",1.8350,5331.539,9783.37,9783.37,20231018,1.000000,1.5643,22.06
452037,8239911,"","ZI Fidelity World $","USDKV","USD","USD",2.0709,4702.626,9738.66,9738.66,20231018,1.000000,1.7737,21.96
452037,8239911,"","ZI Franklin High Yield $","USDMF","USD","USD",1.5643,4175.164,6531.20,6531.20,20231018,1.000000,1.5016,14.73
452037,8239911,"","ZI Jupiter Merlin Int. Equities Portfolio USD","Z9USD","USD","USD",2.2301,4088.960,9118.78,9118.78,20231018,1.000000,2.0450,20.56
452037,8246089,"","SPS Medium High Risk Portfolio","B0204","USD","USD",1.6164,38182.896,61718.83,61718.83,20231018,1.000000,1.6917,100.00
452037,8260234,"PIC ZL 944","ZI Canaccord Genuity Opportunity Fund","USDDL","USD","USD",1.7824,6387.768,11385.55,11385.55,20231018,1.000000,1.4245,76.45
452037,8260234,"PIC ZL 944","ZI Pimco GIS Investment Grade Credit $","USDKP","USD","USD",1.2398,2829.304,3507.77,3507.77,20231018,1.000000,1.3761,23.55
