"Run Number","Policy Number","Policy Reference","Transaction Reference","Transaction Type Code","Transaction Type Description","Allocation Date","Transaction Amount","Transaction Currency"
452037,6251653,"",20230925203750000000,220,"Renewal Premium",20230926,1319.000,"USD"
452037,6255256,"",20221028204008826000,220,"Renewal Premium",20221029,447.000,"USD"
452037,6255256,"",20221128204036239000,220,"Renewal Premium",20221129,447.000,"USD"
452037,6255256,"",20230130204052133000,220,"Renewal Premium",20230131,447.000,"USD"
452037,6255256,"",20230324203848680000,220,"Renewal Premium",20230325,447.000,"USD"
452037,6255256,"",20230324203848693000,220,"Renewal Premium",20230325,447.000,"USD"
452037,6255256,"",20230324203848699000,220,"Renewal Premium",20230325,447.000,"USD"
452037,6255256,"",20230427203744705000,220,"Renewal Premium",20230428,447.000,"USD"
452037,6255256,"",20230529203748042000,220,"Renewal Premium",20230530,447.000,"USD"
452037,6255256,"",20230703203932592000,220,"Renewal Premium",20230704,447.000,"USD"
452037,6255256,"",20230727203745561000,220,"Renewal Premium",20230728,447.000,"USD"
452037,6255256,"",20230828203754598000,220,"Renewal Premium",20230829,447.000,"USD"
452037,6255256,"",20230927203752342000,220,"Renewal Premium",20230928,447.000,"USD"
452037,6264494,"",20221017203859393000,400,"Switch",20221018,0.000,""
452037,6264494,"",20230106203846340000,220,"Renewal Premium",20230107,201.000,"USD"
452037,6264494,"",20230106203846355000,220,"Renewal Premium",20230107,201.000,"USD"
452037,6264494,"",20230209203905494000,220,"Renewal Premium",20230210,201.000,"USD"
452037,6264494,"",20230209203905506000,220,"Renewal Premium",20230210,201.000,"USD"
452037,6264494,"",20230327203950302000,220,"Renewal Premium",20230328,201.000,"USD"
452037,6264494,"",20230327203950320000,220,"Renewal Premium",20230328,201.000,"USD"
452037,6264494,"",20230710203743180000,220,"Renewal Premium",20230711,201.000,"USD"
452037,6264494,"",20230710203743194000,220,"Renewal Premium",20230711,201.000,"USD"
452037,6264494,"",20230905204316836000,220,"Renewal Premium",20230905,201.000,"USD"
452037,6264494,"",20230905204316855000,220,"Renewal Premium",20230905,201.000,"USD"
452037,6266156,"",20230327203950864000,200,"Initial Premium",20230328,743.720,"USD"
452037,6266156,"",20230516203624391000,220,"Renewal Premium",20230517,743.720,"USD"
452037,6266156,"",20230618203618823000,220,"Renewal Premium",20230619,743.720,"USD"
452037,6266156,"",20230716203634899000,220,"Renewal Premium",20230717,743.720,"USD"
452037,6266156,"",20230816203713796000,220,"Renewal Premium",20230817,743.720,"USD"
452037,6266156,"",20230917203546852000,220,"Renewal Premium",20230918,743.720,"USD"
452037,6266156,"",20231016203658148000,220,"Renewal Premium",20231017,743.720,"USD"
452037,6267582,"DVA14151/7",20221027204042892000,220,"Renewal Premium",20221028,375.100,"GBP"
452037,6267582,"DVA14151/7",20221130221239477000,220,"Renewal Premium",20221201,375.100,"GBP"
452037,6267582,"DVA14151/7",20221230204036521000,220,"Renewal Premium",20221231,375.100,"GBP"
452037,6267582,"DVA14151/7",20230130204100472000,220,"Renewal Premium",20230131,375.100,"GBP"
452037,6267582,"DVA14151/7",20230301205103059000,220,"Renewal Premium",20230302,375.100,"GBP"
452037,6267582,"DVA14151/7",20230328204013084000,220,"Renewal Premium",20230329,375.100,"GBP"
452037,6267582,"DVA14151/7",20230427203746744000,220,"Renewal Premium",20230428,375.100,"GBP"
452037,6267582,"DVA14151/7",20230530203831335000,220,"Renewal Premium",20230531,375.100,"GBP"
452037,6267582,"DVA14151/7",20230704203841369000,301,"Full Surrender",20230704,-570.560,"GBP"
452037,6270243,"",20221031200908005000,220,"Renewal Premium",20221101,200.000,"USD"
452037,6270243,"",20221124203949052000,220,"Renewal Premium",20221125,200.000,"USD"
452037,6270243,"",20221229204031222000,220,"Renewal Premium",20221230,200.000,"USD"
452037,6270243,"",20230124203913890000,220,"Renewal Premium",20230125,200.000,"USD"
452037,6270243,"",20230224204118865000,220,"Renewal Premium",20230225,200.000,"USD"
452037,6270243,"",20230328204013655000,220,"Renewal Premium",20230329,200.000,"USD"
452037,6270243,"",20230907203802580000,400,"Switch",20230907,0.000,""
452037,6270518,"",20221115203832855000,220,"Renewal Premium",20221115,4032.000,"USD"
452037,6270518,"",20221115203832876000,220,"Renewal Premium",20221115,6.040,"USD"
452037,6270518,"",20221204203852832000,400,"Switch",20221205,0.000,""
452037,6270518,"",20230103204029882000,220,"Renewal Premium",20230104,4032.000,"USD"
452037,6270518,"",20230103204029891000,220,"Renewal Premium",20230104,4032.000,"USD"
452037,6270518,"",20230103204029899000,220,"Renewal Premium",20230104,4032.000,"USD"
452037,6270518,"",20230103204029907000,220,"Renewal Premium",20230104,4032.000,"USD"
452037,6270518,"",20230103204029914000,220,"Renewal Premium",20230104,24.160,"USD"
452037,6270518,"",20230216204128821000,220,"Renewal Premium",20230217,4032.000,"USD"
452037,6270518,"",20230328204013793000,220,"Renewal Premium",20230329,4032.000,"USD"
452037,6270518,"",20230428203754506000,220,"Renewal Premium",20230429,4032.000,"USD"
452037,6270518,"",20230529203752942000,220,"Renewal Premium",20230530,4032.000,"USD"
452037,6270518,"",20230626203901044000,220,"Renewal Premium",20230627,4032.000,"USD"
452037,6270518,"",20230703203945163000,220,"Renewal Premium",20230704,4032.000,"USD"
452037,6270518,"",20230728203714450000,220,"Renewal Premium",20230729,4032.000,"USD"
452037,6270518,"",20230828203758785000,220,"Renewal Premium",20230829,4032.000,"USD"
452037,6270518,"",20230928212246865000,220,"Renewal Premium",20230929,4032.000,"USD"
452037,6279848,"",20221031200911310000,220,"Renewal Premium",20221101,286.000,"USD"
452037,6279848,"",20221130221246107000,220,"Renewal Premium",20221201,286.000,"USD"
452037,6279848,"",20221230204039962000,220,"Renewal Premium",20221231,286.000,"USD"
452037,6279848,"",20230130204107405000,220,"Renewal Premium",20230131,286.000,"USD"
452037,6279848,"",20230302204030843000,220,"Renewal Premium",20230303,286.000,"USD"
452037,6279848,"",20230330204000901000,220,"Renewal Premium",20230331,286.000,"USD"
452037,6279848,"",20230501204541361000,220,"Renewal Premium",20230502,286.000,"USD"
452037,6279848,"",20230530203834964000,220,"Renewal Premium",20230531,286.000,"USD"
452037,6279848,"",20230703203952452000,220,"Renewal Premium",20230704,286.000,"USD"
452037,6279848,"",20230731224413776000,220,"Renewal Premium",20230801,286.000,"USD"
452037,6279848,"",20230830203807794000,220,"Renewal Premium",20230831,286.000,"USD"
452037,6279848,"",20231002203850684000,220,"Renewal Premium",20231003,286.000,"USD"
452037,6279872,"",20221028204020629000,220,"Renewal Premium",20221029,150.000,"USD"
452037,6279872,"",20221128204047334000,220,"Renewal Premium",20221129,150.000,"USD"
452037,6279872,"",20221228204038356000,220,"Renewal Premium",20221229,150.000,"USD"
452037,6279872,"",20230130204107431000,220,"Renewal Premium",20230131,150.000,"USD"
452037,6279872,"",20230228221044208000,220,"Renewal Premium",20230301,150.000,"USD"
452037,6279872,"",20230328204019784000,220,"Renewal Premium",20230329,150.000,"USD"
452037,6279872,"",20230428203757773000,220,"Renewal Premium",20230429,150.000,"USD"
452037,6279872,"",20230529203756259000,220,"Renewal Premium",20230530,150.000,"USD"
452037,6279872,"",20230703203952478000,220,"Renewal Premium",20230704,150.000,"USD"
452037,6279872,"",20230728203716101000,220,"Renewal Premium",20230729,150.000,"USD"
452037,6279872,"",20230828203801441000,220,"Renewal Premium",20230829,150.000,"USD"
452037,6279872,"",20230928212248790000,220,"Renewal Premium",20230929,150.000,"USD"
452037,6281648,"N253157",20221027204045200000,220,"Renewal Premium",20221028,346.000,"USD"
452037,6281648,"N253157",20221031175957252000,610,"Interim Dividend",20221031,0.000,""
452037,6281648,"N253157",20221127204019190000,220,"Renewal Premium",20221128,346.000,"USD"
452037,6281648,"N253157",20221130205703121000,610,"Interim Dividend",20221130,0.000,""
452037,6281648,"N253157",20221227204013494000,220,"Renewal Premium",20221228,346.000,"USD"
452037,6281648,"N253157",20221231204852491000,610,"Interim Dividend",20221231,0.000,""
452037,6281648,"N253157",20230129203917505000,220,"Renewal Premium",20230130,346.000,"USD"
452037,6281648,"N253157",20230131205042557000,610,"Interim Dividend",20230131,0.000,""
452037,6281648,"N253157",20230227204054239000,220,"Renewal Premium",20230228,346.000,"USD"
452037,6281648,"N253157",20230228204826581000,610,"Interim Dividend",20230228,0.000,""
452037,6281648,"N253157",20230327204000323000,220,"Renewal Premium",20230328,346.000,"USD"
452037,6281648,"N253157",20230331233946540000,620,"Bonus Dividend",20230331,0.000,""
452037,6281648,"N253157",20230331234658535000,610,"Interim Dividend",20230331,0.000,""
452037,6281648,"N253157",20230427203750687000,220,"Renewal Premium",20230428,346.000,"USD"
452037,6281648,"N253157",20230430203452126000,610,"Interim Dividend",20230430,0.000,""
452037,6281648,"N253157",20230528203707030000,220,"Renewal Premium",20230529,346.000,"USD"
452037,6281648,"N253157",20230531223659716000,610,"Interim Dividend",20230531,0.000,""
452037,6281648,"N253157",20230628203749098000,220,"Renewal Premium",20230629,346.000,"USD"
452037,6281648,"N253157",20230630214350188000,610,"Interim Dividend",20230630,0.000,""
452037,6281648,"N253157",20230727203749021000,220,"Renewal Premium",20230728,346.000,"USD"
452037,6281648,"N253157",20230731214044188000,610,"Interim Dividend",20230731,0.000,""
452037,6281648,"N253157",20230827203715618000,220,"Renewal Premium",20230828,346.000,"USD"
452037,6281648,"N253157",20230831214717496000,610,"Interim Dividend",20230831,0.000,""
452037,6281648,"N253157",20230925203758366000,610,"Interim Dividend",20230926,0.000,""
452037,6281648,"N253157",20230925203758367000,400,"Switch",20230926,0.000,""
452037,6281648,"N253157",20230928212249136000,220,"Renewal Premium",20230929,346.000,"USD"
452037,6282122,"",20221017203904251000,220,"Renewal Premium",20221018,486.000,"USD"
452037,6282122,"",20221115203837388000,220,"Renewal Premium",20221116,486.000,"USD"
452037,6282122,"",20221215203906349000,220,"Renewal Premium",20221216,486.000,"USD"
452037,6282122,"",20230116203852347000,220,"Renewal Premium",20230117,486.000,"USD"
452037,6282122,"",20230215203901695000,220,"Renewal Premium",20230216,486.000,"USD"
452037,6282122,"",20230315203935748000,220,"Renewal Premium",20230316,486.000,"USD"
452037,6282122,"",20230417203645749000,220,"Renewal Premium",20230418,486.000,"USD"
452037,6282122,"",20230515203650470000,220,"Renewal Premium",20230516,486.000,"USD"
452037,6282122,"",20230615203712249000,220,"Renewal Premium",20230616,486.000,"USD"
452037,6282122,"",20230717203711527000,220,"Renewal Premium",20230718,486.000,"USD"
452037,6282122,"",20230815203746860000,220,"Renewal Premium",20230816,486.000,"USD"
452037,6282122,"",20230915203701243000,220,"Renewal Premium",20230916,486.000,"USD"
452037,6282122,"",20231016203702205000,220,"Renewal Premium",20231017,486.000,"USD"
452037,6282369,"",20221031200912327000,220,"Renewal Premium",20221101,217.000,"USD"
452037,6282369,"",20221130221248477000,220,"Renewal Premium",20221201,217.000,"USD"
452037,6282369,"",20221230204040632000,220,"Renewal Premium",20221231,217.000,"USD"
452037,6282369,"",20230130204108447000,220,"Renewal Premium",20230131,217.000,"USD"
452037,6282369,"",20230302204031857000,220,"Renewal Premium",20230303,217.000,"USD"
452037,6282369,"",20230330204001835000,220,"Renewal Premium",20230331,217.000,"USD"
452037,6282369,"",20230501204543509000,220,"Renewal Premium",20230502,217.000,"USD"
452037,6282369,"",20230530203836208000,220,"Renewal Premium",20230531,217.000,"USD"
452037,6282369,"",20230703203954441000,220,"Renewal Premium",20230704,217.000,"USD"
452037,6282369,"",20230816203716008000,220,"Renewal Premium",20230817,217.000,"USD"
452037,6282369,"",20230830203808619000,220,"Renewal Premium",20230831,217.000,"USD"
452037,6282369,"",20231002203852701000,220,"Renewal Premium",20231003,217.000,"USD"
452037,6291549,"",20221017203905536000,220,"Renewal Premium",20221018,150.000,"USD"
452037,6291549,"",20221117203810935000,220,"Renewal Premium",20221118,150.000,"USD"
452037,6291549,"",20221219203841061000,220,"Renewal Premium",20221220,150.000,"USD"
452037,6291549,"",20230117203802925000,220,"Renewal Premium",20230118,150.000,"USD"
452037,6291549,"",20230217203903071000,220,"Renewal Premium",20230218,150.000,"USD"
452037,6291549,"",20230317203929527000,220,"Renewal Premium",20230318,150.000,"USD"
452037,6291549,"",20230417203647649000,220,"Renewal Premium",20230418,150.000,"USD"
452037,6291549,"",20230517203637552000,220,"Renewal Premium",20230518,150.000,"USD"
452037,6291549,"",20230619203643282000,220,"Renewal Premium",20230620,150.000,"USD"
452037,6291549,"",20230717203713585000,220,"Renewal Premium",20230718,150.000,"USD"
452037,6291549,"",20230817203710995000,220,"Renewal Premium",20230818,150.000,"USD"
452037,6291549,"",20230918203626449000,220,"Renewal Premium",20230919,150.000,"USD"
452037,6291549,"",20231017203705274000,220,"Renewal Premium",20231018,150.000,"USD"
452037,6291638,"",20221017203905571000,220,"Renewal Premium",20221018,156.000,"USD"
452037,6291638,"",20221117203810951000,220,"Renewal Premium",20221118,156.000,"USD"
452037,6291638,"",20221219203841083000,220,"Renewal Premium",20221220,156.000,"USD"
452037,6291638,"",20230117203802940000,220,"Renewal Premium",20230118,156.000,"USD"
452037,6291638,"",20230217203903091000,220,"Renewal Premium",20230218,156.000,"USD"
452037,6291638,"",20230317203929549000,220,"Renewal Premium",20230318,156.000,"USD"
452037,6291638,"",20230417203647690000,220,"Renewal Premium",20230418,156.000,"USD"
452037,6291638,"",20230517203637563000,220,"Renewal Premium",20230518,156.000,"USD"
452037,6291638,"",20230619203643294000,220,"Renewal Premium",20230620,156.000,"USD"
452037,6291638,"",20230717203713607000,220,"Renewal Premium",20230718,156.000,"USD"
452037,6291638,"",20230817203711007000,220,"Renewal Premium",20230818,156.000,"USD"
452037,6291638,"",20230918203626460000,220,"Renewal Premium",20230919,156.000,"USD"
452037,6291638,"",20231017203705287000,220,"Renewal Premium",20231018,156.000,"USD"
452037,6297148,"",20221103204210922000,220,"Renewal Premium",20221104,444.000,"USD"
452037,6297148,"",20221205203939079000,220,"Renewal Premium",20221206,444.000,"USD"
452037,6297148,"",20230103204041113000,220,"Renewal Premium",20230104,444.000,"USD"
452037,6297148,"",20230203203919347000,220,"Renewal Premium",20230204,444.000,"USD"
452037,6297148,"",20230303204000390000,220,"Renewal Premium",20230304,444.000,"USD"
452037,6297148,"",20230403204034868000,220,"Renewal Premium",20230404,444.000,"USD"
452037,6297148,"",20230503203720231000,220,"Renewal Premium",20230504,444.000,"USD"
452037,6297148,"",20230605203818376000,220,"Renewal Premium",20230606,444.000,"USD"
452037,6297148,"",20230703204005502000,220,"Renewal Premium",20230704,444.000,"USD"
452037,6297148,"",20230803203704587000,220,"Renewal Premium",20230804,444.000,"USD"
452037,6297148,"",20230905204344624000,220,"Renewal Premium",20230905,444.000,"USD"
452037,6297148,"",20231003203921269000,220,"Renewal Premium",20231004,444.000,"USD"
452037,6308574,"CIB388/08",20221031175918410000,650,"Bonus Loyalty",20221031,0.000,""
452037,6308574,"CIB388/08",20221110204248680000,220,"Renewal Premium",20221111,276.000,"USD"
452037,6308574,"CIB388/08",20221110204248698000,220,"Renewal Premium",20221111,26.000,"USD"
452037,6308574,"CIB388/08",20221130205621176000,650,"Bonus Loyalty",20221130,0.000,""
452037,6308574,"CIB388/08",20221212203955574000,220,"Renewal Premium",20221213,276.000,"USD"
452037,6308574,"CIB388/08",20221212203955594000,220,"Renewal Premium",20221213,26.000,"USD"
452037,6308574,"CIB388/08",20221231204813792000,650,"Bonus Loyalty",20221231,0.000,""
452037,6308574,"CIB388/08",20230110203951266000,220,"Renewal Premium",20230111,276.000,"USD"
452037,6308574,"CIB388/08",20230110203951286000,220,"Renewal Premium",20230111,26.000,"USD"
452037,6308574,"CIB388/08",20230131205001129000,650,"Bonus Loyalty",20230131,0.000,""
452037,6308574,"CIB388/08",20230210203925008000,220,"Renewal Premium",20230211,276.000,"USD"
452037,6308574,"CIB388/08",20230210203925031000,220,"Renewal Premium",20230211,26.000,"USD"
452037,6308574,"CIB388/08",20230228204746757000,650,"Bonus Loyalty",20230228,0.000,""
452037,6308574,"CIB388/08",20230310203950127000,220,"Renewal Premium",20230311,276.000,"USD"
452037,6308574,"CIB388/08",20230310203950146000,220,"Renewal Premium",20230311,26.000,"USD"
452037,6308574,"CIB388/08",20230331234622258000,650,"Bonus Loyalty",20230331,0.000,""
452037,6308574,"CIB388/08",20230410203829039000,220,"Renewal Premium",20230411,276.000,"USD"
452037,6308574,"CIB388/08",20230410203829051000,220,"Renewal Premium",20230411,26.000,"USD"
452037,6308574,"CIB388/08",20230430203422826000,650,"Bonus Loyalty",20230430,0.000,""
452037,6308574,"CIB388/08",20230510203907326000,220,"Renewal Premium",20230511,276.000,"USD"
452037,6308574,"CIB388/08",20230510203907336000,220,"Renewal Premium",20230511,26.000,"USD"
452037,6308574,"CIB388/08",20230531223632292000,650,"Bonus Loyalty",20230531,0.000,""
452037,6308574,"CIB388/08",20230612203723236000,220,"Renewal Premium",20230613,276.000,"USD"
452037,6308574,"CIB388/08",20230612203723246000,220,"Renewal Premium",20230613,26.000,"USD"
452037,6308574,"CIB388/08",20230630214312782000,650,"Bonus Loyalty",20230630,0.000,""
452037,6308574,"CIB388/08",20230710203755757000,220,"Renewal Premium",20230711,276.000,"USD"
452037,6308574,"CIB388/08",20230710203755767000,220,"Renewal Premium",20230711,26.000,"USD"
452037,6308574,"CIB388/08",20230731214005577000,650,"Bonus Loyalty",20230731,0.000,""
452037,6308574,"CIB388/08",20230810203710636000,220,"Renewal Premium",20230811,276.000,"USD"
452037,6308574,"CIB388/08",20230810203710647000,220,"Renewal Premium",20230811,26.000,"USD"
452037,6308574,"CIB388/08",20230831214634977000,650,"Bonus Loyalty",20230831,0.000,""
452037,6308574,"CIB388/08",20230911203748687000,220,"Renewal Premium",20230912,276.000,"USD"
452037,6308574,"CIB388/08",20230911203748698000,220,"Renewal Premium",20230912,26.000,"USD"
452037,6308574,"CIB388/08",20230930213813943000,650,"Bonus Loyalty",20230930,0.000,""
452037,6308574,"CIB388/08",20231010203728354000,220,"Renewal Premium",20231011,276.000,"USD"
452037,6308574,"CIB388/08",20231010203728365000,220,"Renewal Premium",20231011,26.000,"USD"
452037,6310030,"A016F9629",20221031175919017000,650,"Bonus Loyalty",20221031,0.000,""
452037,6310030,"A016F9629",20221102204315057000,220,"Renewal Premium",20221103,200.000,"USD"
452037,6310030,"A016F9629",20221102204315077000,220,"Renewal Premium",20221103,0.820,"USD"
452037,6310030,"A016F9629",20221130205621882000,650,"Bonus Loyalty",20221130,0.000,""
452037,6310030,"A016F9629",20221209203831438000,220,"Renewal Premium",20221210,200.000,"USD"
452037,6310030,"A016F9629",20221209203831456000,220,"Renewal Premium",20221210,17.190,"USD"
452037,6310030,"A016F9629",20221231204814559000,650,"Bonus Loyalty",20221231,0.000,""
452037,6310030,"A016F9629",20230103204053174000,220,"Renewal Premium",20230104,200.000,"USD"
452037,6310030,"A016F9629",20230103204053193000,220,"Renewal Premium",20230104,0.820,"USD"
452037,6310030,"A016F9629",20230131205001849000,650,"Bonus Loyalty",20230131,0.000,""
452037,6310030,"A016F9629",20230202203959866000,220,"Renewal Premium",20230203,200.000,"USD"
452037,6310030,"A016F9629",20230202203959885000,220,"Renewal Premium",20230203,0.140,"USD"
452037,6310030,"A016F9629",20230228204747460000,650,"Bonus Loyalty",20230228,0.000,""
452037,6310030,"A016F9629",20230302204049468000,220,"Renewal Premium",20230303,200.000,"USD"
452037,6310030,"A016F9629",20230302204049480000,220,"Renewal Premium",20230303,0.140,"USD"
452037,6310030,"A016F9629",20230331234622843000,650,"Bonus Loyalty",20230331,0.000,""
452037,6310030,"A016F9629",20230403204042790000,220,"Renewal Premium",20230404,200.000,"USD"
452037,6310030,"A016F9629",20230403204042803000,220,"Renewal Premium",20230404,0.140,"USD"
452037,6310030,"A016F9629",20230430203423585000,650,"Bonus Loyalty",20230430,0.000,""
452037,6310030,"A016F9629",20230529203808088000,400,"Switch",20230530,0.000,""
452037,6310030,"A016F9629",20230531223632825000,650,"Bonus Loyalty",20230531,0.000,""
452037,6310030,"A016F9629",20230630214313518000,650,"Bonus Loyalty",20230630,0.000,""
452037,6310030,"A016F9629",20230731214006188000,650,"Bonus Loyalty",20230731,0.000,""
452037,6310030,"A016F9629",20230831214635616000,650,"Bonus Loyalty",20230831,0.000,""
452037,6310030,"A016F9629",20230930213814631000,650,"Bonus Loyalty",20230930,0.000,""
452037,6322475,"N240204",20221101205151605000,220,"Renewal Premium",20221102,540.000,"USD"
452037,6322475,"N240204",20221205203951277000,220,"Renewal Premium",20221206,540.000,"USD"
452037,6322475,"N240204",20230102204100257000,220,"Renewal Premium",20230103,540.000,"USD"
452037,6322475,"N240204",20230201205011745000,220,"Renewal Premium",20230202,540.000,"USD"
452037,6322475,"N240204",20230302204053854000,220,"Renewal Premium",20230303,540.000,"USD"
452037,6322475,"N240204",20230403204049773000,220,"Renewal Premium",20230404,540.000,"USD"
452037,6322475,"N240204",20230501204606929000,220,"Renewal Premium",20230502,540.000,"USD"
452037,6322475,"N240204",20230601204541809000,220,"Renewal Premium",20230602,540.000,"USD"
452037,6322475,"N240204",20230703204022394000,220,"Renewal Premium",20230704,540.000,"USD"
452037,6322475,"N240204",20230801204557002000,220,"Renewal Premium",20230802,540.000,"USD"
452037,6322475,"N240204",20230901204710648000,220,"Renewal Premium",20230902,540.000,"USD"
452037,6322475,"N240204",20231002203912142000,220,"Renewal Premium",20231003,540.000,"USD"
452037,6340176,"",20221031175930225000,650,"Bonus Loyalty",20221031,0.000,""
452037,6340176,"",20221031200931021000,220,"Renewal Premium",20221101,360.000,"USD"
452037,6340176,"",20221129204132141000,220,"Renewal Premium",20221130,360.000,"USD"
452037,6340176,"",20221130205635462000,650,"Bonus Loyalty",20221130,0.000,""
452037,6340176,"",20221229204050130000,220,"Renewal Premium",20221230,360.000,"USD"
452037,6340176,"",20221231204826174000,650,"Bonus Loyalty",20221231,0.000,""
452037,6340176,"",20230130204147564000,220,"Renewal Premium",20230131,360.000,"USD"
452037,6340176,"",20230131205015599000,650,"Bonus Loyalty",20230131,0.000,""
452037,6340176,"",20230228204800992000,650,"Bonus Loyalty",20230228,0.000,""
452037,6340176,"",20230302204059017000,220,"Renewal Premium",20230303,360.000,"USD"
452037,6340176,"",20230329204001048000,220,"Renewal Premium",20230330,360.000,"USD"
452037,6340176,"",20230331234634943000,650,"Bonus Loyalty",20230331,0.000,""
452037,6340176,"",20230430203432785000,650,"Bonus Loyalty",20230430,0.000,""
452037,6340176,"",20230501204615692000,220,"Renewal Premium",20230502,360.000,"USD"
452037,6340176,"",20230529203815170000,220,"Renewal Premium",20230530,360.000,"USD"
452037,6340176,"",20230531223641511000,650,"Bonus Loyalty",20230531,0.000,""
452037,6340176,"",20230630214325372000,650,"Bonus Loyalty",20230630,0.000,""
452037,6340176,"",20230703204035673000,220,"Renewal Premium",20230704,360.000,"USD"
452037,6340176,"",20230731214018068000,650,"Bonus Loyalty",20230731,0.000,""
452037,6340176,"",20230731224432265000,220,"Renewal Premium",20230801,360.000,"USD"
452037,6340176,"",20230829203815484000,220,"Renewal Premium",20230830,360.000,"USD"
452037,6340176,"",20230831214649154000,650,"Bonus Loyalty",20230831,0.000,""
452037,6340176,"",20230930213826298000,650,"Bonus Loyalty",20230930,0.000,""
452037,6340176,"",20231002203920032000,220,"Renewal Premium",20231003,360.000,"USD"
452037,8107128,"",20221102204334706000,220,"Renewal Premium",20221103,500.000,"GBP"
452037,8107128,"",20221102204334738000,220,"Renewal Premium",20221103,1000.000,"GBP"
452037,8107128,"",20221129204146089000,302,"Partial Surrender",20221130,-42000.000,"GBP"
452037,8107128,"",20221204203858464000,220,"Renewal Premium",20221205,500.000,"GBP"
452037,8107128,"",20221204203858511000,220,"Renewal Premium",20221205,1000.000,"GBP"
452037,8107128,"",20230104203929846000,220,"Renewal Premium",20230105,500.000,"GBP"
452037,8107128,"",20230104203929901000,220,"Renewal Premium",20230105,1000.000,"GBP"
452037,8107128,"",20230205204819180000,220,"Renewal Premium",20230206,500.000,"GBP"
452037,8107128,"",20230205204819268000,220,"Renewal Premium",20230206,1000.000,"GBP"
452037,8107128,"",20230306204151831000,220,"Renewal Premium",20230307,500.000,"GBP"
452037,8107128,"",20230306204151867000,220,"Renewal Premium",20230307,1000.000,"GBP"
452037,8107128,"",20230402203913754000,220,"Renewal Premium",20230403,500.000,"GBP"
452037,8107128,"",20230402203913776000,220,"Renewal Premium",20230403,1000.000,"GBP"
452037,8107128,"",20230504203735755000,220,"Renewal Premium",20230505,500.000,"GBP"
452037,8107128,"",20230504203735835000,220,"Renewal Premium",20230505,1000.000,"GBP"
452037,8107128,"",20230604203638162000,220,"Renewal Premium",20230605,1500.000,"GBP"
452037,8107128,"",20230703204107642000,220,"Renewal Premium",20230704,1500.000,"GBP"
452037,8107128,"",20230802203738039000,220,"Renewal Premium",20230803,1500.000,"GBP"
452037,8107128,"",20230903203702680000,220,"Renewal Premium",20230904,1500.000,"GBP"
452037,8107128,"",20231003203951330000,220,"Renewal Premium",20231004,1500.000,"GBP"
452037,8108224,"",20221106204006372000,220,"Renewal Premium",20221107,300.000,"USD"
452037,8108224,"",20221206204633636000,220,"Renewal Premium",20221207,300.000,"USD"
452037,8108224,"",20230104203930127000,220,"Renewal Premium",20230105,300.000,"USD"
452037,8108224,"",20230206204115346000,220,"Renewal Premium",20230207,300.000,"USD"
452037,8108224,"",20230903203702872000,220,"Renewal Premium",20230904,300.000,"USD"
452037,8108224,"",20230903203702911000,220,"Renewal Premium",20230904,300.000,"USD"
452037,8108224,"",20230903203702939000,220,"Renewal Premium",20230904,300.000,"USD"
452037,8108224,"",20230903203702968000,220,"Renewal Premium",20230904,300.000,"USD"
452037,8108224,"",20230905204436965000,220,"Renewal Premium",20230905,300.000,"USD"
452037,8108224,"",20230905204437006000,220,"Renewal Premium",20230905,300.000,"USD"
452037,8108224,"",20230905204437041000,220,"Renewal Premium",20230905,300.000,"USD"
452037,8108224,"",20230905204437076000,220,"Renewal Premium",20230906,300.000,"USD"
452037,8108224,"",20231003203951419000,220,"Renewal Premium",20231004,300.000,"USD"
452037,8108224,"",20231004203704902000,220,"Renewal Premium",20231005,300.000,"USD"
452037,8110005,"",20221020203917088000,220,"Renewal Premium",20221021,2440.000,"USD"
452037,8110005,"",20221121203924010000,220,"Renewal Premium",20221122,2440.000,"USD"
452037,8110005,"",20221220204000345000,220,"Renewal Premium",20221221,2440.000,"USD"
452037,8110005,"",20230120203926264000,220,"Renewal Premium",20230121,2440.000,"USD"
452037,8110005,"",20230220203934196000,220,"Renewal Premium",20230221,2440.000,"USD"
452037,8110005,"",20230320203838700000,220,"Renewal Premium",20230321,2440.000,"USD"
452037,8110005,"",20230425204112505000,220,"Renewal Premium",20230426,2440.000,"USD"
452037,8110005,"",20230522203642275000,220,"Renewal Premium",20230523,2440.000,"USD"
452037,8110005,"",20230620203710577000,220,"Renewal Premium",20230621,2440.000,"USD"
452037,8110005,"",20230720203703739000,220,"Renewal Premium",20230721,2440.000,"USD"
452037,8110005,"",20230821203750365000,220,"Renewal Premium",20230822,2440.000,"USD"
452037,8110005,"",20230920203650517000,220,"Renewal Premium",20230921,2440.000,"USD"
452037,8118549,"",20221107204307468000,302,"Partial Surrender",20221108,-25000.000,"USD"
452037,8118549,"",20230921203645098000,302,"Partial Surrender",20230922,-13919.640,"EUR"
452037,8118600,"",20221123203834959000,400,"Switch",20221124,0.000,""
452037,8118600,"",20221213203945011000,220,"Renewal Premium",20221214,1750.000,"USD"
452037,8118600,"",20230104203934167000,220,"Renewal Premium",20230105,1750.000,"USD"
452037,8118600,"",20230206204134326000,220,"Renewal Premium",20230207,1750.000,"USD"
452037,8118600,"",20230306204215882000,220,"Renewal Premium",20230307,1750.000,"USD"
452037,8118600,"",20230405203903148000,220,"Renewal Premium",20230406,1750.000,"USD"
