"Run Number","Client Number","Policy Number","Policy Role Code","Policy Role Description","Role Sequence","Retirement Date"
453739,"1000907924",6279848,"LFI","Life Insured",1,20991231
453739,"1000907924",6279848,"OWN","Owner",1,0
453739,"1000908049",6279872,"LFI","Life Insured",1,20991231
453739,"1000908049",6279872,"OWN","Owner",1,0
453739,"1000908804",6281648,"LFI","Life Insured",1,20991231
453739,"1000908804",6281648,"OWN","Owner",1,0
453739,"1000969002",6282122,"LFI","Life Insured",1,20991231
453739,"1000969002",6282122,"OWN","Owner",1,0
453739,"1000510656",6282369,"LFI","Life Insured",1,20991231
453739,"1000510656",6282369,"OWN","Owner",1,0
453739,"1000909632",6283390,"LFI","Life Insured",1,20991231
453739,"1000909632",6283390,"OWN","Owner",1,0
453739,"1000973488",6290419,"LFI","Life Insured",1,20991231
453739,"1000973488",6290419,"OWN","Owner",1,0
453739,"1001093522",6291549,"LFI","Life Insured",1,20991231
453739,"1001093522",6291549,"OWN","Owner",1,0
453739,"1001093524",6291638,"LFI","Life Insured",1,20991231
453739,"1001093524",6291638,"OWN","Owner",1,0
453739,"1000917933",6296432,"LFI","Life Insured",1,20991231
453739,"1000917933",6296432,"OWN","Owner",1,0
453739,"1000963079",6297148,"LFI","Life Insured",1,20991231
453739,"1000963079",6297148,"OWN","Owner",1,0
453739,"1000978641",6299653,"LFI","Life Insured",1,20991231
453739,"1000978641",6299653,"OWN","Owner",1,0
453739,"1000637146",6304749,"LFI","Life Insured",1,20991231
453739,"1000637146",6304749,"OWN","Owner",1,0
453739,"1000440528",6306585,"LFI","Life Insured",1,20991231
453739,"1000440528",6306585,"OWN","Owner",1,0
453739,"1000553163",6308574,"LFI","Life Insured",2,20991231
453739,"1000553163",6308574,"OWN","Owner",2,0
453739,"1000570003",6308574,"LFI","Life Insured",1,20991231
453739,"1000570003",6308574,"OWN","Owner",1,0
453739,"1000491889",6310030,"LFI","Life Insured",1,20991231
453739,"1000491889",6310030,"OWN","Owner",1,0
453739,"1000700602",6311781,"LFI","Life Insured",1,20991231
453739,"1000700602",6311781,"OWN","Owner",1,0
453739,"1000561802",6313227,"LFI","Life Insured",1,20991231
453739,"1000561802",6313227,"OWN","Owner",1,0
453739,"1000761434",6314437,"LFI","Life Insured",1,20991231
453739,"1000761434",6314437,"OWN","Owner",1,0
453739,"1000580568",6320600,"LFI","Life Insured",1,20991231
453739,"1000580568",6320600,"OWN","Owner",1,0
453739,"1000788275",6322475,"LFI","Life Insured",1,20991231
453739,"1000788275",6322475,"OWN","Owner",1,0
453739,"1000637143",6326133,"LFI","Life Insured",1,20991231
453739,"1000637143",6326133,"OWN","Owner",1,0
453739,"1000661956",6340176,"LFI","Life Insured",1,20991231
453739,"1000661956",6340176,"OWN","Owner",1,0
453739,"1000531801",6342933,"LFI","Life Insured",1,20991231
453739,"1000531801",6342933,"OWN","Owner",1,0
453739,"1000531802",6342933,"LFI","Life Insured",2,20991231
453739,"1000531802",6342933,"OWN","Owner",2,0
453739,"1000613673",6360322,"LFI","Life Insured",2,20991231
453739,"1000613673",6360322,"OWN","Owner",2,0
453739,"1001015415",6360322,"LFI","Life Insured",1,20991231
453739,"1001015415",6360322,"OWN","Owner",1,0
453739,"1000614771",6361806,"LFI","Life Insured",1,20991231
453739,"1000614771",6361806,"OWN","Owner",1,0
453739,"1000512168",6370890,"LFI","Life Insured",1,20991231
453739,"1000512168",6370890,"OWN","Owner",1,0
453739,"1000855896",6376630,"LFI","Life Insured",1,20991231
453739,"1000855896",6376630,"OWN","Owner",1,0
453739,"1000842119",6379408,"LFI","Life Insured",1,20991231
453739,"1000842119",6379408,"OWN","Owner",1,0
453739,"1000580406",8102333,"LFI","Life Insured",1,20320531
453739,"1000580406",8102333,"OWN","Owner",1,0
453739,"1000811697",8104798,"LFI","Life Insured",1,20391031
453739,"1000811697",8104798,"OWN","Owner",1,0
453739,"1000911651",8107128,"LFI","Life Insured",1,20410401
453739,"1000911651",8107128,"OWN","Owner",1,0
453739,"1000912179",8108224,"LFI","Life Insured",1,20410401
453739,"1000912179",8108224,"OWN","Owner",1,0
453739,"1000858963",8110005,"LFI","Life Insured",1,20350731
453739,"1000858963",8110005,"OWN","Owner",1,0
453739,"1000913489",8111427,"LFI","Life Insured",1,20410501
453739,"1000913489",8111427,"OWN","Owner",1,0
453739,"1000750597",8111726,"LFI","Life Insured",1,20290930
453739,"1000750597",8111726,"OWN","Owner",1,0
453739,"1000913653",8114135,"LFI","Life Insured",1,20260501
453739,"1000913653",8114135,"OWN","Owner",1,0
453739,"1000952188",8114942,"LFI","Life Insured",1,20420101
453739,"1000952188",8114942,"OWN","Owner",1,0
453739,"1000914980",8118359,"LFI","Life Insured",1,20410601
453739,"1000914980",8118359,"OWN","Owner",1,0
453739,"1000914981",8118359,"LFI","Life Insured",2,20410601
453739,"1000914981",8118359,"OWN","Owner",2,0
453739,"1000987426",8118549,"LFI","Life Insured",1,20410901
453739,"1000987426",8118549,"OWN","Owner",1,0
453739,"1000987360",8118600,"LFI","Life Insured",1,20360901
453739,"1000987360",8118600,"OWN","Owner",1,0
453739,"1000813951",8119885,"LFI","Life Insured",1,20361130
453739,"1000813951",8119885,"OWN","Owner",1,0
453739,"1000814018",8120000,"LFI","Life Insured",1,20271130
453739,"1000814018",8120000,"OWN","Owner",1,0
453739,"1000751968",8120653,"LFI","Life Insured",1,20351031
453739,"1000751968",8120653,"OWN","Owner",1,0
453739,"1000814131",8121482,"LFI","Life Insured",1,20241031
453739,"1000814131",8121482,"OWN","Owner",1,0
453739,"1000584598",8121524,"LFI","Life Insured",1,20300630
453739,"1000584598",8121524,"OWN","Owner",1,0
453739,"1000584599",8121524,"LFI","Life Insured",2,20300630
453739,"1000584599",8121524,"OWN","Owner",2,0
453739,"1000585085",8124124,"LFI","Life Insured",1,20350630
453739,"1000585085",8124124,"OWN","Owner",1,0
453739,"1000954243",8125626,"LFI","Life Insured",1,20350201
453739,"1000954243",8125626,"OWN","Owner",1,0
453739,"1000915799",8125657,"LFI","Life Insured",1,20410501
453739,"1000915799",8125657,"OWN","Owner",1,0
453739,"1000954314",8125701,"LFI","Life Insured",1,20420101
453739,"1000954314",8125701,"OWN","Owner",1,0
453739,"1000916006",8126850,"LFI","Life Insured",1,20370501
453739,"1000916006",8126850,"OWN","Owner",1,0
453739,"1000863284",8127039,"LFI","Life Insured",1,20400630
453739,"1000863284",8127039,"OWN","Owner",1,0
453739,"1000916656",8127987,"LFI","Life Insured",1,20410601
453739,"1000916656",8127987,"OWN","Owner",1,0
453739,"1000954599",8128536,"LFI","Life Insured",1,20420201
453739,"1000954599",8128536,"OWN","Owner",1,0
453739,"1000954756",8129311,"LFI","Life Insured",1,20420201
453739,"1000954756",8129311,"OWN","Owner",1,0
453739,"1000754035",8129723,"LFI","Life Insured",1,20381031
453739,"1000754035",8129723,"OWN","Owner",1,0
453739,"1000586825",8131121,"LFI","Life Insured",1,20280731
453739,"1000586825",8131121,"OWN","Owner",1,0
453739,"1000462235",8134244,"LFI","Life Insured",1,20311031
453739,"1000462235",8134244,"OWN","Owner",1,0
453739,"1000691962",8136613,"LFI","Life Insured",1,20240930
453739,"1000691962",8136613,"OWN","Owner",1,0
453739,"1000917933",8141930,"LFI","Life Insured",1,20380601
453739,"1000917933",8141930,"OWN","Owner",1,0
453739,"1000918248",8142226,"LFI","Life Insured",1,20410701
453739,"1000918248",8142226,"OWN","Owner",1,0
453739,"1000918426",8142366,"LFI","Life Insured",1,20410601
453739,"1000918426",8142366,"OWN","Owner",1,0
453739,"1000643957",8143227,"LFI","Life Insured",1,20330930
453739,"1000643957",8143227,"OWN","Owner",1,0
453739,"1000919944",8145828,"LFI","Life Insured",1,20410601
453739,"1000919944",8145828,"OWN","Owner",1,0
453739,"1000919945",8145828,"LFI","Life Insured",2,20410601
453739,"1000919945",8145828,"OWN","Owner",2,0
453739,"1000757987",8146627,"LFI","Life Insured",1,20361130
453739,"1000757987",8146627,"OWN","Owner",1,0
453739,"1000974866",8150069,"LFI","Life Insured",1,20320601
453739,"1000974866",8150069,"OWN","Owner",1,0
453739,"1000921353",8151136,"LFI","Life Insured",1,20410601
453739,"1000921353",8151136,"OWN","Owner",1,0
453739,"1000759169",8151965,"LFI","Life Insured",1,20381130
453739,"1000759169",8151965,"OWN","Owner",1,0
453739,"1000759221",8152228,"LFI","Life Insured",1,20331130
453739,"1000759221",8152228,"OWN","Owner",1,0
453739,"1001106510",8152228,"OWN","Owner",2,0
453739,"1000922039",8153351,"LFI","Life Insured",1,20260701
453739,"1000922039",8153351,"OWN","Owner",1,0
453739,"1000646328",8154768,"LFI","Life Insured",1,20361031
453739,"1000646328",8154768,"OWN","Owner",1,0
453739,"1000646329",8154768,"LFI","Life Insured",2,20361031
453739,"1000646329",8154768,"OWN","Owner",2,0
453739,"1000922292",8156431,"LFI","Life Insured",1,20410701
453739,"1000922292",8156431,"OWN","Owner",1,0
453739,"1000646930",8157163,"LFI","Life Insured",1,20361031
453739,"1000646930",8157163,"OWN","Owner",1,0
453739,"1000922776",8157338,"LFI","Life Insured",1,20400701
453739,"1000922776",8157338,"OWN","Owner",1,0
453739,"1000922690",8157347,"LFI","Life Insured",1,20410701
453739,"1000922690",8157347,"OWN","Owner",1,0
453739,"1000832046",8157365,"LFI","Life Insured",1,20410701
453739,"1000832046",8157365,"OWN","Owner",1,0
453739,"1000923121",8160517,"LFI","Life Insured",1,20410701
453739,"1000923121",8160517,"OWN","Owner",1,0
453739,"1000923129",8160517,"LFI","Life Insured",2,20410701
453739,"1000923210",8160526,"LFI","Life Insured",1,20410801
453739,"1000923210",8160526,"OWN","Owner",1,0
453739,"1000923406",8160905,"LFI","Life Insured",1,20390701
453739,"1000923406",8160905,"OWN","Owner",1,0
453739,"1000924348",8162617,"LFI","Life Insured",1,20410701
453739,"1000924348",8162617,"OWN","Owner",1,0
453739,"1000924343",8162733,"LFI","Life Insured",1,20300701
453739,"1000924343",8162733,"OWN","Owner",1,0
453739,"1000761413",8163761,"LFI","Life Insured",1,20281130
453739,"1000761413",8163761,"OWN","Owner",1,0
453739,"1000869071",8164832,"LFI","Life Insured",1,20340801
453739,"1000869071",8164832,"OWN","Owner",1,0
453739,"1000925280",8165635,"LFI","Life Insured",1,20380701
453739,"1000925280",8165635,"OWN","Owner",1,0
453739,"1000925281",8165635,"LFI","Life Insured",2,20380701
453739,"1000925281",8165635,"OWN","Owner",2,0
453739,"1000817038",8170677,"LFI","Life Insured",1,20321130
453739,"1000817038",8170677,"OWN","Owner",1,0
453739,"1000762482",8171584,"LFI","Life Insured",1,20390131
453739,"1000762482",8171584,"OWN","Owner",1,0
453739,"1001015415",8173122,"LFI","Life Insured",1,20250901
453739,"1001015415",8173122,"OWN","Owner",1,0
453739,"1000763339",8174965,"LFI","Life Insured",1,20281231
453739,"1000763339",8174965,"OWN","Owner",1,0
453739,"1000819515",8177214,"LFI","Life Insured",1,20301130
453739,"1000819515",8177214,"OWN","Owner",1,0
453739,"1000819714",8180788,"LFI","Life Insured",1,20331130
453739,"1000819714",8180788,"OWN","Owner",1,0
453739,"1000562350",8183996,"LFI","Life Insured",1,20260930
453739,"1000562350",8183996,"OWN","Owner",1,0
453739,"1000652463",8185418,"LFI","Life Insured",1,20370131
453739,"1000652463",8185418,"OWN","Owner",1,0
453739,"1000652464",8185418,"LFI","Life Insured",2,20370131
453739,"1000652464",8185418,"OWN","Owner",2,0
453739,"1000705019",8188485,"LFI","Life Insured",1,20371231
453739,"1000705019",8188485,"OWN","Owner",1,0
453739,"1000653268",8189782,"LFI","Life Insured",1,20331231
453739,"1000653268",8189782,"OWN","Owner",1,0
453739,"1000975780",8192128,"LFI","Life Insured",1,20420701
453739,"1000975780",8192128,"OWN","Owner",1,0
453739,"1000872365",8192504,"LFI","Life Insured",1,20300801
453739,"1000872365",8192504,"OWN","Owner",1,0
453739,"1000872366",8192504,"LFI","Life Insured",2,20300801
453739,"1000872366",8192504,"OWN","Owner",2,0
453739,"1000872621",8193376,"LFI","Life Insured",1,20390901
453739,"1000872621",8193376,"OWN","Owner",1,0
453739,"1000975855",8194669,"LFI","Life Insured",1,20420601
453739,"1000975855",8194669,"OWN","Owner",1,0
453739,"1000819804",8197322,"LFI","Life Insured",1,20291130
453739,"1000819804",8197322,"OWN","Owner",1,0
453739,"1000822162",8201060,"LFI","Life Insured",1,20291130
453739,"1000822162",8201060,"OWN","Owner",1,0
453739,"1000822162",8201115,"LFI","Life Insured",1,20241130
453739,"1000822162",8201115,"OWN","Owner",1,0
453739,"1000394966",8205813,"LFI","Life Insured",1,20301130
453739,"1000394966",8205813,"OWN","Owner",1,0
453739,"1000822523",8206095,"LFI","Life Insured",1,20351130
453739,"1000822523",8206095,"OWN","Owner",1,0
453739,"1000656458",8209848,"LFI","Life Insured",1,20370131
453739,"1000656458",8209848,"OWN","Owner",1,0
453739,"1000875197",8210467,"LFI","Life Insured",1,20400901
453739,"1000875197",8210467,"OWN","Owner",1,0
453739,"1000876095",8212292,"LFI","Life Insured",1,20400901
453739,"1000876095",8212292,"OWN","Owner",1,0
453739,"1000876582",8215957,"LFI","Life Insured",1,20250901
453739,"1000876582",8215957,"OWN","Owner",1,0
453739,"1000712518",8216624,"LFI","Life Insured",1,20330228
453739,"1000712518",8216624,"OWN","Owner",1,0
453739,"1000712731",8216756,"LFI","Life Insured",1,20380228
453739,"1000712731",8216756,"OWN","Owner",1,0
453739,"1000712732",8216756,"LFI","Life Insured",2,20380228
453739,"1000712732",8216756,"OWN","Owner",2,0
453739,"1000772491",8217699,"LFI","Life Insured",1,20390228
453739,"1000772491",8217699,"OWN","Owner",1,0
453739,"1000825172",8218548,"LFI","Life Insured",1,20261231
453739,"1000825172",8218548,"OWN","Owner",1,0
453739,"1000772809",8218671,"LFI","Life Insured",1,20230228
453739,"1000772809",8218671,"OWN","Owner",1,0
453739,"1000713553",8219526,"LFI","Life Insured",1,20380228
453739,"1000713553",8219526,"OWN","Owner",1,0
453739,"1000879013",8228146,"LFI","Life Insured",1,20381001
453739,"1000879013",8228146,"OWN","Owner",1,0
453739,"1000659669",8229083,"LFI","Life Insured",1,20290228
453739,"1000659669",8229083,"OWN","Owner",1,0
453739,"1000659966",8230898,"LFI","Life Insured",1,20370228
453739,"1000659966",8230898,"OWN","Owner",1,0
453739,"1000659967",8230898,"LFI","Life Insured",2,20370228
453739,"1000659967",8230898,"OWN","Owner",2,0
453739,"1000776030",8231748,"LFI","Life Insured",1,20390331
453739,"1000776030",8231748,"OWN","Owner",1,0
453739,"1000978160",8235489,"LFI","Life Insured",1,20420701
453739,"1000978160",8235489,"OWN","Owner",1,0
453739,"1000978161",8235489,"LFI","Life Insured",2,20420701
453739,"1000978161",8235489,"OWN","Owner",2,0
453739,"1000661064",8236489,"LFI","Life Insured",1,20350228
453739,"1000661064",8236489,"OWN","Owner",1,0
453739,"1000717367",8237559,"LFI","Life Insured",1,20380331
453739,"1000717367",8237559,"OWN","Owner",1,0
453739,"1000778158",8239911,"LFI","Life Insured",1,20390430
453739,"1000778158",8239911,"OWN","Owner",1,0
453739,"1000882046",8245066,"LFI","Life Insured",1,20401001
453739,"1000882046",8245066,"OWN","Owner",1,0
453739,"1000663355",8245968,"LFI","Life Insured",1,20350331
453739,"1000663355",8245968,"OWN","Owner",1,0
453739,"1000882379",8246089,"LFI","Life Insured",1,20281101
453739,"1000882379",8246089,"OWN","Owner",1,0
453739,"1000882376",8246365,"LFI","Life Insured",1,20401101
453739,"1000882376",8246365,"OWN","Owner",1,0
453739,"1000882899",8247541,"LFI","Life Insured",1,20401101
453739,"1000882899",8247541,"OWN","Owner",1,0
453739,"1000884563",8256893,"LFI","Life Insured",1,20261101
453739,"1000884563",8256893,"OWN","Owner",1,0
453739,"1000781819",8260234,"LFI","Life Insured",1,20390430
453739,"1000781819",8260234,"OWN","Owner",1,0
453739,"1000833342",8263082,"LFI","Life Insured",1,20300131
453739,"1000833342",8263082,"OWN","Owner",1,0
453739,"1000886382",8265475,"LFI","Life Insured",1,20401101
453739,"1000886382",8265475,"OWN","Owner",1,0
453739,"1000886383",8265475,"LFI","Life Insured",2,20401101
453739,"1000928196",8268237,"LFI","Life Insured",1,20260701
453739,"1000928196",8268237,"OWN","Owner",1,0
453739,"1000928652",8269587,"LFI","Life Insured",1,20410801
453739,"1000928652",8269587,"OWN","Owner",1,0
453739,"1000929486",8273300,"LFI","Life Insured",1,20410801
453739,"1000929486",8273300,"OWN","Owner",1,0
453739,"1000887712",8273426,"LFI","Life Insured",1,20401201
453739,"1000887712",8273426,"OWN","Owner",1,0
453739,"1000834618",8273681,"LFI","Life Insured",1,20370131
453739,"1000834618",8273681,"OWN","Owner",1,0
453739,"1000696539",8274260,"LFI","Life Insured",1,20380430
453739,"1000696539",8274260,"OWN","Owner",1,0
453739,"1000723101",8275299,"LFI","Life Insured",1,20380430
453739,"1000723101",8275299,"OWN","Owner",1,0
453739,"1000835033",8277235,"LFI","Life Insured",1,20360131
453739,"1000835033",8277235,"OWN","Owner",1,0
453739,"1000887954",8277359,"LFI","Life Insured",1,20401201
453739,"1000887954",8277359,"OWN","Owner",1,0
453739,"1000931343",8281163,"LFI","Life Insured",1,20350901
453739,"1000931343",8281163,"OWN","Owner",1,0
453739,"1000889115",8281604,"LFI","Life Insured",1,20401201
453739,"1000889115",8281604,"OWN","Owner",1,0
453739,"1000785591",8283659,"LFI","Life Insured",1,20270430
453739,"1000785591",8283659,"OWN","Owner",1,0
453739,"1000902341",8288389,"LFI","Life Insured",1,20290701
453739,"1000902341",8288389,"OWN","Owner",1,0
453739,"1000958217",8288957,"LFI","Life Insured",1,20370201
453739,"1000958217",8288957,"OWN","Owner",1,0
453739,"1000891250",8292830,"LFI","Life Insured",1,20401201
453739,"1000891250",8292830,"OWN","Owner",1,0
453739,"1000838232",8293453,"LFI","Life Insured",1,20400229
453739,"1000838232",8293453,"OWN","Owner",1,0
453739,"1000838622",8295798,"LFI","Life Insured",1,20250228
453739,"1000838622",8295798,"OWN","Owner",1,0
453739,"1000959696",8298695,"LFI","Life Insured",1,20420201
453739,"1000959696",8298695,"OWN","Owner",1,0
453739,"1000934374",8299087,"LFI","Life Insured",1,20390901
453739,"1000934374",8299087,"OWN","Owner",1,0
453739,"1000790840",8306306,"LFI","Life Insured",1,20260531
453739,"1000790840",8306306,"OWN","Owner",1,0
453739,"1000665777",8307301,"LFI","Life Insured",1,20300331
453739,"1000665777",8307301,"OWN","Owner",1,0
453739,"1000960726",8311517,"LFI","Life Insured",1,20420301
453739,"1000960726",8311517,"OWN","Owner",1,0
453739,"1000937444",8312085,"LFI","Life Insured",1,20310901
453739,"1000937444",8312085,"OWN","Owner",1,0
453739,"1000937445",8312085,"LFI","Life Insured",2,20310901
453739,"1000937445",8312085,"OWN","Owner",2,0
453739,"1000842859",8314025,"LFI","Life Insured",1,20200331
453739,"1000842859",8314025,"OWN","Owner",1,0
453739,"1000775005",8315661,"LFI","Life Insured",2,20311001
453739,"1000775005",8315661,"OWN","Owner",2,0
453739,"1000775009",8315661,"LFI","Life Insured",1,20311001
453739,"1000775009",8315661,"OWN","Owner",1,0
453739,"1000937991",8317017,"LFI","Life Insured",1,20371001
453739,"1000937991",8317017,"OWN","Owner",1,0
453739,"1000843972",8317368,"LFI","Life Insured",1,20290331
453739,"1000843972",8317368,"OWN","Owner",1,0
453739,"1000729250",8322327,"LFI","Life Insured",1,20380430
453739,"1000729250",8322327,"OWN","Owner",1,0
453739,"1000893954",8322419,"LFI","Life Insured",1,20410101
453739,"1000893954",8322419,"OWN","Owner",1,0
453739,"1000845475",8323007,"LFI","Life Insured",1,20320331
453739,"1000845475",8323007,"OWN","Owner",1,0
453739,"1000982506",8324989,"LFI","Life Insured",1,20420801
453739,"1000982506",8324989,"OWN","Owner",1,0
453739,"1000939543",8325861,"LFI","Life Insured",1,20401001
453739,"1000939543",8325861,"OWN","Owner",1,0
453739,"1000962220",8326629,"LFI","Life Insured",1,20420301
453739,"1000962220",8326629,"OWN","Owner",1,0
453739,"1000962221",8326629,"LFI","Life Insured",2,20420301
453739,"1000962221",8326629,"OWN","Owner",2,0
453739,"1000879478",8333031,"LFI","Life Insured",1,20311001
453739,"1000879478",8333031,"OWN","Owner",1,0
453739,"1000963079",8335485,"LFI","Life Insured",1,20420301
453739,"1000963079",8335485,"OWN","Owner",1,0
453739,"1000941902",8335891,"LFI","Life Insured",1,20411001
453739,"1000941902",8335891,"OWN","Owner",1,0
453739,"1000897390",8336242,"LFI","Life Insured",1,20360201
453739,"1000897390",8336242,"OWN","Owner",1,0
453739,"1000963066",8336268,"LFI","Life Insured",1,20420501
453739,"1000963066",8336268,"OWN","Owner",1,0
453739,"1000897740",8336722,"LFI","Life Insured",1,20310201
453739,"1000897740",8336722,"OWN","Owner",1,0
453739,"1000942083",8340504,"LFI","Life Insured",1,20311001
453739,"1000942083",8340504,"OWN","Owner",1,0
453739,"1000217651",8341628,"LFI","Life Insured",1,20420401
453739,"1000217651",8341628,"OWN","Owner",1,0
453739,"1000964368",8341768,"LFI","Life Insured",1,20400401
453739,"1000964368",8341768,"OWN","Owner",1,0
453739,"1000474870",8343328,"LFI","Life Insured",2,20331101
453739,"1000474870",8343328,"OWN","Owner",2,0
453739,"1000852941",8343328,"LFI","Life Insured",1,20331101
453739,"1000852941",8343328,"OWN","Owner",1,0
453739,"1000798815",8345425,"LFI","Life Insured",1,20390731
453739,"1000798815",8345425,"OWN","Owner",1,0
453739,"1000943435",8346451,"LFI","Life Insured",1,20411101
453739,"1000943435",8346451,"OWN","Owner",1,0
453739,"1000943524",8346646,"LFI","Life Insured",1,20361101
453739,"1000943524",8346646,"OWN","Owner",1,0
453739,"1000734801",8349692,"LFI","Life Insured",1,20390630
453739,"1000734801",8349692,"OWN","Owner",1,0
453739,"1000636664",8351652,"LFI","Life Insured",1,20370531
453739,"1000636664",8351652,"OWN","Owner",1,0
453739,"1000945024",8351692,"LFI","Life Insured",1,20311201
453739,"1000945024",8351692,"OWN","Owner",1,0
453739,"1000945027",8351692,"LFI","Life Insured",2,20311201
453739,"1000945027",8351692,"OWN","Owner",2,0
453739,"1000965703",8352468,"LFI","Life Insured",1,20420501
453739,"1000965703",8352468,"OWN","Owner",1,0
453739,"1000800949",8353118,"LFI","Life Insured",1,20320831
453739,"1000800949",8353118,"OWN","Owner",1,0
453739,"1000698656",8353797,"LFI","Life Insured",1,20390831
453739,"1000698656",8353797,"OWN","Owner",1,0
453739,"1000945299",8354322,"LFI","Life Insured",1,20411101
453739,"1000945299",8354322,"OWN","Owner",1,0
453739,"1000984398",8358859,"LFI","Life Insured",1,20420801
453739,"1000984398",8358859,"OWN","Owner",1,0
453739,"1000737177",8359395,"LFI","Life Insured",1,20350731
453739,"1000737177",8359395,"OWN","Owner",1,0
453739,"1000893955",8363983,"LFI","Life Insured",1,20410301
453739,"1000893955",8363983,"OWN","Owner",1,0
453739,"1000901592",8363991,"LFI","Life Insured",1,20410201
453739,"1000901592",8363991,"OWN","Owner",1,0
453739,"1000901594",8363991,"LFI","Life Insured",2,20410201
453739,"1000901594",8363991,"OWN","Owner",2,0
453739,"1000533296",8364575,"LFI","Life Insured",1,20310630
453739,"1000533296",8364575,"OWN","Owner",1,0
453739,"1000902597",8367342,"LFI","Life Insured",1,20410301
453739,"1000902597",8367342,"OWN","Owner",1,0
453739,"1000678771",8368930,"LFI","Life Insured",1,20360630
453739,"1000678771",8368930,"OWN","Owner",1,0
453739,"1000947330",8369915,"LFI","Life Insured",1,20411201
453739,"1000947330",8369915,"OWN","Owner",1,0
453739,"1000945976",8371073,"LFI","Life Insured",1,20411101
453739,"1000945976",8371073,"OWN","Owner",1,0
453739,"1000948370",8377126,"LFI","Life Insured",1,20400201
453739,"1000948370",8377126,"OWN","Owner",1,0
453739,"1000669067",8378017,"LFI","Life Insured",1,20341201
453739,"1000669067",8378017,"OWN","Owner",1,0
453739,"1000948939",8378280,"LFI","Life Insured",1,20411201
453739,"1000948939",8378280,"OWN","Owner",1,0
453739,"1000905741",8380266,"LFI","Life Insured",1,20410401
453739,"1000905741",8380266,"OWN","Owner",1,0
453739,"1000905740",8380284,"LFI","Life Insured",1,20410301
453739,"1000905740",8380284,"OWN","Owner",1,0
453739,"1000905736",8380292,"LFI","Life Insured",1,20410401
453739,"1000905736",8380292,"OWN","Owner",1,0
453739,"1000905665",8380300,"LFI","Life Insured",1,20360501
453739,"1000905665",8380300,"OWN","Owner",1,0
453739,"1000497277",8380914,"LFI","Life Insured",1,20370930
453739,"1000497277",8380914,"OWN","Owner",1,0
453739,"1000905994",8381001,"LFI","Life Insured",1,20410301
453739,"1000905994",8381001,"OWN","Owner",1,0
453739,"1000905995",8381001,"LFI","Life Insured",2,20410301
453739,"1000742902",8383602,"LFI","Life Insured",1,20380831
453739,"1000742902",8383602,"OWN","Owner",1,0
453739,"1000742905",8383602,"LFI","Life Insured",2,20380831
453739,"1000742905",8383602,"OWN","Owner",2,0
453739,"1000830088",8383949,"LFI","Life Insured",1,20210401
453739,"1000830088",8383949,"OWN","Owner",1,0
453739,"1000743204",8384349,"LFI","Life Insured",1,20310930
453739,"1000743204",8384349,"OWN","Owner",1,0
453739,"1000743357",8385380,"LFI","Life Insured",1,20380731
453739,"1000743357",8385380,"OWN","Owner",1,0
453739,"1000907924",8387197,"LFI","Life Insured",1,20410401
453739,"1000907924",8387197,"OWN","Owner",1,0
453739,"1000908049",8387197,"LFI","Life Insured",2,20410401
453739,"1000908049",8387197,"OWN","Owner",2,0
453739,"1000908804",8390034,"LFI","Life Insured",1,20360401
453739,"1000908804",8390034,"OWN","Owner",1,0
453739,"1000909268",8390725,"LFI","Life Insured",1,20330401
453739,"1000909268",8390725,"OWN","Owner",1,0
453739,"1000809050",8390854,"LFI","Life Insured",1,20340930
453739,"1000809050",8390854,"OWN","Owner",1,0
453739,"1000909505",8391186,"LFI","Life Insured",1,20410401
453739,"1000909505",8391186,"OWN","Owner",1,0
453739,"1000809331",8394690,"LFI","Life Insured",1,20291031
453739,"1000809331",8394690,"OWN","Owner",1,0
453739,"1000746340",8395707,"LFI","Life Insured",1,20360831
453739,"1000746340",8395707,"OWN","Owner",1,0
453739,"1000889235",8396166,"LFI","Life Insured",1,20350601
453739,"1000889235",8396166,"OWN","Owner",1,0
453739,"1000910472",8397322,"LFI","Life Insured",1,20410401
453739,"1000910472",8397322,"OWN","Owner",1,0
453739,"1000972953",8399335,"LFI","Life Insured",1,20420601
453739,"1000972953",8399335,"OWN","Owner",1,0
453739,"1001070983",8412394,"LFI","Life Insured",1,20340401
453739,"1001070983",8412394,"OWN","Owner",1,0
453739,"1001070984",8412394,"LFI","Life Insured",2,20340401
453739,"1001070984",8412394,"OWN","Owner",2,0
453739,"1000974101",8413461,"LFI","Life Insured",1,20341001
453739,"1000974101",8413461,"OWN","Owner",1,0
453739,"1000993354",8415463,"LFI","Life Insured",1,20321101
453739,"1000993354",8415463,"OWN","Owner",1,0
453739,"1000992563",8415510,"LFI","Life Insured",1,20271101
453739,"1000992563",8415510,"OWN","Owner",1,0
453739,"1001074413",8428412,"LFI","Life Insured",1,20440501
453739,"1001074413",8428412,"OWN","Owner",1,0
453739,"1000994852",8429251,"LFI","Life Insured",1,20421101
453739,"1000994852",8429251,"OWN","Owner",1,0
453739,"1000978641",8435785,"LFI","Life Insured",1,20440601
453739,"1000978641",8435785,"OWN","Owner",1,0
453739,"1001014566",8472701,"LFI","Life Insured",1,20430201
453739,"1001014566",8472701,"OWN","Owner",1,0
453739,"1001084615",8477496,"LFI","Life Insured",1,20390701
453739,"1001084615",8477496,"OWN","Owner",1,0
453739,"1001084616",8477496,"LFI","Life Insured",2,20390701
453739,"1001084616",8477496,"OWN","Owner",2,0
