"Run Number","Policy Number","Policy Reference","Regular Premium Currency","Regular Premium Frequency Code","Regular Premium Frequency Desc","Regular Premium Amount","Total Outstanding","Premium Status Description","Oldest Outstanding Premium Dte","Latest Outstanding Premium Dte","Next Due Date","Last Premium Paid Date","Premium Holiday Option","Escalation","Count Of Outstanding Premiums"
453739,8129311,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","161218","NO","",0
453739,8129723,"PIC-ZL-617","USD",12,"Monthly",1250.00,0.00,"Premium Due","202310","","","051023","NO","",0
453739,8131121,"","EUR",12,"Monthly",300.00,0.00,"Paid to Date","202312","","","271023","NO","",0
453739,8134244,"","USD",12,"Monthly",1000.00,0.00,"Paid to Date","","","","010418","NO","",0
453739,8136613,"PIC128496","USD",12,"Monthly",2000.00,0.00,"Dormant","","","","240320","NO","",0
453739,8141930,"DVA13784/1","USD",12,"Monthly",1086.00,0.00,"Paid-Up","","","","120818","NO","",0
453739,8142226,"","USD",12,"Monthly",1400.00,0.00,"Lapse","","","","010317","N/A","",0
453739,8142366,"","USD",12,"Monthly",815.77,0.00,"Paid to Date","202311","","","021023","NO","",0
453739,8143227,"PIC1120/11","USD",12,"Monthly",1500.00,0.00,"Paid to Date","","","","031016","NO","",0
453739,8145828,"","USD",12,"Monthly",1360.00,0.00,"Paid-Up","","","","100917","NO","",0
453739,8146627,"PIC-ZL-476","USD",12,"Monthly",1360.00,0.00,"Paid to Date","","","","020521","NO","",0
453739,8150069,"","USD",12,"Monthly",500.00,0.00,"Paid to Date","","","","290621","NO","",0
453739,8151136,"","USD",12,"Monthly",1630.00,0.00,"Paid to Date","","","","100823","NO","",0
453739,8151965,"","GBP",12,"Monthly",1250.00,0.00,"Paid to Date","202312","","","241023","NO","",0
453739,8152228,"PIC-ZL-477","USD",12,"Monthly",3000.00,0.00,"Paid to Date","202312","","","301023","NO","",0
453739,8153351,"","USD",12,"Monthly",408.00,0.00,"Paid to Date","","","","120718","NO","",0
453739,8154768,"MON07/379","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","050820","NO","",0
453739,8156431,"","USD",12,"Monthly",1251.00,0.00,"Paid to Date","","","","040319","NO","",0
453739,8157163,"PIC1157/11","USD",12,"Monthly",1250.00,0.00,"Paid to Date","","","","251115","NO","",0
453739,8157338,"","USD",12,"Monthly",2000.00,0.00,"Premium Due","202310","","","041023","NO","",0
453739,8157347,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","041219","NO","",0
453739,8157365,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","081219","NO","",0
453739,8160517,"","USD",12,"Monthly",1000.00,0.00,"Paid to Date","202311","","","301023","NO","",0
453739,8160526,"","USD",12,"Monthly",543.00,0.00,"Paid-Up","","","","240417","NO","",0
453739,8160905,"","USD",12,"Monthly",1850.00,0.00,"Premium Due","202310","","","051023","NO","",0
453739,8162617,"","USD",12,"Monthly",815.00,815.00,"Outstanding","202309","","","041023","NO","",1
453739,8162733,"","USD",12,"Monthly",815.00,0.00,"Paid to Date","202311","","","031023","NO","",0
453739,8163761,"PIC-ZL-658","USD",12,"Monthly",2000.00,0.00,"Paid to Date","202312","","","241023","NO","",0
453739,8164832,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","070419","NO","",0
453739,8165635,"","USD",12,"Monthly",1000.00,0.00,"Lapse","","","","040917","N/A","",0
453739,8170677,"","USD",12,"Monthly",750.00,0.00,"Suspended","","","","220622","NO","",0
453739,8171584,"","USD",12,"Monthly",1250.00,0.00,"Paid to Date","","","","251118","NO","",0
453739,8173122,"","USD",4,"Quarterly",2500.00,2500.00,"Outstanding","202309","","","030823","NO","",1
453739,8174965,"","USD",12,"Monthly",3000.00,0.00,"Paid to Date","202311","","","301023","NO","",0
453739,8177214,"","USD",12,"Monthly",300.00,0.00,"Dormant","","","","210119","NO","",0
453739,8180788,"","USD",12,"Monthly",2000.00,0.00,"Dormant","","","","270317","NO","",0
453739,8183996,"","GBP",12,"Monthly",750.00,0.00,"Paid to Date","","","","101114","NO","",0
453739,8185418,"","USD",12,"Monthly",750.00,0.00,"Paid to Date","","","","011118","NO","",0
453739,8188485,"","USD",12,"Monthly",500.00,0.00,"Paid to Date","","","","050718","NO","",0
453739,8189782,"","USD",12,"Monthly",2000.00,0.00,"Paid to Date","","","","301213","NO","",0
453739,8192128,"","USD",12,"Monthly",1422.00,0.00,"Paid to Date","202311","","","011123","NO","",0
453739,8192504,"","USD",12,"Monthly",500.00,0.00,"Paid to Date","","","","150320","NO","",0
453739,8193376,"","USD",12,"Monthly",1360.00,0.00,"Paid-Up","","","","020919","NO","",0
453739,8194669,"","USD",12,"Monthly",500.00,0.00,"Paid to Date","202311","","","031023","NO","",0
453739,8197322,"PIC13100/1","USD",12,"Monthly",815.00,0.00,"Paid to Date","202311","","","121023","NO","",0
453739,8201060,"PICZL1046","USD",12,"Monthly",554.00,0.00,"Paid to Date","","","","280620","NO","",0
453739,8201115,"PIC-ZL1045","USD",12,"Monthly",750.00,0.00,"Paid to Date","","","","280620","NO","",0
453739,8205813,"","USD",12,"Monthly",2250.00,0.00,"Paid to Date","","","","010817","NO","",0
453739,8206095,"PIC-ZL1047","USD",12,"Monthly",750.00,0.00,"Paid to Date","","","","290619","NO","",0
453739,8209848,"PIC1248/11","USD",12,"Monthly",1508.00,0.00,"Paid to Date","202312","","","011123","NO","",0
453739,8210467,"","USD",12,"Monthly",1360.00,0.00,"Paid to Date","","","","021019","NO","",0
453739,8212292,"PIC13301/1","USD",12,"Monthly",1359.00,0.00,"Paid to Date","","","","240420","NO","",0
453739,8215957,"","USD",12,"Monthly",815.00,0.00,"Paid-Up","","","","250319","NO","",0
453739,8216624,"PIC-ZL 239","USD",12,"Monthly",1000.00,0.00,"Paid to Date","","","","030719","NO","",0
453739,8216756,"","USD",12,"Monthly",320.00,0.00,"Paid to Date","202311","","","251023","NO","",0
453739,8217699,"PIC-ZL-786","USD",12,"Monthly",545.00,0.00,"Paid to Date","202312","","","031023","NO","",0
453739,8218548,"","GBP",1,"Annual",15000.00,0.00,"Paid to Date","","","","230320","NO","",0
453739,8218671,"PIC-ZL 792","USD",0,"",0.00,0.00,"Paid to Date","","","","060420","NO","",0
453739,8219526,"PIC12837","USD",12,"Monthly",1000.00,0.00,"Suspended","","","","140420","NO","",0
453739,8228146,"PIC13352","USD",12,"Monthly",4000.00,0.00,"Paid to Date","202311","","","011123","NO","",0
453739,8229083,"","USD",12,"Monthly",300.00,0.00,"Dormant","","","","240820","NO","",0
453739,8230898,"PIC128115","USD",12,"Monthly",300.00,0.00,"Paid to Date","202311","","","011123","NO","",0
453739,8231748,"","EUR",12,"Monthly",300.00,300.00,"Outstanding","202309","","","021023","NO","",1
453739,8235489,"","USD",12,"Monthly",2000.00,0.00,"Paid to Date","","","","240719","NO","",0
453739,8236489,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","271117","NO","",0
453739,8237559,"PIC-ZL-161","USD",12,"Monthly",300.00,0.00,"Dormant","","","","240620","NO","",0
453739,8239911,"","USD",12,"Monthly",300.00,0.00,"Suspended","","","","280922","NO","",0
453739,8245066,"PIC13358/1","USD",12,"Monthly",750.00,0.00,"Lapse","","","","270616","N/A","",0
453739,8245968,"","USD",12,"Monthly",815.00,0.00,"Paid to Date","","","","251119","NO","",0
453739,8246089,"","USD",12,"Monthly",2225.00,0.00,"Paid to Date","202311","","","241023","NO","",0
453739,8246365,"PIC1335715","USD",12,"Monthly",750.00,0.00,"Lapse","","","","241116","N/A","",0
453739,8247541,"","USD",12,"Monthly",890.00,0.00,"Not Available","","","","201119","N/A","",0
453739,8256893,"PIC1337115","USD",12,"Monthly",1000.00,0.00,"Lapse","","","","010816","N/A","",0
453739,8260234,"PIC ZL 944","USD",12,"Monthly",300.00,0.00,"Suspended","","","","080523","NO","",0
453739,8263082,"","USD",12,"Monthly",2000.00,2000.00,"Outstanding","202309","","","240823","NO","",1
453739,8265475,"PIC13388/1","USD",12,"Monthly",2000.00,0.00,"Paid-Up","","","","240417","NO","",0
453739,8268237,"","USD",12,"Monthly",2745.00,0.00,"Paid-Up","","","","030220","NO","",0
453739,8269587,"","USD",12,"Monthly",1500.00,0.00,"Paid to Date","202312","","","250923","NO","",0
453739,8273300,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","202311","","","301023","NO","",0
453739,8273426,"PIC13400","USD",12,"Monthly",2719.00,0.00,"Lapse","","","","070216","N/A","",0
453739,8273681,"","USD",12,"Monthly",815.00,0.00,"Paid to Date","","","","250817","NO","",0
453739,8274260,"PIC-Zl-183","USD",12,"Monthly",2001.00,0.00,"Paid to Date","","","","080818","NO","",0
453739,8275299,"PIC-ZL182","USD",12,"Monthly",2000.00,0.00,"Paid to Date","202311","","","181023","NO","",0
453739,8277235,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","202312","","","241023","NO","",0
453739,8277359,"PIC13401","USD",12,"Monthly",1359.00,0.00,"Paid-Up","","","","240717","NO","",0
453739,8281163,"","USD",12,"Monthly",1000.00,0.00,"Paid to Date","202311","","","201023","NO","",0
453739,8281604,"","USD",12,"Monthly",816.00,0.00,"Paid to Date","","","","251021","NO","",0
453739,8283659,"PIC-ZL968","USD",12,"Monthly",750.00,0.00,"Paid to Date","","","","271117","NO","",0
453739,8288389,"","USD",12,"Monthly",2000.00,0.00,"Lapse","","","","260218","N/A","",0
453739,8288957,"","USD",12,"Monthly",1000.00,0.00,"Premium Due","202310","","","040923","NO","",0
453739,8292830,"","USD",12,"Monthly",1250.00,0.00,"Lapse","","","","250117","N/A","",0
453739,8293453,"PIC13151","USD",12,"Monthly",1250.00,0.00,"Paid to Date","","","","080221","NO","",0
453739,8295798,"ADCB23512","USD",12,"Monthly",550.00,0.00,"Paid to Date","","","","280217","NO","",0
453739,8298695,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","030220","NO","",0
453739,8299087,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","202312","","","011123","NO","",0
453739,8306306,"","USD",12,"Monthly",500.00,0.00,"Paid to Date","","","","180416","NO","",0
453739,8307301,"PIC1281771","USD",12,"Monthly",1790.00,0.00,"Paid to Date","202312","","","031023","NO","",0
453739,8311517,"","USD",12,"Monthly",1250.00,0.00,"Paid to Date","202311","","","021023","NO","",0
453739,8312085,"","USD",12,"Monthly",5000.00,0.00,"Premium Due","202310","","","250923","NO","",0
453739,8314025,"","USD",0,"",0.00,0.00,"Paid to Date","","","","020320","NO","",0
453739,8315661,"","USD",12,"Monthly",2000.00,0.00,"Paid to Date","","","","120822","NO","",0
453739,8317017,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","030820","NO","",0
453739,8317368,"","USD",1,"Annual",3000.00,0.00,"Paid to Date","","","","240420","NO","",0
453739,8322327,"PIC-ZL335","USD",12,"Monthly",1088.00,0.00,"Suspended","","","","041119","NO","",0
453739,8322419,"","USD",12,"Monthly",2000.00,0.00,"Premium Due","202310","","","301023","NO","",0
453739,8323007,"N243515","USD",12,"Monthly",2750.00,0.00,"Lapse","","","","280916","N/A","",0
453739,8324989,"","USD",12,"Monthly",750.00,0.00,"Lapse","","","","241018","N/A","",0
453739,8325861,"","USD",12,"Monthly",1000.00,0.00,"Paid to Date","","","","250618","NO","",0
453739,8326629,"","EUR",12,"Monthly",2500.00,0.00,"Paid to Date","202311","","","021023","NO","",0
453739,8333031,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","130721","NO","",0
453739,8335485,"","USD",12,"Monthly",1360.00,0.00,"Paid to Date","202311","","","051023","NO","",0
453739,8335891,"","USD",12,"Monthly",543.00,0.00,"Paid to Date","","","","010821","NO","",0
453739,8336242,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","202312","","","011123","NO","",0
453739,8336268,"","USD",12,"Monthly",2000.00,0.00,"Lapse","","","","110718","N/A","",0
453739,8336722,"","USD",12,"Monthly",3500.00,0.00,"Lapse","","","","080316","N/A","",0
453739,8340504,"","USD",12,"Monthly",543.00,0.00,"Paid to Date","","","","040219","NO","",0
453739,8341628,"","USD",12,"Monthly",1250.00,0.00,"Paid-Up","","","","030622","NO","",0
453739,8341768,"","USD",12,"Monthly",1250.00,0.00,"Premium Due","202310","","","260923","NO","",0
453739,8343328,"N257657","USD",12,"Monthly",500.00,0.00,"Paid to Date","202311","","","051023","NO","",0
453739,8345425,"","USD",12,"Monthly",815.00,0.00,"Paid to Date","","","","080821","NO","",0
453739,8346451,"","USD",12,"Monthly",300.00,0.00,"Premium Due","202310","","","051023","NO","",0
453739,8346646,"","USD",12,"Monthly",543.00,0.00,"Lapse","","","","280317","N/A","",0
453739,8349692,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","021120","NO","",0
453739,8351652,"","USD",12,"Monthly",785.00,0.00,"Paid to Date","","","","240818","NO","",0
453739,8351692,"","USD",12,"Monthly",1250.00,0.00,"Paid-Up","","","","020519","NO","",0
453739,8352468,"","USD",12,"Monthly",815.00,0.00,"Paid to Date","","","","040819","NO","",0
453739,8353118,"","USD",12,"Monthly",1250.00,0.00,"Suspended","","","","030122","NO","",0
453739,8353797,"PIC13016/1","USD",12,"Monthly",750.00,0.00,"Paid to Date","","","","011018","NO","",0
453739,8354322,"","USD",12,"Monthly",350.00,0.00,"Paid to Date","202311","","","101023","NO","",0
453739,8358859,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","202311","","","101023","NO","",0
453739,8359395,"","USD",12,"Monthly",1250.00,0.00,"Paid to Date","202312","","","280923","NO","",0
453739,8363983,"","USD",12,"Monthly",2250.00,0.00,"Paid to Date","202311","","","301023","NO","",0
453739,8363991,"","USD",12,"Monthly",1358.00,0.00,"Premium Due","202310","","","161023","NO","",0
453739,8364575,"","USD",12,"Monthly",300.00,0.00,"Suspended","","","","150722","NO","",0
453739,8367342,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","202311","","","021023","NO","",0
453739,8368930,"PIC12846","USD",12,"Monthly",543.00,0.00,"Paid to Date","","","","040117","NO","",0
453739,8369915,"","USD",12,"Monthly",1000.00,0.00,"Paid to Date","202311","","","011123","NO","",0
453739,8371073,"","USD",12,"Monthly",300.00,0.00,"Premium Due","202310","","","031023","NO","",0
453739,8377126,"","USD",12,"Monthly",543.00,0.00,"Lapse","","","","290618","N/A","",0
453739,8378017,"","USD",12,"Monthly",750.00,0.00,"Paid to Date","202311","","","161023","NO","",0
453739,8378280,"DVA14046/1","USD",12,"Monthly",1086.00,0.00,"Paid to Date","202311","","","311023","NO","",0
453739,8380266,"","USD",12,"Monthly",750.00,0.00,"Paid-Up","","","","291117","NO","",0
453739,8380284,"","USD",12,"Monthly",750.00,0.00,"Paid-Up","","","","071217","NO","",0
453739,8380292,"","USD",12,"Monthly",1250.00,0.00,"Paid-Up","","","","131117","NO","",0
453739,8380300,"","USD",12,"Monthly",750.00,0.00,"Paid to Date","","","","250319","NO","",0
453739,8380914,"","USD",12,"Monthly",326.00,0.00,"Paid to Date","","","","261119","NO","",0
453739,8381001,"","USD",12,"Monthly",1086.00,0.00,"Paid to Date","","","","051017","NO","",0
453739,8383602,"","GBP",12,"Monthly",300.00,0.00,"Paid to Date","202312","","","011123","NO","",0
453739,8383949,"","USD",0,"",0.00,0.00,"Paid to Date","","","","140221","NO","",0
453739,8384349,"PIC-ZL530","USD",12,"Monthly",1000.00,0.00,"Paid to Date","","","","050918","NO","",0
453739,8385380,"PIC-ZL388","USD",12,"Monthly",2500.00,0.00,"Premium Due","202310","","","311023","NO","",0
453739,8387197,"","USD",12,"Monthly",1250.00,0.00,"Paid-Up","","","","111017","NO","",0
453739,8390034,"N253158","USD",12,"Monthly",750.00,0.00,"Paid to Date","202312","","","261023","NO","",0
453739,8390725,"","USD",12,"Monthly",2500.00,0.00,"Paid to Date","202311","","","251023","NO","",0
453739,8390854,"PIC1306714","USD",12,"Monthly",750.00,0.00,"Suspended","","","","020822","NO","",0
453739,8391186,"","USD",12,"Monthly",815.00,0.00,"Paid-Up","","","","290817","NO","",0
453739,8394690,"PIC13063/1","USD",12,"Monthly",3500.00,0.00,"Paid to Date","","","","080518","NO","",0
453739,8395707,"PIC-ZL397","USD",12,"Monthly",778.00,0.00,"Paid to Date","","","","070517","NO","",0
453739,8396166,"","USD",12,"Monthly",300.00,0.00,"Paid-Up","","","","010523","NO","",0
453739,8397322,"","USD",12,"Monthly",500.00,0.00,"Paid to Date","202311","","","041023","NO","",0
453739,8399335,"","USD",12,"Monthly",1250.00,0.00,"Lapse","","","","150517","N/A","",0
453739,8412394,"","USD",12,"Monthly",3500.00,0.00,"Paid to Date","","","","240821","NO","",0
453739,8413461,"","USD",12,"Monthly",500.00,0.00,"Paid-Up","","","","281121","NO","",0
453739,8415463,"","USD",12,"Monthly",815.00,0.00,"Lapse","","","","011118","N/A","",0
453739,8415510,"","USD",12,"Monthly",2000.00,0.00,"Paid-Up","","","","240419","NO","",0
453739,8428412,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","100521","NO","",0
453739,8429251,"","USD",12,"Monthly",750.00,0.00,"Lapse","","","","240118","N/A","",0
453739,8435785,"","USD",12,"Monthly",2750.00,0.00,"Paid to Date","202311","","","301023","NO","",0
453739,8472701,"","USD",12,"Monthly",1361.00,0.00,"Paid to Date","202312","","","011123","NO","",0
453739,8477496,"","USD",12,"Monthly",500.00,0.00,"Paid to Date","202311","","","011123","NO","",0
453739,8478124,"","USD",12,"Monthly",5000.00,0.00,"Paid to Date","202311","","","111023","NO","",0
453739,8478150,"","USD",12,"Monthly",4000.00,0.00,"Premium Due","202310","","","181023","NO","",0
453739,8478158,"","USD",12,"Monthly",2000.00,0.00,"Paid-Up","","","","270223","NO","",0
453739,8478354,"","USD",12,"Monthly",300.00,0.00,"Paid-Up","","","","010622","NO","",0
453739,8479382,"","USD",12,"Monthly",543.00,0.00,"Paid-Up","","","","090919","NO","",0
453739,8480135,"","USD",12,"Monthly",1250.00,0.00,"Paid to Date","202311","","","171023","NO","",0
453739,8480365,"","USD",12,"Monthly",2150.00,0.00,"Premium Due","202310","","","280923","NO","",0
453739,8480661,"","USD",12,"Monthly",1500.00,0.00,"Paid to Date","202311","","","251023","NO","",0
453739,8486827,"","USD",12,"Monthly",1359.00,0.00,"Paid to Date","202311","","","301023","NO","",0
453739,8487574,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","202312","","","021023","NO","",0
453739,8491693,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","202311","","","011123","NO","",0
453739,8496532,"","USD",12,"Monthly",1450.00,0.00,"Paid to Date","202311","","","021023","NO","",0
453739,8503561,"","USD",12,"Monthly",5500.00,5500.00,"Outstanding","202309","","","021023","NO","",1
453739,8508742,"","USD",12,"Monthly",1750.00,0.00,"Paid to Date","202311","","","241023","NO","",0
453739,8509021,"","USD",12,"Monthly",1000.00,0.00,"Paid to Date","202311","","","301023","NO","",0
453739,8525074,"","USD",12,"Monthly",815.00,0.00,"Paid to Date","","","","150822","NO","",0
453739,8541419,"","USD",12,"Monthly",1250.00,0.00,"Paid-Up","","","","300822","NO","",0
453739,8556860,"","USD",12,"Monthly",2400.00,0.00,"Paid to Date","202311","","","301023","NO","",0
453739,8557024,"","USD",12,"Monthly",4800.00,0.00,"Paid to Date","202311","","","171023","NO","",0
453739,8566677,"","USD",12,"Monthly",1359.00,0.00,"Paid-Up","","","","271021","NO","",0
453739,8568548,"","USD",12,"Monthly",1500.00,0.00,"Lapse","","","","021220","N/A","",0
453739,8581071,"","USD",12,"Monthly",2723.00,0.00,"Paid-Up","","","","010420","NO","",0
453739,8587373,"","USD",12,"Monthly",1000.00,0.00,"Premium Due","202310","","","301023","NO","",0
453739,8594548,"","USD",12,"Monthly",1000.00,0.00,"Paid to Date","202311","","","051023","NO","",0
453739,9241400,"","GBP",0,"",0.00,0.00,"Paid to Date","","","","030709","NO","",0
453739,9829219,"PIC752/09","USD",12,"Monthly",2000.00,0.00,"Suspended","","","","030723","NO","",0
453739,9837707,"","USD",0,"",0.00,0.00,"Paid to Date","","","","250116","NO","",0
453739,9854628,"","USD",12,"Monthly",1850.00,0.00,"Suspended","","","","300718","NO","",0
453739,9887432,"","USD",12,"Monthly",300.00,0.00,"Premium Due","202310","","","031023","NO","",0
453739,9895910,"","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","250713","NO","",0
453739,9911209,"PIC798/09","USD",12,"Monthly",1000.00,0.00,"Paid to Date","","","","011017","NO","",0
453739,9915513,"A054V8856","USD",12,"Monthly",3044.23,0.00,"Paid to Date","","","","030618","NO","",0
453739,9921499,"A061V8897","USD",12,"Monthly",750.00,0.00,"Paid to Date","202311","","","051023","NO","",0
453739,9924366,"A075V8927","USD",12,"Monthly",322.00,0.00,"Paid to Date","","","","041219","NO","",0
453739,9927578,"A054V8920","USD",12,"Monthly",1250.00,0.00,"Paid to Date","","","","040318","NO","",0
453739,9946854,"BL017/0104","USD",12,"Monthly",300.00,0.00,"Paid to Date","","","","020317","NO","",0
453739,9949354,"D220V11175","USD",12,"Monthly",500.00,0.00,"Paid to Date","202311","","","201023","NO","",0
453739,9974854,"A014V9432","USD",0,"",0.00,0.00,"Paid to Date","","","","220422","NO","",0
453739,9983235,"CIB357/08","USD",12,"Monthly",500.00,0.00,"Premium Due","202310","","","101023","NO","",0
