"Run Number","Policy Number","Policy Reference","Premium Type","Effective Date","Fund Code","Strategy Percentage","Fund Name"
453739,6310030,"A016F9629","Regular",20230530,"7QUSD",15.00,"ZI Invesco Global Equity Income"
453739,6311781,"ADCB14613","Regular",20121201,"BCUSD",100.00,"Blue Chip Fund - Currency US Dollars"
453739,6313227,"N229339","Regular",20170628,"BCUSD",50.00,"Blue Chip Fund - Currency US Dollars"
453739,6313227,"N229339","Regular",20170628,"NBUSD",10.00,"ZI Barings Dev & Emerging Markets High Yield Bond"
453739,6313227,"N229339","Regular",20170628,"R3USD",20.00,"ZI Schroder ISF Global Convertible Bond A Acc $"
453739,6313227,"N229339","Regular",20170628,"USDLQ",20.00,"ZI Eastspring Inv Asian High Yield Bond $"
453739,6314437,"PIB739/13","Regular",20211119,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,6314437,"PIB739/13","Regular",20211119,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,6314437,"PIB739/13","Regular",20211119,"USDMW",40.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,6320600,"","Regular",20171006,"OYUSD",100.00,"ZI Fidelity Currency Fund - USD A"
453739,6322475,"N240204","Regular",20220708,"ADUSD",25.00,"Adventurous Fund - Currency US Dollars"
453739,6322475,"N240204","Regular",20220708,"BCUSD",35.00,"Blue Chip Fund - Currency US Dollars"
453739,6322475,"N240204","Regular",20220708,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,6322475,"N240204","Regular",20220708,"USDMW",10.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,6326133,"MON07/373","Regular",20150604,"SEGBP",100.00,"Money Market Fund - Currency Sterling"
453739,6340176,"","Regular",20230904,"BCUSD",50.00,"Blue Chip Fund - Currency US Dollars"
453739,6340176,"","Regular",20230904,"PFUSD",50.00,"Performance Fund - Currency US Dollars"
453739,6342933,"N200095","Regular",20100812,"X7USD",100.00,"ZI Loomis Sayles Multisector Income Fund R/E"
453739,6360322,"N212220","Regular",20200820,"CGUSD",50.00,"ZI Ninety One GSF American Franchise A"
453739,6360322,"N212220","Regular",20200820,"K2USD",50.00,"ZI BGF World Technology Fund A2 Acc USD"
453739,6361806,"","Regular",20110401,"BCUSD",100.00,"Blue Chip Fund - Currency US Dollars"
453739,6370890,"","Regular",20120403,"BCUSD",100.00,"Blue Chip Fund - Currency US Dollars"
453739,6376630,"ADCB25050","Regular",20150601,"BCUSD",100.00,"Blue Chip Fund - Currency US Dollars"
453739,6379408,"ADCB23726","Regular",20171006,"OYUSD",100.00,"ZI Fidelity Currency Fund - USD A"
453739,8102333,"","Regular",20181113,"BNUSD",20.00,"ZI CT Dollar Bond"
453739,8102333,"","Regular",20181113,"FKUSD",15.00,"ZI Fidelity China Focus Fund A$"
453739,8102333,"","Regular",20181113,"GMUSD",20.00,"ZI Ninety One GSF Global Strategic Equity Fund"
453739,8102333,"","Regular",20181113,"OPUSD",10.00,"ZI Invesco Bond Fund - USD A - SD"
453739,8102333,"","Regular",20181113,"USDXU",15.00,"ZI Threadneedle (Lux) American"
453739,8102333,"","Regular",20181113,"X7USD",20.00,"ZI Loomis Sayles Multisector Income Fund R/E"
453739,8104798,"PIC1307414","Regular",20180911,"BAUSD",5.00,"ZI Janus Hend Horizon Gbl Property Equities USD"
453739,8104798,"PIC1307414","Regular",20180911,"BCGBP",20.00,"Blue Chip Fund - Currency Sterling"
453739,8104798,"PIC1307414","Regular",20180911,"BPUSD",8.00,"ZI BlackRock GF Global Governnment Bond $A2"
453739,8104798,"PIC1307414","Regular",20180911,"CFEUR",10.00,"ZI Janus Henderson Continental European"
453739,8104798,"PIC1307414","Regular",20180911,"CIGBP",15.00,"ZI Invesco UK Equity Income Fund (UK) Acc"
453739,8104798,"PIC1307414","Regular",20180911,"DEGBP",10.00,"Defensive Fund - Currency Sterling"
453739,8104798,"PIC1307414","Regular",20180911,"TEUSD",8.00,"ZI Templeton Global Bond Fund"
453739,8104798,"PIC1307414","Regular",20180911,"USDFU",15.00,"ZI Fidelity Funds America"
453739,8104798,"PIC1307414","Regular",20180911,"7LGBP",9.00,"ZI Invesco UK Investment Grade Bond"
453739,8107128,"","Regular",20210723,"BCGBP",35.00,"Blue Chip Fund - Currency Sterling"
453739,8107128,"","Regular",20210723,"GDGBP",10.00,"ZI Jupiter Ecology fund"
453739,8107128,"","Regular",20210723,"GMGBP",20.00,"ZI CT Global Select."
453739,8107128,"","Regular",20210723,"PFGBP",35.00,"Performance Fund - Currency Sterling"
453739,8108224,"","Regular",20160401,"ADUSD",30.00,"Adventurous Fund - Currency US Dollars"
453739,8108224,"","Regular",20160401,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8108224,"","Regular",20160401,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8110005,"","Regular",20210414,"TEUSD",15.00,"ZI Templeton Global Bond Fund"
453739,8110005,"","Regular",20210414,"USDFT",24.00,"ZI Fidelity Funds Global Dividend"
453739,8110005,"","Regular",20210414,"USDKV",23.00,"ZI Fidelity World $"
453739,8110005,"","Regular",20210414,"USDMF",15.00,"ZI Franklin High Yield $"
453739,8110005,"","Regular",20210414,"Z9USD",23.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
453739,8111427,"","Regular",20210506,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8111427,"","Regular",20210506,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8111427,"","Regular",20210506,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8111726,"PIC-ZL468","Regular",20190411,"BAUSD",10.00,"ZI Janus Hend Horizon Gbl Property Equities USD"
453739,8111726,"PIC-ZL468","Regular",20190411,"BNUSD",13.00,"ZI CT Dollar Bond"
453739,8111726,"PIC-ZL468","Regular",20190411,"GMUSD",8.00,"ZI Ninety One GSF Global Strategic Equity Fund"
453739,8111726,"PIC-ZL468","Regular",20190411,"IBUSD",10.00,"ZI CT Global Bond"
453739,8111726,"PIC-ZL468","Regular",20190411,"IVUSD",7.00,"ZI Invesco Pan European Equity Fund"
453739,8111726,"PIC-ZL468","Regular",20190411,"NUUSD",10.00,"ZI HSBC GIF Global Emerging Mrkts Bd - USD Acc A"
453739,8111726,"PIC-ZL468","Regular",20190411,"OPUSD",12.00,"ZI Invesco Bond Fund - USD A - SD"
453739,8111726,"PIC-ZL468","Regular",20190411,"ORUSD",10.00,"ZI Invesco Sustainable Global High Income Fund"
453739,8111726,"PIC-ZL468","Regular",20190411,"TEUSD",10.00,"ZI Templeton Global Bond Fund"
453739,8111726,"PIC-ZL468","Regular",20190411,"USDKL",10.00,"ZI Fidelity US Dollar Cash $"
453739,8114135,"","Regular",20161007,"SEEUR",100.00,"Money Market Fund - Currency Euro"
453739,8114942,"","Regular",20180606,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8118359,"","Regular",20160601,"BAUSD",5.00,"ZI Janus Hend Horizon Gbl Property Equities USD"
453739,8118359,"","Regular",20160601,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8118359,"","Regular",20160601,"BPUSD",12.00,"ZI BlackRock GF Global Governnment Bond $A2"
453739,8118359,"","Regular",20160601,"CFEUR",10.00,"ZI Janus Henderson Continental European"
453739,8118359,"","Regular",20160601,"CIGBP",10.00,"ZI Invesco UK Equity Income Fund (UK) Acc"
453739,8118359,"","Regular",20160601,"DFUSD",10.00,"Defensive Fund - Currency US Dollar"
453739,8118359,"","Regular",20160601,"TCUSD",13.00,"ZI Franklin US Government fund"
453739,8118359,"","Regular",20160601,"TEUSD",10.00,"ZI Templeton Global Bond Fund"
453739,8118359,"","Regular",20160601,"USDFU",10.00,"ZI Fidelity Funds America"
453739,8118549,"","Regular",20210429,"ADUSD",25.00,"Adventurous Fund - Currency US Dollars"
453739,8118549,"","Regular",20210429,"BCUSD",35.00,"Blue Chip Fund - Currency US Dollars"
453739,8118549,"","Regular",20210429,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8118549,"","Regular",20210429,"USDMW",10.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,8118600,"","Regular",20221124,"BPUSD",20.00,"ZI BlackRock GF Global Governnment Bond $A2"
453739,8118600,"","Regular",20221124,"GAUSD",20.00,"ZI Schroder ISF Global Inflation Linked Bond US$"
453739,8118600,"","Regular",20221124,"USDKV",25.00,"ZI Fidelity World $"
453739,8118600,"","Regular",20221124,"USDYJ",20.00,"ZI Threadneedle (Lux) Global Select"
453739,8118600,"","Regular",20221124,"7QUSD",15.00,"ZI Invesco Global Equity Income"
453739,8119885,"PICZL-1034","Regular",20161206,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8119885,"PICZL-1034","Regular",20161206,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8119885,"PICZL-1034","Regular",20161206,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8120000,"PIC-ZL1033","Regular",20171206,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8120000,"PIC-ZL1033","Regular",20171206,"CTUSD",20.00,"Cautious Fund - Currency US Dollar"
453739,8120000,"PIC-ZL1033","Regular",20171206,"DFUSD",10.00,"Defensive Fund - Currency US Dollar"
453739,8120000,"PIC-ZL1033","Regular",20171206,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8120653,"PIC-ZL-604","Regular",20190131,"ADUSD",50.00,"Adventurous Fund - Currency US Dollars"
453739,8120653,"PIC-ZL-604","Regular",20190131,"PFUSD",50.00,"Performance Fund - Currency US Dollars"
453739,8121482,"","Regular",20141101,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8121482,"","Regular",20141101,"CTUSD",20.00,"Cautious Fund - Currency US Dollar"
453739,8121482,"","Regular",20141101,"DFUSD",10.00,"Defensive Fund - Currency US Dollar"
453739,8121482,"","Regular",20141101,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8121524,"","Regular",20210609,"BCGBP",35.00,"Blue Chip Fund - Currency Sterling"
453739,8121524,"","Regular",20210609,"BNGBP",10.00,"ZI CT Sterling Bond"
453739,8121524,"","Regular",20210609,"GMGBP",20.00,"ZI CT Global Select."
453739,8121524,"","Regular",20210609,"PFGBP",35.00,"Performance Fund - Currency Sterling"
453739,8124124,"","Regular",20150707,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8124124,"","Regular",20150707,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8124124,"","Regular",20150707,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8125626,"","Regular",20170201,"EHUSD",25.00,"ZI Amundi Islamic Global Resources Fund 'C'"
453739,8125626,"","Regular",20170201,"ITUSD",25.00,"ZI DWS Noor Precious Metals Securities Fund A"
453739,8125626,"","Regular",20170201,"I3USD",25.00,"ZI Emirates Global Sukuk A Acc"
453739,8125626,"","Regular",20170201,"7VUSD",25.00,"ZI Emirates Emerging Markets Equity"
453739,8125657,"","Regular",20210506,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8125657,"","Regular",20210506,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8125657,"","Regular",20210506,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8125701,"","Regular",20220106,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8125701,"","Regular",20220106,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8125701,"","Regular",20220106,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8126850,"","Regular",20230425,"GAUSD",20.00,"ZI Schroder ISF Global Inflation Linked Bond US$"
453739,8126850,"","Regular",20230425,"GMUSD",20.00,"ZI Ninety One GSF Global Strategic Equity Fund"
453739,8126850,"","Regular",20230425,"USDKV",25.00,"ZI Fidelity World $"
453739,8126850,"","Regular",20230425,"USDYJ",20.00,"ZI Threadneedle (Lux) Global Select"
453739,8126850,"","Regular",20230425,"7QUSD",15.00,"ZI Invesco Global Equity Income"
453739,8127039,"","Regular",20230426,"JAUSD",30.00,"ZI JP Morgan Pacific Securities Fund"
453739,8127039,"","Regular",20230426,"MAUSD",50.00,"ZI BlackRock Global Funds US Flexible Equity"
453739,8127039,"","Regular",20230426,"MGUSD",20.00,"ZI BlackRock Global Funds World Mining"
453739,8127987,"","Regular",20210604,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8127987,"","Regular",20210604,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8127987,"","Regular",20210604,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8128536,"","Regular",20211019,"ADUSD",20.00,"Adventurous Fund - Currency US Dollars"
453739,8128536,"","Regular",20211019,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8128536,"","Regular",20211019,"CTUSD",20.00,"Cautious Fund - Currency US Dollar"
453739,8128536,"","Regular",20211019,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8129311,"","Regular",20220204,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8129311,"","Regular",20220204,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8129311,"","Regular",20220204,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8129723,"PIC-ZL-617","Regular",20220420,"ADUSD",25.00,"Adventurous Fund - Currency US Dollars"
453739,8129723,"PIC-ZL-617","Regular",20220420,"BCUSD",35.00,"Blue Chip Fund - Currency US Dollars"
453739,8129723,"PIC-ZL-617","Regular",20220420,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8129723,"PIC-ZL-617","Regular",20220420,"USDMW",10.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,8131121,"","Regular",20200213,"BNEUR",50.00,"ZI CT European Bond"
453739,8131121,"","Regular",20200213,"DNEUR",10.00,"ZI Invesco Environmental  Climate Opp Bond Fund"
453739,8131121,"","Regular",20200213,"FEEUR",20.00,"ZI Fidelity World Fund A"
453739,8131121,"","Regular",20200213,"GZEUR",20.00,"ZI Jupiter Merlin Int. Equities Portfolio"
453739,8134244,"","Regular",20170901,"HAGBP",50.00,"ZI CGWM Select Opportunity GBP"
453739,8134244,"","Regular",20170901,"USDDL",50.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8136613,"PIC128496","Regular",20221005,"DFUSD",50.00,"Defensive Fund - Currency US Dollar"
453739,8136613,"PIC128496","Regular",20221005,"SEUSD",50.00,"Money Market Fund - Currency US Dollars"
453739,8141930,"DVA13784/1","Regular",20190711,"I3USD",31.72,"ZI Emirates Global Sukuk A Acc"
453739,8141930,"DVA13784/1","Regular",20190711,"SEUSD",25.60,"Money Market Fund - Currency US Dollars"
453739,8141930,"DVA13784/1","Regular",20190711,"USDFX",12.80,"ZI Franklin Global Sukuk"
453739,8141930,"DVA13784/1","Regular",20190711,"7VUSD",29.88,"ZI Emirates Emerging Markets Equity"
453739,8142226,"","Regular",20170407,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8142366,"","Regular",20210604,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8142366,"","Regular",20210604,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8142366,"","Regular",20210604,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8143227,"PIC1120/11","Regular",20160329,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8143227,"PIC1120/11","Regular",20160329,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8143227,"PIC1120/11","Regular",20160329,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8145828,"","Regular",20190711,"FAUSD",20.00,"ZI Fidelity Global Thematic Opportunities"
453739,8145828,"","Regular",20190711,"K2USD",20.00,"ZI BGF World Technology Fund A2 Acc USD"
453739,8145828,"","Regular",20190711,"NBUSD",10.00,"ZI Barings Dev & Emerging Markets High Yield Bond"
453739,8145828,"","Regular",20190711,"R3USD",15.00,"ZI Schroder ISF Global Convertible Bond A Acc $"
453739,8145828,"","Regular",20190711,"SEUSD",10.00,"Money Market Fund - Currency US Dollars"
453739,8145828,"","Regular",20190711,"6FUSD",25.00,"ZI Jupiter Global Fund India Select L"
453739,8146627,"PIC-ZL-476","Regular",20190830,"USDDL",60.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8146627,"PIC-ZL-476","Regular",20190830,"USDKP",40.00,"ZI Pimco GIS Investment Grade Credit $"
453739,8150069,"","Regular",20180517,"ADUSD",20.00,"Adventurous Fund - Currency US Dollars"
453739,8150069,"","Regular",20180517,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8150069,"","Regular",20180517,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8150069,"","Regular",20180517,"USDDL",40.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8151136,"","Regular",20210318,"ADUSD",20.00,"Adventurous Fund - Currency US Dollars"
453739,8151136,"","Regular",20210318,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8151136,"","Regular",20210318,"CTUSD",20.00,"Cautious Fund - Currency US Dollar"
453739,8151136,"","Regular",20210318,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8151965,"","Regular",20230801,"ADGBP",25.00,"Adventurous Fund - Currency Sterling"
453739,8151965,"","Regular",20230801,"BCGBP",20.00,"Blue Chip Fund - Currency Sterling"
453739,8151965,"","Regular",20230801,"CAGBP",15.00,"Cautious Fund - Currency Sterling"
453739,8151965,"","Regular",20230801,"GMGBP",20.00,"ZI CT Global Select."
453739,8151965,"","Regular",20230801,"PFGBP",20.00,"Performance Fund - Currency Sterling"
453739,8152228,"PIC-ZL-477","Regular",20190813,"PFUSD",100.00,"Performance Fund - Currency US Dollars"
453739,8153351,"","Regular",20180126,"TDUSD",25.00,"ZI Templeton Global Total Return Fund"
453739,8153351,"","Regular",20180126,"USDFT",10.00,"ZI Fidelity Funds Global Dividend"
453739,8153351,"","Regular",20180126,"USDKV",20.00,"ZI Fidelity World $"
453739,8153351,"","Regular",20180126,"USDMF",25.00,"ZI Franklin High Yield $"
453739,8153351,"","Regular",20180126,"USDNX",10.00,"ZI Templeton Emerging Markets Bond $"
453739,8153351,"","Regular",20180126,"Z9USD",10.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
453739,8154768,"MON07/379","Regular",20130418,"FDEUR",10.00,"ZI Fidelity European Growth"
453739,8154768,"MON07/379","Regular",20130418,"GMUSD",20.00,"ZI Ninety One GSF Global Strategic Equity Fund"
453739,8154768,"MON07/379","Regular",20130418,"OPUSD",25.00,"ZI Invesco Bond Fund - USD A - SD"
453739,8154768,"MON07/379","Regular",20130418,"TBUSD",15.00,"ZI Templeton Emerging Markets fund"
453739,8154768,"MON07/379","Regular",20130418,"TEUSD",30.00,"ZI Templeton Global Bond Fund"
453739,8156431,"","Regular",20160701,"ADUSD",80.00,"Adventurous Fund - Currency US Dollars"
453739,8156431,"","Regular",20160701,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8157163,"PIC1157/11","Regular",20140423,"ADUSD",30.00,"Adventurous Fund - Currency US Dollars"
453739,8157163,"PIC1157/11","Regular",20140423,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8157163,"PIC1157/11","Regular",20140423,"FNUSD",10.00,"ZI FSSA China Growth A"
453739,8157163,"PIC1157/11","Regular",20140423,"JCUSD",10.00,"ZI JP Morgan Asean Fund"
453739,8157163,"PIC1157/11","Regular",20140423,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8157163,"PIC1157/11","Regular",20140423,"3MUSD",10.00,"ZI Emirates Mena Top Companies Class"
453739,8157338,"","Regular",20160701,"ADUSD",30.00,"Adventurous Fund - Currency US Dollars"
453739,8157338,"","Regular",20160701,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8157338,"","Regular",20160701,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8157347,"","Regular",20160701,"BAUSD",5.00,"ZI Janus Hend Horizon Gbl Property Equities USD"
453739,8157347,"","Regular",20160701,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8157347,"","Regular",20160701,"BPUSD",8.00,"ZI BlackRock GF Global Governnment Bond $A2"
453739,8157347,"","Regular",20160701,"CFEUR",10.00,"ZI Janus Henderson Continental European"
453739,8157347,"","Regular",20160701,"CIGBP",15.00,"ZI Invesco UK Equity Income Fund (UK) Acc"
453739,8157347,"","Regular",20160701,"DFUSD",10.00,"Defensive Fund - Currency US Dollar"
453739,8157347,"","Regular",20160701,"TCUSD",9.00,"ZI Franklin US Government fund"
453739,8157347,"","Regular",20160701,"TEUSD",8.00,"ZI Templeton Global Bond Fund"
453739,8157347,"","Regular",20160701,"USDFU",15.00,"ZI Fidelity Funds America"
453739,8157365,"","Regular",20190712,"USDDL",80.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8157365,"","Regular",20190712,"USDKP",20.00,"ZI Pimco GIS Investment Grade Credit $"
453739,8160517,"","Regular",20210419,"TEUSD",20.00,"ZI Templeton Global Bond Fund"
453739,8160517,"","Regular",20210419,"USDFT",26.00,"ZI Fidelity Funds Global Dividend"
453739,8160517,"","Regular",20210419,"USDKV",27.00,"ZI Fidelity World $"
453739,8160517,"","Regular",20210419,"Z9USD",27.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
453739,8160526,"","Regular",20190711,"FAUSD",20.00,"ZI Fidelity Global Thematic Opportunities"
453739,8160526,"","Regular",20190711,"K2USD",20.00,"ZI BGF World Technology Fund A2 Acc USD"
453739,8160526,"","Regular",20190711,"NBUSD",10.00,"ZI Barings Dev & Emerging Markets High Yield Bond"
453739,8160526,"","Regular",20190711,"R3USD",15.00,"ZI Schroder ISF Global Convertible Bond A Acc $"
453739,8160526,"","Regular",20190711,"SEUSD",10.00,"Money Market Fund - Currency US Dollars"
453739,8160526,"","Regular",20190711,"6FUSD",25.00,"ZI Jupiter Global Fund India Select L"
453739,8160905,"","Regular",20210701,"BCUSD",40.00,"Blue Chip Fund - Currency US Dollars"
453739,8160905,"","Regular",20210701,"CTUSD",15.00,"Cautious Fund - Currency US Dollar"
453739,8160905,"","Regular",20210701,"DFUSD",10.00,"Defensive Fund - Currency US Dollar"
453739,8160905,"","Regular",20210701,"PFUSD",35.00,"Performance Fund - Currency US Dollars"
453739,8162617,"","Regular",20210601,"ADUSD",25.00,"Adventurous Fund - Currency US Dollars"
453739,8162617,"","Regular",20210601,"BCUSD",35.00,"Blue Chip Fund - Currency US Dollars"
453739,8162617,"","Regular",20210601,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8162617,"","Regular",20210601,"USDMW",10.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,8162733,"","Regular",20190718,"SEUSD",15.00,"Money Market Fund - Currency US Dollars"
453739,8162733,"","Regular",20190718,"USDFT",20.00,"ZI Fidelity Funds Global Dividend"
453739,8162733,"","Regular",20190718,"USDKV",20.00,"ZI Fidelity World $"
453739,8162733,"","Regular",20190718,"USDMF",15.00,"ZI Franklin High Yield $"
453739,8162733,"","Regular",20190718,"Z9USD",20.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
453739,8162733,"","Regular",20190718,"6FUSD",10.00,"ZI Jupiter Global Fund India Select L"
453739,8163761,"PIC-ZL-658","Regular",20181205,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8163761,"PIC-ZL-658","Regular",20181205,"CTUSD",20.00,"Cautious Fund - Currency US Dollar"
453739,8163761,"PIC-ZL-658","Regular",20181205,"DFUSD",10.00,"Defensive Fund - Currency US Dollar"
453739,8163761,"PIC-ZL-658","Regular",20181205,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8164832,"","Regular",20150801,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8164832,"","Regular",20150801,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8164832,"","Regular",20150801,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8165635,"","Regular",20180105,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8170677,"","Regular",20220221,"B0205",100.00,"SPS High Risk Portfolio"
453739,8171584,"","Regular",20190206,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8171584,"","Regular",20190206,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8171584,"","Regular",20190206,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8173122,"","Regular",20220902,"ADUSD",20.00,"Adventurous Fund - Currency US Dollars"
453739,8173122,"","Regular",20220902,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8173122,"","Regular",20220902,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8173122,"","Regular",20220902,"Z9USD",30.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
453739,8174965,"","Regular",20220614,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8174965,"","Regular",20220614,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8174965,"","Regular",20220614,"USDMW",40.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,8177214,"","Regular",20220609,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8177214,"","Regular",20220609,"BCUSD",15.00,"Blue Chip Fund - Currency US Dollars"
453739,8177214,"","Regular",20220609,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8177214,"","Regular",20220609,"USDMW",25.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,8180788,"","Regular",20220211,"ADUSD",25.00,"Adventurous Fund - Currency US Dollars"
453739,8180788,"","Regular",20220211,"BCUSD",35.00,"Blue Chip Fund - Currency US Dollars"
453739,8180788,"","Regular",20220211,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8180788,"","Regular",20220211,"USDMW",10.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,8183996,"","Regular",20101001,"MDUSD",20.00,"ZI BlackRock Global Funds World Gold"
453739,8183996,"","Regular",20101001,"NBUSD",30.00,"ZI Barings Dev & Emerging Markets High Yield Bond"
453739,8183996,"","Regular",20101001,"TDUSD",30.00,"ZI Templeton Global Total Return Fund"
453739,8183996,"","Regular",20101001,"TFUSD",20.00,"ZI Templeton BRIC fund A-Acc"
453739,8185418,"","Regular",20171011,"USDFT",20.00,"ZI Fidelity Funds Global Dividend"
453739,8185418,"","Regular",20171011,"USDKV",20.00,"ZI Fidelity World $"
453739,8185418,"","Regular",20171011,"USDNX",10.00,"ZI Templeton Emerging Markets Bond $"
453739,8185418,"","Regular",20171011,"Z9USD",20.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
453739,8185418,"","Regular",20171011,"6FUSD",30.00,"ZI Jupiter Global Fund India Select L"
453739,8188485,"","Regular",20150629,"ADEGL",10.00,"Adventurous Fund - Currency Eagles"
453739,8188485,"","Regular",20150629,"BZUSD",10.00,"ZI Allianz Total Rtn Asian Eq A Acc $ LU0348816934"
453739,8188485,"","Regular",20150629,"CFEUR",10.00,"ZI Janus Henderson Continental European"
453739,8188485,"","Regular",20150629,"GAUSD",10.00,"ZI Schroder ISF Global Inflation Linked Bond US$"
453739,8188485,"","Regular",20150629,"KMUSD",10.00,"ZI Allianz Thailand Equity A USD Inc LU0348798264"
453739,8188485,"","Regular",20150629,"NBUSD",10.00,"ZI Barings Dev & Emerging Markets High Yield Bond"
453739,8188485,"","Regular",20150629,"NUUSD",10.00,"ZI HSBC GIF Global Emerging Mrkts Bd - USD Acc A"
