"Run Number","Policy Number","Policy Reference","Client Number","Benefit Code","Benefit Description","Benefit Status Code","Benefit Status Description","Benefit Basis Code","Benefit Basis Description","Benefit Currency","Benefit Amount"
453739,5234752,"GBE154/07","1000439188","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,5234752,"GBE154/07","1000439189","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,5235198,"PIC198/07","1000440528","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,5239339,"PIC250/07","1000454024","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,5252873,"V30081","1000278086","010","Life Cover","E","Expired","E","Exclusive","USD",0.00
453739,5252873,"V30081","1000278086","070","Dismemberment","E","Expired","E","Exclusive","USD",0.00
453739,5252873,"V30081","1000278086","080","Permanent Total Disability","E","Expired","E","Exclusive","USD",0.00
453739,5252873,"V30081","1000278086","090","Waiver of Premium","E","Expired","E","Exclusive","USD",0.00
453739,5255602,"PIC307/08","1000510656","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,5256268,"","1000513169","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,5259712,"PIC398/08","1000523057","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,5259712,"PIC398/08","1000523058","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,5263604,"","1000531850","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,5263604,"","1000531853","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,5267197,"PIC570/09","1000540182","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,5312230,"SEF12320","1000229170","010","Life Cover","A","In-Force","I","Inclusive","USD",113126.00
453739,5312230,"SEF12320","1000229170","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",12000.00
453739,5312230,"SEF12320","1000229170","110","Aeroplane Cover","E","Expired","I","Inclusive","USD",0.00
453739,5710473,"","1000446557","010","Life Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,5710473,"","1000447354","010","Life Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,5710473,"","1000446557","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,5710473,"","1000447354","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,5710473,"","1000446557","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,5710473,"","1000447354","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,5714946,"GIB19/07","1000430400","010","Life Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,5714946,"GIB19/07","1000430400","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,5714946,"GIB19/07","1000430400","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,5716158,"ACM60/07","1000433792","010","Life Cover","A","In-Force","I","Inclusive","USD",3000000.00
453739,5716158,"ACM60/07","1000433792","020","Critical Illness","A","In-Force","I","Inclusive","USD",600000.00
453739,5716158,"ACM60/07","1000433792","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",43944.00
453739,5716158,"ACM60/07","1000433792","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",2000000.00
453739,5720632,"F17992","1000311191","010","Life Cover","A","In-Force","I","Inclusive","USD",300000.00
453739,5720632,"F17992","1000311192","010","Life Cover","A","In-Force","I","Inclusive","USD",30000.00
453739,5720632,"F17992","1000311191","020","Critical Illness","A","In-Force","I","Inclusive","USD",120000.00
453739,5720632,"F17992","1000311192","020","Critical Illness","A","In-Force","I","Inclusive","USD",30000.00
453739,5720632,"F17992","1000311191","050","Hospitalisation","A","In-Force","E","Exclusive","USD",770.00
453739,5720632,"F17992","1000311191","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",2400.00
453739,5720632,"F17992","1000311191","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",300000.00
453739,5720632,"F17992","1000311192","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",30000.00
453739,5724047,"8901635","1000512167","010","Life Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,5724047,"8901635","1000512167","020","Critical Illness","A","In-Force","I","Inclusive","USD",500000.00
453739,5724047,"8901635","1000512167","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",500000.00
453739,5724047,"8901635","1000512167","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",7848.00
453739,5724047,"8901635","1000512167","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6201993,"","1000730298","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6201993,"","1000730298","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6201993,"","1000730298","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6202553,"","1000893955","010","Life Cover","A","In-Force","I","Inclusive","USD",237000.00
453739,6202553,"","1000893955","020","Critical Illness","A","In-Force","I","Inclusive","USD",237000.00
453739,6202553,"","1000893955","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",237000.00
453739,6202685,"","1000893954","010","Life Cover","A","In-Force","I","Inclusive","USD",177000.00
453739,6202685,"","1000893954","020","Critical Illness","A","In-Force","I","Inclusive","USD",177000.00
453739,6202685,"","1000893954","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",177000.00
453739,6203044,"A020464186","1000470224","010","Life Cover","A","In-Force","I","Inclusive","USD",200000.00
453739,6203044,"A020464186","1000470224","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6203044,"A020464186","1000470224","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",200000.00
453739,6203304,"","1001168536","010","Life Cover","A","In-Force","I","Inclusive","USD",175000.00
453739,6203304,"","1001168536","020","Critical Illness","A","In-Force","I","Inclusive","USD",175000.00
453739,6203304,"","1001168536","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",175000.00
453739,6203304,"","1001168536","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",175000.00
453739,6203674,"","1000983032","010","Life Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6203674,"","1000983032","021","Cancer Cover","A","In-Force","I","Inclusive","USD",150000.00
453739,6203674,"","1000983032","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6203748,"","1001100246","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6203748,"","1001100246","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6203748,"","1001100246","040","Accidental Death","A","In-Force","E","Exclusive","USD",250000.00
453739,6203748,"","1001100246","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",250000.00
453739,6203748,"","1001100246","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6203784,"","1000975780","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6203784,"","1000975781","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6203784,"","1000975780","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6203784,"","1000975781","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6203784,"","1000975780","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",250000.00
453739,6203784,"","1000975781","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",250000.00
453739,6203784,"","1000975780","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6203784,"","1000975781","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6205181,"","1000713553","010","Life Cover","A","In-Force","I","Inclusive","USD",400000.00
453739,6205181,"","1000713553","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6205181,"","1000713553","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",400000.00
453739,6206871,"","1000729250","010","Life Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6206871,"","1000729250","020","Critical Illness","A","In-Force","I","Inclusive","USD",350000.00
453739,6206871,"","1000729250","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",5292.00
453739,6206871,"","1000729250","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6207313,"","1001172017","010","Life Cover","A","In-Force","I","Inclusive","GBP",200000.00
453739,6207313,"","1001172017","020","Critical Illness","A","In-Force","I","Inclusive","GBP",200000.00
453739,6207313,"","1001172017","110","Aeroplane Cover","A","In-Force","I","Inclusive","GBP",200000.00
453739,6207376,"","1000923275","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6207376,"","1000923275","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6207376,"","1000923275","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6207670,"","1000923349","010","Life Cover","A","In-Force","I","Inclusive","USD",700000.00
453739,6207670,"","1000923351","010","Life Cover","A","In-Force","I","Inclusive","USD",700000.00
453739,6207670,"","1000923349","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",700000.00
453739,6207670,"","1000923351","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",700000.00
453739,6208135,"","1000759169","010","Life Cover","A","In-Force","I","Inclusive","GBP",100001.00
453739,6208135,"","1000759169","020","Critical Illness","A","In-Force","I","Inclusive","GBP",100000.00
453739,6208135,"","1000759169","030","Family Income","A","In-Force","E","Exclusive","GBP",100000.00
453739,6208135,"","1000759169","080","Permanent Total Disability","A","In-Force","E","Exclusive","GBP",100000.00
453739,6208135,"","1000759169","110","Aeroplane Cover","A","In-Force","I","Inclusive","GBP",100001.00
453739,6211944,"","1000628172","010","Life Cover","A","In-Force","I","Inclusive","USD",1000000.00
453739,6211944,"","1000628172","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",1000000.00
453739,6212984,"","1001054210","010","Life Cover","A","In-Force","I","Inclusive","USD",1750000.00
453739,6212984,"","1001054210","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6212984,"","1001054210","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",1750000.00
453739,6212984,"","1001054210","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",1000000.00
453739,6213198,"","1000916656","010","Life Cover","A","In-Force","I","Inclusive","USD",332000.00
453739,6213198,"","1000916656","020","Critical Illness","A","In-Force","I","Inclusive","USD",332000.00
453739,6213198,"","1000916656","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",332000.00
453739,6215123,"","1000928985","010","Life Cover","A","In-Force","I","Inclusive","USD",175327.00
453739,6215123,"","1000928986","010","Life Cover","A","In-Force","I","Inclusive","USD",175327.00
453739,6215123,"","1000928985","020","Critical Illness","A","In-Force","I","Inclusive","USD",175327.00
453739,6215123,"","1000928986","020","Critical Illness","A","In-Force","I","Inclusive","USD",175327.00
453739,6215123,"","1000928985","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",175327.00
453739,6215123,"","1000928986","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",175327.00
453739,6217031,"","1001056546","010","Life Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6217031,"","1001056546","020","Critical Illness","A","In-Force","I","Inclusive","USD",150000.00
453739,6217031,"","1001056546","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6217758,"","1001181683","010","Life Cover","A","In-Force","I","Inclusive","AED",1000000.00
453739,6217758,"","1001181683","020","Critical Illness","A","In-Force","I","Inclusive","AED",1000000.00
453739,6217758,"","1001181683","110","Aeroplane Cover","A","In-Force","I","Inclusive","AED",1000000.00
453739,6217920,"","1001181684","010","Life Cover","A","In-Force","I","Inclusive","AED",1000000.00
453739,6217920,"","1001181684","020","Critical Illness","A","In-Force","I","Inclusive","AED",1000000.00
453739,6217920,"","1001181684","110","Aeroplane Cover","A","In-Force","I","Inclusive","AED",1000000.00
453739,6218913,"CIB332-009","1000989001","010","Life Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6218913,"CIB332-009","1000989001","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6218913,"CIB332-009","1000989001","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",5916.00
453739,6218913,"CIB332-009","1000989001","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6219358,"DVA1385916","1000931153","010","Life Cover","A","In-Force","I","Inclusive","USD",200000.00
453739,6219358,"DVA1385916","1000931153","030","Family Income","A","In-Force","E","Exclusive","USD",40000.00
453739,6219358,"DVA1385916","1000931153","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",200000.00
453739,6219475,"","1001103583","010","Life Cover","A","In-Force","I","Inclusive","USD",200000.00
453739,6219475,"","1001103583","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6219475,"","1001103583","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",100000.00
453739,6219475,"","1001103583","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",200000.00
453739,6219528,"N257203","1000931226","010","Life Cover","A","In-Force","I","Inclusive","USD",300000.00
453739,6219528,"N257203","1000931227","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6219528,"N257203","1000931226","020","Critical Illness","A","In-Force","I","Inclusive","USD",300000.00
453739,6219528,"N257203","1000931227","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6219528,"N257203","1000931226","030","Family Income","A","In-Force","E","Exclusive","USD",36000.00
453739,6219528,"N257203","1000931226","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",300000.00
453739,6219528,"N257203","1000931227","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6220284,"","1000858963","010","Life Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6220284,"","1000858963","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6220284,"","1000858963","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6220879,"","1000785591","010","Life Cover","A","In-Force","I","Inclusive","USD",151000.00
453739,6220879,"","1000785591","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",151000.00
453739,6224386,"","1000934230","010","Life Cover","A","In-Force","I","Inclusive","USD",609000.00
453739,6224386,"","1000934230","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",609000.00
453739,6225995,"","1000974102","010","Life Cover","A","In-Force","I","Inclusive","USD",750000.00
453739,6225995,"","1000974102","020","Critical Illness","A","In-Force","I","Inclusive","USD",300000.00
453739,6225995,"","1000974102","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",250000.00
453739,6225995,"","1000974102","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",750000.00
453739,6236343,"","1000741171","010","Life Cover","A","In-Force","I","Inclusive","USD",300000.00
453739,6236343,"","1000741172","010","Life Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6236343,"","1000741171","020","Critical Illness","A","In-Force","I","Inclusive","USD",300000.00
453739,6236343,"","1000741172","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6236343,"","1000741171","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",150000.00
453739,6236343,"","1000741171","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",5712.00
453739,6236343,"","1000741171","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",300000.00
453739,6236343,"","1000741172","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6236724,"","1000941879","010","Life Cover","A","In-Force","I","Inclusive","USD",320000.00
453739,6236724,"","1000941879","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",320000.00
453739,6238478,"","1000986644","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6238478,"","1000986644","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6238478,"","1000986644","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6239812,"DVA13977/1","1000943564","010","Life Cover","A","In-Force","I","Inclusive","USD",150000.00
453739,6239812,"DVA13977/1","1000943564","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",150000.00
453739,6242394,"","1000572913","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6242394,"","1000572913","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6242394,"","1000572913","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6244576,"","1001124675","010","Life Cover","A","In-Force","I","Inclusive","USD",750000.00
453739,6244576,"","1001124675","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6244576,"","1001124675","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",750000.00
453739,6244582,"","1000909561","010","Life Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6244582,"","1000909561","020","Critical Illness","A","In-Force","I","Inclusive","USD",75000.00
453739,6244582,"","1000909561","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",2364.00
453739,6244582,"","1000909561","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6246801,"","1000947507","010","Life Cover","A","In-Force","I","Inclusive","USD",252600.00
453739,6246801,"","1000947507","020","Critical Illness","A","In-Force","I","Inclusive","USD",150000.00
453739,6246801,"","1000947507","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",252600.00
453739,6247637,"","1000947794","010","Life Cover","A","In-Force","I","Inclusive","USD",150000.00
453739,6247637,"","1000947794","020","Critical Illness","E","Expired","I","Inclusive","USD",0.00
453739,6247637,"","1000947794","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",150000.00
453739,6248374,"","1000948370","010","Life Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6248374,"","1000948370","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6248537,"N271527","1000613673","010","Life Cover","A","In-Force","I","Inclusive","USD",571000.00
453739,6248537,"N271527","1001015415","010","Life Cover","A","In-Force","I","Inclusive","USD",571000.00
453739,6248537,"N271527","1000613673","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",571000.00
453739,6248537,"N271527","1001015415","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",571000.00
453739,6248537,"N271527","1001015415","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",3816.00
453739,6248537,"N271527","1000613673","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6248537,"N271527","1001015415","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6248971,"A041073818","1000679507","010","Life Cover","A","In-Force","I","Inclusive","USD",200000.00
453739,6248971,"A041073818","1000679507","020","Critical Illness","A","In-Force","I","Inclusive","USD",200000.00
453739,6248971,"A041073818","1000679507","030","Family Income","A","In-Force","E","Exclusive","USD",120000.00
453739,6248971,"A041073818","1000679507","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",200000.00
453739,6248971,"A041073818","1000679507","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",200000.00
453739,6249968,"","1001073381","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6249968,"","1001073382","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6249968,"","1001073381","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6249968,"","1001073382","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6249968,"","1001073381","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6249968,"","1001073382","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6251653,"","1000923277","010","Life Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6251653,"","1000923277","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6253484,"","1001019801","010","Life Cover","A","In-Force","I","Inclusive","USD",175000.00
453739,6253484,"","1001019801","020","Critical Illness","A","In-Force","I","Inclusive","USD",50000.00
453739,6253484,"","1001019801","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",175000.00
453739,6255256,"","1000893912","010","Life Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6255256,"","1000893912","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6255256,"","1000893912","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6259326,"","1000897292","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6259326,"","1000897292","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6259326,"","1000897292","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",150000.00
453739,6259326,"","1000897292","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6261622,"","1000957903","010","Life Cover","A","In-Force","I","Inclusive","USD",229500.00
453739,6261622,"","1000957903","020","Critical Illness","A","In-Force","I","Inclusive","USD",229500.00
453739,6261622,"","1000957903","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",229500.00
453739,6261825,"","1000897390","010","Life Cover","A","In-Force","I","Inclusive","USD",207000.00
453739,6261825,"","1000897390","020","Critical Illness","A","In-Force","I","Inclusive","USD",207000.00
453739,6261825,"","1000897390","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",207000.00
453739,6261914,"","1000897371","010","Life Cover","A","In-Force","I","Inclusive","USD",173000.00
453739,6261914,"","1000897371","020","Critical Illness","A","In-Force","I","Inclusive","USD",173000.00
453739,6261914,"","1000897371","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",173000.00
453739,6264494,"","1001026131","010","Life Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6264494,"","1001026131","020","Critical Illness","A","In-Force","I","Inclusive","USD",275000.00
453739,6264494,"","1001026131","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6265121,"","1000959868","010","Life Cover","A","In-Force","I","Inclusive","USD",1000000.00
453739,6265121,"","1000959868","020","Critical Illness","A","In-Force","I","Inclusive","USD",750000.00
453739,6265121,"","1000959868","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",750000.00
453739,6265121,"","1000959868","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",1000000.00
453739,6265295,"","1000916658","010","Life Cover","A","In-Force","I","Inclusive","USD",583500.00
453739,6265295,"","1000916658","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",583500.00
453739,6266156,"","1000967087","010","Life Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6266156,"","1000967087","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",50000.00
453739,6266156,"","1000967087","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6267582,"DVA14151/7","1000921550","010","Life Cover","A","In-Force","I","Inclusive","GBP",230126.29
453739,6267582,"DVA14151/7","1000921551","010","Life Cover","A","In-Force","I","Inclusive","GBP",230126.29
453739,6267582,"DVA14151/7","1000921551","020","Critical Illness","A","In-Force","I","Inclusive","GBP",153417.53
453739,6267582,"DVA14151/7","1000921550","080","Permanent Total Disability","A","In-Force","E","Exclusive","GBP",153417.53
453739,6267582,"DVA14151/7","1000921550","110","Aeroplane Cover","A","In-Force","I","Inclusive","GBP",230126.29
453739,6267582,"DVA14151/7","1000921551","110","Aeroplane Cover","A","In-Force","I","Inclusive","GBP",230126.29
453739,6267700,"","1000901581","010","Life Cover","A","In-Force","I","Inclusive","USD",159000.00
453739,6267700,"","1000901581","020","Critical Illness","A","In-Force","I","Inclusive","USD",159000.00
453739,6267700,"","1000901581","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",159000.00
453739,6268773,"","1000822515","010","Life Cover","A","In-Force","I","Inclusive","USD",80000.00
453739,6268773,"","1000822515","020","Critical Illness","A","In-Force","I","Inclusive","USD",80000.00
453739,6268773,"","1000822515","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",80000.00
453739,6269109,"","1000902341","010","Life Cover","A","In-Force","I","Inclusive","USD",50500.00
453739,6269109,"","1000902341","020","Critical Illness","A","In-Force","I","Inclusive","USD",50500.00
453739,6269109,"","1000902341","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",50500.00
453739,6270243,"","1001109491","010","Life Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6270243,"","1001109491","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6270243,"","1001109491","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",2400.00
453739,6270243,"","1001109491","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6270518,"","1001143713","010","Life Cover","A","In-Force","I","Inclusive","USD",1000000.00
453739,6270518,"","1001143714","010","Life Cover","A","In-Force","I","Inclusive","USD",1000000.00
453739,6270518,"","1001143713","020","Critical Illness","A","In-Force","I","Inclusive","USD",200000.00
453739,6270518,"","1001143714","020","Critical Illness","A","In-Force","I","Inclusive","USD",200000.00
453739,6270518,"","1001143713","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",1000000.00
453739,6270518,"","1001143714","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",1000000.00
453739,6274636,"","1001074415","010","Life Cover","A","In-Force","I","Inclusive","USD",750000.00
453739,6274636,"","1001074415","020","Critical Illness","A","In-Force","I","Inclusive","USD",200000.00
453739,6274636,"","1001074415","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",750000.00
453739,6274636,"","1001074415","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",750000.00
453739,6276946,"","1000825677","010","Life Cover","A","In-Force","I","Inclusive","USD",431500.00
453739,6276946,"","1000825677","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",431500.00
453739,6278207,"","1000683842","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6278207,"","1001034624","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6278207,"","1000683842","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6278207,"","1001034624","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6278207,"","1000683842","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6278207,"","1001034624","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6278389,"","1000967192","010","Life Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6278389,"","1000967192","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6279848,"","1000907924","010","Life Cover","A","In-Force","I","Inclusive","USD",134500.00
453739,6279848,"","1000907924","020","Critical Illness","A","In-Force","I","Inclusive","USD",134500.00
453739,6279848,"","1000907924","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",134500.00
453739,6279872,"","1000908049","010","Life Cover","A","In-Force","I","Inclusive","USD",138000.00
453739,6279872,"","1000908049","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",138000.00
453739,6281648,"N253157","1000908804","010","Life Cover","A","In-Force","I","Inclusive","USD",190000.00
453739,6281648,"N253157","1000908804","020","Critical Illness","A","In-Force","I","Inclusive","USD",150000.00
453739,6281648,"N253157","1000908804","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",190000.00
453739,6282122,"","1000969002","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6282122,"","1000969002","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6282122,"","1000969002","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",100000.00
453739,6282122,"","1000969002","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6282369,"","1000510656","010","Life Cover","A","In-Force","I","Inclusive","USD",176000.00
453739,6282369,"","1000510656","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",176000.00
453739,6283390,"","1000909632","010","Life Cover","A","In-Force","I","Inclusive","USD",400000.00
