"Run Number","Policy Number","Policy Reference","Fund Name","Fund Code","Fund Currency","Plan Currency","Fund Price","Fund Number Of Units Held","Investment Value Fund Currency","Investment Value Plan Currency","Valuation Date","Exchange Rate","Average Purchase Price","Allocation Percentage"
453739,8111427,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,344.814,2626.17,2626.17,20231031,1.000000,8.8250,20.26
453739,8111427,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,639.563,5305.17,5305.17,20231031,1.000000,7.4037,40.93
453739,8118359,"","ZI Janus Hend Horizon Gbl Property Equities USD","BAUSD","USD","USD",1.4653,2211.441,3240.42,3240.42,20231031,1.000000,1.4727,4.79
453739,8118359,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,2180.472,16606.91,16606.91,20231031,1.000000,5.9615,24.55
453739,8118359,"","ZI BlackRock GF Global Governnment Bond $A2","BPUSD","USD","USD",1.4910,4821.314,7188.57,7188.57,20231031,1.000000,1.6308,10.63
453739,8118359,"","ZI Janus Henderson Continental European","CFEUR","EUR","USD",2.3505,3420.145,8039.05,8425.69,20231031,0.954111,1.6897,12.46
453739,8118359,"","ZI Invesco UK Equity Income Fund (UK) Acc","CIGBP","GBP","USD",1.6138,2511.337,4052.79,4865.27,20231031,0.833004,1.9969,7.19
453739,8118359,"","Defensive Fund - Currency US Dollar","DFUSD","USD","USD",2.0632,3177.902,6556.64,6556.64,20231031,1.000000,2.0585,9.69
453739,8118359,"","ZI Franklin US Government fund","TCUSD","USD","USD",1.5233,4779.489,7280.59,7280.59,20231031,1.000000,1.7851,10.76
453739,8118359,"","ZI Templeton Global Bond Fund","TEUSD","USD","USD",1.7562,2921.012,5129.88,5129.88,20231031,1.000000,2.2381,7.58
453739,8118359,"","ZI Fidelity Funds America","USDFU","USD","USD",1.9790,4216.811,8345.06,8345.06,20231031,1.000000,1.5453,12.34
453739,8118549,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,2498.038,15822.82,15822.82,20231031,1.000000,6.0027,24.58
453739,8118549,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,3037.996,23137.98,23137.98,20231031,1.000000,8.9681,35.95
453739,8118549,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,2406.753,19964.01,19964.01,20231031,1.000000,8.6849,31.01
453739,8118549,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.5582,3494.480,5445.09,5445.09,20231031,1.000000,2.2189,8.46
453739,8118600,"","ZI BlackRock GF Global Governnment Bond $A2","BPUSD","USD","USD",1.4910,6318.102,9420.29,9420.29,20231031,1.000000,1.5425,19.47
453739,8118600,"","ZI Schroder ISF Global Inflation Linked Bond US$","GAUSD","USD","USD",1.6601,5544.439,9204.32,9204.32,20231031,1.000000,1.7581,19.02
453739,8118600,"","ZI Fidelity World $","USDKV","USD","USD",1.9719,6105.009,12038.46,12038.46,20231031,1.000000,1.9942,24.88
453739,8118600,"","ZI Threadneedle (Lux) Global Select","USDYJ","USD","USD",1.6396,6106.173,10011.68,10011.68,20231031,1.000000,1.5948,20.69
453739,8118600,"","ZI Invesco Global Equity Income","7QUSD","USD","USD",2.5430,3034.515,7716.77,7716.77,20231031,1.000000,2.4056,15.95
453739,8125657,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,896.584,5679.05,5679.05,20231031,1.000000,4.3907,38.81
453739,8125657,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,389.214,2964.33,2964.33,20231031,1.000000,8.8250,20.26
453739,8125657,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,721.899,5988.15,5988.15,20231031,1.000000,7.3788,40.93
453739,8125701,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,1027.650,6509.23,6509.23,20231031,1.000000,4.9551,39.13
453739,8125701,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,444.354,3384.28,3384.28,20231031,1.000000,9.4307,20.35
453739,8125701,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,812.489,6739.59,6739.59,20231031,1.000000,8.0106,40.52
453739,8126850,"","ZI Schroder ISF Global Inflation Linked Bond US$","GAUSD","USD","USD",1.6601,1636.534,2716.81,2716.81,20231031,1.000000,1.7657,19.53
453739,8126850,"","ZI Ninety One GSF Global Strategic Equity Fund","GMUSD","USD","USD",2.6812,1045.068,2802.03,2802.03,20231031,1.000000,2.7650,20.14
453739,8126850,"","ZI Fidelity World $","USDKV","USD","USD",1.9719,1747.565,3446.02,3446.02,20231031,1.000000,2.0669,24.77
453739,8126850,"","ZI Threadneedle (Lux) Global Select","USDYJ","USD","USD",1.6396,1728.923,2834.74,2834.74,20231031,1.000000,1.6689,20.38
453739,8126850,"","ZI Invesco Global Equity Income","7QUSD","USD","USD",2.5430,830.708,2112.49,2112.49,20231031,1.000000,2.6042,15.18
453739,8127039,"","ZI JP Morgan Pacific Securities Fund","JAUSD","USD","USD",8.8995,778.194,6925.53,6925.53,20231031,1.000000,12.5301,29.26
453739,8127039,"","ZI BlackRock Global Funds US Flexible Equity","MAUSD","USD","USD",3.5684,2570.142,9171.29,9171.29,20231031,1.000000,3.7256,38.75
453739,8127039,"","ZI BlackRock Global Funds World Mining","MGUSD","USD","USD",2.3596,3207.863,7569.27,7569.27,20231031,1.000000,2.7173,31.98
453739,8128536,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,1579.581,10005.22,10005.22,20231031,1.000000,5.9411,19.23
453739,8128536,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,2067.975,15750.11,15750.11,20231031,1.000000,9.1847,30.27
453739,8128536,"","Cautious Fund - Currency US Dollar","CTUSD","USD","USD",2.8338,3693.668,10467.11,10467.11,20231031,1.000000,3.4282,20.12
453739,8128536,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,1906.020,15810.43,15810.43,20231031,1.000000,8.9753,30.39
453739,8129723,"PIC-ZL-617","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,5700.027,36104.54,36104.54,20231031,1.000000,6.6698,25.56
453739,8129723,"PIC-ZL-617","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,6494.921,49466.61,49466.61,20231031,1.000000,7.6740,35.01
453739,8129723,"PIC-ZL-617","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,5167.349,42863.15,42863.15,20231031,1.000000,8.2818,30.34
453739,8129723,"PIC-ZL-617","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.5582,8242.440,12843.37,12843.37,20231031,1.000000,1.8937,9.09
453739,8131121,"","ZI CT European Bond","BNEUR","EUR","EUR",1.6704,27768.197,46383.99,46383.99,20231031,1.000000,2.0846,42.63
453739,8131121,"","ZI Invesco Environmental  Climate Opp Bond Fund","DNEUR","EUR","EUR",1.8431,6299.463,11610.54,11610.54,20231031,1.000000,1.8957,10.67
453739,8131121,"","ZI Fidelity World Fund A","FEEUR","EUR","EUR",3.4319,7403.394,25407.70,25407.70,20231031,1.000000,2.6901,23.35
453739,8131121,"","ZI Jupiter Merlin Int. Equities Portfolio","GZEUR","EUR","EUR",2.6140,9721.944,25413.16,25413.16,20231031,1.000000,2.1603,23.35
453739,8136613,"PIC128496","Defensive Fund - Currency US Dollar","DFUSD","USD","USD",2.0632,45599.096,94080.05,94080.05,20231031,1.000000,2.2046,48.38
453739,8136613,"PIC128496","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1968,45692.229,100376.68,100376.68,20231031,1.000000,2.0994,51.62
453739,8141930,"DVA13784/1","ZI Emirates Global Sukuk A Acc","I3USD","USD","USD",1.4805,4928.039,7295.96,7295.96,20231031,1.000000,1.4778,34.12
453739,8141930,"DVA13784/1","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1968,2676.871,5880.55,5880.55,20231031,1.000000,2.1019,27.50
453739,8141930,"DVA13784/1","ZI Franklin Global Sukuk","USDFX","USD","USD",1.2863,2348.131,3020.40,3020.40,20231031,1.000000,1.2540,14.13
453739,8141930,"DVA13784/1","ZI Emirates Emerging Markets Equity","7VUSD","USD","USD",0.8473,6119.182,5184.78,5184.78,20231031,1.000000,1.1207,24.25
453739,8142366,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,6535.391,41395.82,41395.82,20231031,1.000000,5.3316,38.93
453739,8142366,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,2831.471,21565.04,21565.04,20231031,1.000000,8.8157,20.28
453739,8142366,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,5228.400,43369.57,43369.57,20231031,1.000000,8.2720,40.79
453739,8145828,"","ZI Fidelity Global Thematic Opportunities","FAUSD","USD","USD",2.6131,1948.977,5092.87,5092.87,20231031,1.000000,2.3672,16.27
453739,8145828,"","ZI BGF World Technology Fund A2 Acc USD","K2USD","USD","USD",6.6556,1669.962,11114.59,11114.59,20231031,1.000000,2.7614,35.50
453739,8145828,"","ZI Barings Dev & Emerging Markets High Yield Bond","NBUSD","USD","USD",3.4293,696.483,2388.44,2388.44,20231031,1.000000,3.3115,7.63
453739,8145828,"","ZI Schroder ISF Global Convertible Bond A Acc $","R3USD","USD","USD",1.8198,1937.242,3525.39,3525.39,20231031,1.000000,1.7867,11.26
453739,8145828,"","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1968,1161.218,2550.96,2550.96,20231031,1.000000,2.1019,8.15
453739,8145828,"","ZI Jupiter Global Fund India Select L","6FUSD","USD","USD",2.0098,3303.397,6639.16,6639.16,20231031,1.000000,1.7444,21.20
453739,8151965,"","Adventurous Fund - Currency Sterling","ADGBP","GBP","GBP",8.9928,1827.929,16438.19,16438.19,20231031,1.000000,7.2349,24.56
453739,8151965,"","Blue Chip Fund - Currency Sterling","BCGBP","GBP","GBP",6.3015,2126.079,13397.48,13397.48,20231031,1.000000,6.6616,20.02
453739,8151965,"","Cautious Fund - Currency Sterling","CAGBP","GBP","GBP",2.6829,3784.967,10154.68,10154.68,20231031,1.000000,2.8065,15.17
453739,8151965,"","ZI CT Global Select.","GMGBP","GBP","GBP",3.0271,4527.002,13703.68,13703.68,20231031,1.000000,3.1286,20.48
453739,8151965,"","Performance Fund - Currency Sterling","PFGBP","GBP","GBP",8.0952,1634.262,13229.67,13229.67,20231031,1.000000,7.4320,19.77
453739,8152228,"PIC-ZL-477","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,45635.471,378546.23,378546.23,20231031,1.000000,7.1240,100.00
453739,8157338,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,9121.667,57777.55,57777.55,20231031,1.000000,5.5745,30.11
453739,8157338,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,7314.522,55708.86,55708.86,20231031,1.000000,6.9733,29.03
453739,8157338,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,9453.944,78420.46,78420.46,20231031,1.000000,7.1679,40.86
453739,8160517,"","ZI Templeton Global Bond Fund","TEUSD","USD","USD",1.7562,6962.732,12227.94,12227.94,20231031,1.000000,2.1099,19.17
453739,8160517,"","ZI Fidelity Funds Global Dividend","USDFT","USD","USD",1.7704,9903.472,17533.10,17533.10,20231031,1.000000,1.7915,27.48
453739,8160517,"","ZI Fidelity World $","USDKV","USD","USD",1.9719,8421.116,16605.59,16605.59,20231031,1.000000,2.0190,26.03
453739,8160517,"","ZI Jupiter Merlin Int. Equities Portfolio USD","Z9USD","USD","USD",2.1589,8075.828,17434.90,17434.90,20231031,1.000000,2.2343,27.33
453739,8160526,"","ZI Fidelity Global Thematic Opportunities","FAUSD","USD","USD",2.6131,218.313,570.47,570.47,20231031,1.000000,2.3328,12.85
453739,8160526,"","ZI BGF World Technology Fund A2 Acc USD","K2USD","USD","USD",6.6556,194.281,1293.05,1293.05,20231031,1.000000,2.6204,29.12
453739,8160526,"","ZI Barings Dev & Emerging Markets High Yield Bond","NBUSD","USD","USD",3.4293,77.751,266.63,266.63,20231031,1.000000,3.2711,6.00
453739,8160526,"","ZI Schroder ISF Global Convertible Bond A Acc $","R3USD","USD","USD",1.8198,397.344,723.08,723.08,20231031,1.000000,1.7666,16.28
453739,8160526,"","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1968,129.424,284.31,284.31,20231031,1.000000,2.1019,6.40
453739,8160526,"","ZI Jupiter Global Fund India Select L","6FUSD","USD","USD",2.0098,648.280,1302.91,1302.91,20231031,1.000000,1.5327,29.34
453739,8160905,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,5840.776,44484.51,44484.51,20231031,1.000000,8.2455,39.95
453739,8160905,"","Cautious Fund - Currency US Dollar","CTUSD","USD","USD",2.8338,5854.377,16590.13,16590.13,20231031,1.000000,3.2892,14.90
453739,8160905,"","Defensive Fund - Currency US Dollar","DFUSD","USD","USD",2.0632,5338.859,11015.13,11015.13,20231031,1.000000,2.3154,9.89
453739,8160905,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,4732.386,39255.14,39255.14,20231031,1.000000,9.4803,35.26
453739,8162617,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,1694.266,10731.65,10731.65,20231031,1.000000,7.4256,24.75
453739,8162617,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,2030.487,15464.59,15464.59,20231031,1.000000,7.9660,35.66
453739,8162617,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,1610.260,13357.10,13357.10,20231031,1.000000,9.3678,30.80
453739,8162617,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.5582,2443.663,3807.71,3807.71,20231031,1.000000,2.0606,8.78
453739,8162733,"","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1968,4416.920,9703.08,9703.08,20231031,1.000000,2.1129,14.49
453739,8162733,"","ZI Fidelity Funds Global Dividend","USDFT","USD","USD",1.7704,7550.750,13367.84,13367.84,20231031,1.000000,1.6297,19.96
453739,8162733,"","ZI Fidelity World $","USDKV","USD","USD",1.9719,6730.258,13271.39,13271.39,20231031,1.000000,1.8261,19.82
453739,8162733,"","ZI Franklin High Yield $","USDMF","USD","USD",1.5507,6069.929,9412.63,9412.63,20231031,1.000000,1.5279,14.06
453739,8162733,"","ZI Jupiter Merlin Int. Equities Portfolio USD","Z9USD","USD","USD",2.1589,5981.384,12913.20,12913.20,20231031,1.000000,2.0623,19.28
453739,8162733,"","ZI Jupiter Global Fund India Select L","6FUSD","USD","USD",2.0098,4126.930,8294.30,8294.30,20231031,1.000000,1.5103,12.39
453739,8163761,"PIC-ZL-658","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,10500.757,79975.86,79975.86,20231031,1.000000,6.6298,30.10
453739,8163761,"PIC-ZL-658","Cautious Fund - Currency US Dollar","CTUSD","USD","USD",2.8338,17602.380,49881.62,49881.62,20231031,1.000000,2.7668,18.77
453739,8163761,"PIC-ZL-658","Defensive Fund - Currency US Dollar","DFUSD","USD","USD",2.0632,11292.892,23299.49,23299.49,20231031,1.000000,2.1589,8.77
453739,8163761,"PIC-ZL-658","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,13569.302,112557.36,112557.36,20231031,1.000000,6.5718,42.36
453739,8170677,"","SPS High Risk Portfolio","B0205","USD","USD",1.5196,8691.044,13206.91,13206.91,20231031,1.000000,1.7019,100.00
453739,8173122,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,2033.301,12879.13,12879.13,20231031,1.000000,7.2643,20.47
453739,8173122,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,1580.239,12035.41,12035.41,20231031,1.000000,7.8258,19.13
453739,8173122,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,2241.953,18597.00,18597.00,20231031,1.000000,7.9220,29.55
453739,8173122,"","ZI Jupiter Merlin Int. Equities Portfolio USD","Z9USD","USD","USD",2.1589,8994.383,19417.97,19417.97,20231031,1.000000,2.0740,30.86
453739,8174965,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,23295.789,147557.85,147557.85,20231031,1.000000,6.1493,43.01
453739,8174965,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,8643.541,71698.17,71698.17,20231031,1.000000,8.2874,20.90
453739,8174965,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.5582,79474.158,123836.63,123836.63,20231031,1.000000,1.8034,36.09
453739,8177214,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,1001.447,6343.26,6343.26,20231031,1.000000,4.7022,41.47
453739,8177214,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,301.754,2298.21,2298.21,20231031,1.000000,6.0466,15.03
453739,8177214,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,374.828,3109.19,3109.19,20231031,1.000000,5.9194,20.33
453739,8177214,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.5582,2274.731,3544.48,3544.48,20231031,1.000000,1.8240,23.17
453739,8180788,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,1650.248,10452.83,10452.83,20231031,1.000000,4.1971,24.97
453739,8180788,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,1946.159,14822.33,14822.33,20231031,1.000000,6.5726,35.40
453739,8180788,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,1530.686,12697.04,12697.04,20231031,1.000000,5.4285,30.33
453739,8180788,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.5582,2500.961,3896.99,3896.99,20231031,1.000000,2.0341,9.31
453739,8192128,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,4574.308,28974.12,28974.12,20231031,1.000000,6.5557,40.51
453739,8192128,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,1453.307,11068.67,11068.67,20231031,1.000000,8.7173,15.47
453739,8192128,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,1794.598,14886.19,14886.19,20231031,1.000000,8.7400,20.81
453739,8192128,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.5582,10652.547,16598.79,16598.79,20231031,1.000000,1.9832,23.21
453739,8193376,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,4934.734,31257.09,31257.09,20231031,1.000000,4.6137,40.66
453739,8193376,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,1897.170,14449.22,14449.22,20231031,1.000000,6.8927,18.80
453739,8193376,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,3756.681,31161.66,31161.66,20231031,1.000000,6.4162,40.54
453739,8194669,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,2325.368,14729.11,14729.11,20231031,1.000000,5.9530,40.50
453739,8194669,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,937.819,7142.61,7142.61,20231031,1.000000,8.0964,19.64
453739,8194669,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,1748.148,14500.88,14500.88,20231031,1.000000,8.1573,39.87
453739,8197322,"PIC13100/1","ZI Fidelity Global Thematic Opportunities","FAUSD","USD","USD",2.6131,6010.610,15706.32,15706.32,20231031,1.000000,2.6395,16.66
453739,8197322,"PIC13100/1","ZI BGF World Technology Fund A2 Acc USD","K2USD","USD","USD",6.6556,3754.860,24990.84,24990.84,20231031,1.000000,4.1195,26.50
453739,8197322,"PIC13100/1","ZI Barings Dev & Emerging Markets High Yield Bond","NBUSD","USD","USD",3.4293,2314.551,7937.28,7937.28,20231031,1.000000,3.4431,8.42
453739,8197322,"PIC13100/1","ZI Schroder ISF Global Convertible Bond A Acc $","R3USD","USD","USD",1.8198,6219.284,11317.85,11317.85,20231031,1.000000,1.9194,12.00
453739,8197322,"PIC13100/1","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1968,3904.404,8577.19,8577.19,20231031,1.000000,2.1096,9.10
453739,8197322,"PIC13100/1","ZI Jupiter Global Fund India Select L","6FUSD","USD","USD",2.0098,12821.301,25768.25,25768.25,20231031,1.000000,1.5203,27.33
453739,8209848,"PIC1248/11","ZI Canaccord Genuity Opportunity Fund","USDDL","USD","USD",1.7230,11238.921,19364.66,19364.66,20231031,1.000000,1.6349,38.69
453739,8209848,"PIC1248/11","ZI Pimco GIS Investment Grade Credit $","USDKP","USD","USD",1.2334,24878.039,30684.57,30684.57,20231031,1.000000,1.4337,61.31
453739,8215957,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,3685.941,23347.11,23347.11,20231031,1.000000,5.0229,58.42
453739,8215957,"","ZI JPM Global Natural Resources USD A Acc","CIUSD","USD","USD",0.7094,6986.305,4956.08,4956.08,20231031,1.000000,0.5432,12.40
453739,8215957,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,1406.117,11663.74,11663.74,20231031,1.000000,6.1148,29.18
453739,8216756,"","ZI BlackRock Global Funds World Gold","MDUSD","USD","USD",4.3139,5575.948,24054.08,24054.08,20231031,1.000000,5.2311,22.34
453739,8216756,"","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1968,19162.244,42095.61,42095.61,20231031,1.000000,2.0514,39.10
453739,8216756,"","ZI HSBC World Selection Portfolio 2","USDHG","USD","USD",1.3833,30010.808,41513.95,41513.95,20231031,1.000000,1.3058,38.56
453739,8217699,"PIC-ZL-786","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,2564.325,16242.69,16242.69,20231031,1.000000,5.2415,40.05
453739,8217699,"PIC-ZL-786","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.6162,1033.119,7868.44,7868.44,20231031,1.000000,7.4660,19.40
453739,8217699,"PIC-ZL-786","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.2950,1982.699,16446.48,16446.48,20231031,1.000000,7.4922,40.55
453739,8219526,"PIC12837","ZI Canaccord Genuity Balanced Fund","USDDJ","USD","USD",1.4861,10672.193,15859.94,15859.94,20231031,1.000000,1.4839,48.74
453739,8219526,"PIC12837","ZI Canaccord Genuity Growth Fund","USDDK","USD","USD",1.6705,9986.044,16681.68,16681.68,20231031,1.000000,1.5893,51.26
453739,8228146,"PIC13352","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1968,5628.013,12363.61,12363.61,20231031,1.000000,2.1158,10.09
453739,8228146,"PIC13352","ZI Templeton Global Total Return Fund","TDUSD","USD","USD",1.8904,7409.527,14006.96,14006.96,20231031,1.000000,2.3910,11.43
453739,8228146,"PIC13352","ZI Fidelity Funds Global Dividend","USDFT","USD","USD",1.7704,14793.856,26191.04,26191.04,20231031,1.000000,1.5181,21.37
453739,8228146,"PIC13352","ZI Fidelity World $","USDKV","USD","USD",1.9719,13604.642,26826.99,26826.99,20231031,1.000000,1.6411,21.89
453739,8228146,"PIC13352","ZI Franklin High Yield $","USDMF","USD","USD",1.5507,11679.088,18110.76,18110.76,20231031,1.000000,1.4621,14.78
453739,8228146,"PIC13352","ZI Jupiter Merlin Int. Equities Portfolio USD","Z9USD","USD","USD",2.1589,11601.761,25047.04,25047.04,20231031,1.000000,1.9439,20.44
453739,8229083,"","ZI BlackRock GF Global Governnment Bond $A2","BPUSD","USD","USD",1.4910,14716.759,21942.68,21942.68,20231031,1.000000,1.5581,20.21
453739,8229083,"","ZI Fidelity Global Bond fund","FCUSD","USD","USD",1.4231,19055.130,27117.35,27117.35,20231031,1.000000,1.5042,24.98
453739,8229083,"","ZI Ninety One GSF Global Strategic Equity Fund","GMUSD","USD","USD",2.6812,7936.512,21279.37,21279.37,20231031,1.000000,2.8892,19.60
453739,8229083,"","ZI Pimco GIS Investment Grade Credit $","USDKP","USD","USD",1.2334,13456.678,16597.46,16597.46,20231031,1.000000,1.2780,15.29
453739,8229083,"","ZI Threadneedle (Lux) Global Select","USDYJ","USD","USD",1.6396,13180.536,21610.80,21610.80,20231031,1.000000,1.7397,19.91
453739,8230898,"PIC128115","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1968,6052.853,13296.90,13296.90,20231031,1.000000,2.0964,63.74
453739,8230898,"PIC128115","ZI Canaccord Genuity Opportunity Fund","USDDL","USD","USD",1.7230,4389.367,7562.87,7562.87,20231031,1.000000,1.6003,36.26
453739,8231748,"","ZI Janus Henderson Continental European","CFEUR","EUR","EUR",2.3505,4651.529,10933.41,10933.41,20231031,1.000000,2.2760,26.36
453739,8231748,"","ZI Invesco Environmental  Climate Opp Bond Fund","DNEUR","EUR","EUR",1.8431,4373.962,8061.64,8061.64,20231031,1.000000,1.8727,19.44
453739,8231748,"","ZI Fidelity European Growth","FDEUR","EUR","EUR",2.6164,1553.387,4064.28,4064.28,20231031,1.000000,2.7139,9.80
453739,8231748,"","ZI Fidelity World Fund A","FEEUR","EUR","EUR",3.4319,2866.684,9838.17,9838.17,20231031,1.000000,2.6202,23.72
453739,8231748,"","ZI Jupiter Merlin Int. Equities Portfolio","GZEUR","EUR","EUR",2.6140,3282.580,8580.66,8580.66,20231031,1.000000,2.2121,20.69
453739,8237559,"PIC-ZL-161","Adventurous Fund - Currency Euro","ADEUR","EUR","USD",5.7480,552.046,3173.16,3325.77,20231031,0.954111,6.0130,19.49
453739,8237559,"PIC-ZL-161","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.3341,23.763,150.51,150.51,20231031,1.000000,5.4774,0.88
453739,8237559,"PIC-ZL-161","ZI abrdn SICAV I All China Sustainable Equity","ASUSD","USD","USD",2.3474,838.055,1967.25,1967.25,20231031,1.000000,2.7042,11.53
453739,8237559,"PIC-ZL-161","ZI FSSA China Growth A","FNUSD","USD","USD",5.6375,1553.662,8758.76,8758.76,20231031,1.000000,5.1362,51.33
453739,8237559,"PIC-ZL-161","Performance Fund - Currency Euro","PFEUR","EUR","USD",4.6193,591.241,2731.11,2862.46,20231031,0.954111,4.9126,16.77
453739,8239911,"","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1968,2021.157,4440.07,4440.07,20231031,1.000000,2.1055,10.30
453739,8239911,"","ZI Templeton Global Total Return Fund","TDUSD","USD","USD",1.8904,2485.133,4697.89,4697.89,20231031,1.000000,2.5338,10.90
453739,8239911,"","ZI Fidelity Funds Global Dividend","USDFT","USD","USD",1.7704,5323.876,9425.39,9425.39,20231031,1.000000,1.5643,21.87
453739,8239911,"","ZI Fidelity World $","USDKV","USD","USD",1.9719,4695.888,9259.82,9259.82,20231031,1.000000,1.7737,21.48
453739,8239911,"","ZI Franklin High Yield $","USDMF","USD","USD",1.5507,4169.262,6465.27,6465.27,20231031,1.000000,1.5016,15.00
453739,8239911,"","ZI Jupiter Merlin Int. Equities Portfolio USD","Z9USD","USD","USD",2.1589,4083.207,8815.23,8815.23,20231031,1.000000,2.0450,20.45
453739,8246089,"","SPS Medium High Risk Portfolio","B0204","USD","USD",1.5396,39491.723,60801.45,60801.45,20231031,1.000000,1.6891,100.00
453739,8260234,"PIC ZL 944","ZI Canaccord Genuity Opportunity Fund","USDDL","USD","USD",1.7230,6359.308,10957.08,10957.08,20231031,1.000000,1.4245,75.93
453739,8260234,"PIC ZL 944","ZI Pimco GIS Investment Grade Credit $","USDKP","USD","USD",1.2334,2816.698,3474.11,3474.11,20231031,1.000000,1.3761,24.07
