"Run Number","Policy Number","Policy Reference","Amount Paid","Date Paid","Premium Currency","Premium Type"
453739,3139168,"",145.56,"202302","USD","Regular"
453739,3139168,"",145.56,"202303","USD","Regular"
453739,3139168,"",145.56,"202304","USD","Regular"
453739,3139271,"",99.89,"202210","USD","Regular"
453739,3139271,"",99.89,"202211","USD","Regular"
453739,3139271,"",99.89,"202212","USD","Regular"
453739,3139271,"",99.89,"202301","USD","Regular"
453739,3139271,"",99.89,"202302","USD","Regular"
453739,3139271,"",99.89,"202303","USD","Regular"
453739,3139271,"",99.89,"202304","USD","Regular"
453739,3139271,"",99.89,"202305","USD","Regular"
453739,3139271,"",99.89,"202306","USD","Regular"
453739,3139271,"",99.89,"202307","USD","Regular"
453739,3139271,"",99.89,"202308","USD","Regular"
453739,3139271,"",99.89,"202309","USD","Regular"
453739,3144308,"",340.32,"202210","USD","Regular"
453739,3144308,"",340.32,"202211","USD","Regular"
453739,3144308,"",340.32,"202212","USD","Regular"
453739,3144308,"",340.32,"202301","USD","Regular"
453739,3144308,"",340.32,"202302","USD","Regular"
453739,3144308,"",340.32,"202303","USD","Regular"
453739,3144308,"",340.32,"202304","USD","Regular"
453739,3144308,"",340.32,"202305","USD","Regular"
453739,3144308,"",340.32,"202306","USD","Regular"
453739,3144308,"",340.32,"202307","USD","Regular"
453739,3144308,"",340.32,"202308","USD","Regular"
453739,3144308,"",340.32,"202309","USD","Regular"
453739,3144308,"",340.32,"202310","USD","Regular"
453739,3147853,"",81.26,"202210","USD","Regular"
453739,3147853,"",81.26,"202211","USD","Regular"
453739,3147853,"",81.26,"202212","USD","Regular"
453739,3147853,"",81.26,"202301","USD","Regular"
453739,3147853,"",81.26,"202302","USD","Regular"
453739,3147853,"",81.26,"202303","USD","Regular"
453739,3147853,"",81.26,"202304","USD","Regular"
453739,3147853,"",298.83,"202305","AED","Regular"
453739,3147853,"",81.26,"202306","USD","Regular"
453739,3147853,"",81.26,"202307","USD","Regular"
453739,3147853,"",81.26,"202308","USD","Regular"
453739,3147853,"",81.26,"202309","USD","Regular"
453739,3147853,"",81.26,"202310","USD","Regular"
453739,3148789,"NZX7P0ZK",322.25,"202308","AED","Regular"
453739,3151030,"2LJ5B82D",95.71,"202310","GBP","Regular"
453739,3151264,"",632.06,"202210","AED","Regular"
453739,3151264,"",632.00,"202211","AED","Regular"
453739,3151264,"",632.05,"202212","AED","Regular"
453739,3151264,"",171.87,"202301","USD","Regular"
453739,3151264,"",171.87,"202302","USD","Regular"
453739,3151264,"",171.87,"202303","USD","Regular"
453739,3151264,"",632.05,"202304","AED","Regular"
453739,3151264,"",632.05,"202305","AED","Regular"
453739,3151264,"",632.05,"202306","AED","Regular"
453739,3151264,"",632.05,"202307","AED","Regular"
453739,3151264,"",632.05,"202308","AED","Regular"
453739,3151264,"",632.05,"202309","AED","Regular"
453739,3151264,"",632.05,"202310","AED","Regular"
453739,3159275,"",597.75,"202210","USD","Regular"
453739,3159275,"",597.75,"202211","USD","Regular"
453739,3159275,"",597.75,"202212","USD","Regular"
453739,3159275,"",597.75,"202301","USD","Regular"
453739,3159275,"",597.75,"202302","USD","Regular"
453739,3159275,"",597.75,"202303","USD","Regular"
453739,3159275,"",597.75,"202304","USD","Regular"
453739,3159275,"",597.75,"202305","USD","Regular"
453739,3159275,"",597.75,"202306","USD","Regular"
453739,3159275,"",597.75,"202307","USD","Regular"
453739,3159275,"",597.75,"202308","USD","Regular"
453739,3159275,"",597.75,"202309","USD","Regular"
453739,3159275,"",597.75,"202310","USD","Regular"
453739,3161245,"M98RFZ7N",123.66,"202210","USD","Regular"
453739,3161245,"M98RFZ7N",123.66,"202211","USD","Regular"
453739,3161245,"M98RFZ7N",123.66,"202212","USD","Regular"
453739,3161245,"M98RFZ7N",123.66,"202301","USD","Regular"
453739,3161245,"M98RFZ7N",123.66,"202302","USD","Regular"
453739,3161245,"M98RFZ7N",123.66,"202303","USD","Regular"
453739,3161245,"M98RFZ7N",123.66,"202304","USD","Regular"
453739,3161245,"M98RFZ7N",123.66,"202305","USD","Regular"
453739,3161245,"M98RFZ7N",123.66,"202306","USD","Regular"
453739,3161245,"M98RFZ7N",123.66,"202307","USD","Regular"
453739,3161245,"M98RFZ7N",123.66,"202308","USD","Regular"
453739,3162004,"CZNQTIX8",95.45,"202210","USD","Regular"
453739,3162004,"CZNQTIX8",95.45,"202211","USD","Regular"
453739,3162004,"CZNQTIX8",95.45,"202212","USD","Regular"
453739,3162004,"CZNQTIX8",95.45,"202301","USD","Regular"
453739,3162004,"CZNQTIX8",95.45,"202302","USD","Regular"
453739,3162004,"CZNQTIX8",95.45,"202303","USD","Regular"
453739,3162004,"CZNQTIX8",95.45,"202304","USD","Regular"
453739,3162004,"CZNQTIX8",95.45,"202305","USD","Regular"
453739,3162004,"CZNQTIX8",95.45,"202306","USD","Regular"
453739,3162004,"CZNQTIX8",95.45,"202307","USD","Regular"
453739,3162004,"CZNQTIX8",95.45,"202308","USD","Regular"
453739,3163583,"",253.97,"202212","GBP","Regular"
453739,3163583,"",16.87,"202301","GBP","Regular"
453739,3163583,"",237.10,"202301","GBP","Regular"
453739,3163583,"",264.92,"202302","GBP","Regular"
453739,3163583,"",259.00,"202303","GBP","Regular"
453739,3163583,"",264.72,"202304","GBP","Regular"
453739,3163583,"",253.97,"202305","GBP","Regular"
453739,3163583,"",25.88,"202306","GBP","Regular"
453739,3163583,"",228.09,"202306","GBP","Regular"
453739,3163583,"",253.97,"202307","GBP","Regular"
453739,3163583,"",264.04,"202308","GBP","Regular"
453739,3167121,"",656.00,"202210","AED","Regular"
453739,3167121,"",656.00,"202211","AED","Regular"
453739,3167121,"",656.00,"202212","AED","Regular"
453739,3167121,"",656.00,"202301","AED","Regular"
453739,3167121,"",656.00,"202302","AED","Regular"
453739,3167121,"",656.00,"202303","AED","Regular"
453739,3167121,"",656.00,"202304","AED","Regular"
453739,3167121,"",656.00,"202305","AED","Regular"
453739,3167121,"",656.00,"202306","AED","Regular"
453739,3167121,"",656.00,"202307","AED","Regular"
453739,3167121,"",656.00,"202308","AED","Regular"
453739,3167121,"",656.00,"202309","AED","Regular"
453739,3167121,"",656.00,"202310","AED","Regular"
453739,3167130,"",822.65,"202308","USD","Regular"
453739,3169263,"",107.24,"202211","USD","Regular"
453739,3169263,"",107.24,"202212","USD","Regular"
453739,3169263,"",107.24,"202301","USD","Regular"
453739,3169263,"",107.24,"202302","USD","Regular"
453739,3169263,"",107.24,"202303","USD","Regular"
453739,3169263,"",107.24,"202304","USD","Regular"
453739,3169263,"",107.24,"202305","USD","Regular"
453739,3169263,"",107.24,"202306","USD","Regular"
453739,3169263,"",107.24,"202307","USD","Regular"
453739,3169263,"",107.24,"202308","USD","Regular"
453739,3169263,"",107.24,"202309","USD","Regular"
453739,3169263,"",107.24,"202310","USD","Regular"
453739,3173861,"",364.25,"202210","USD","Regular"
453739,3173861,"",364.25,"202211","USD","Regular"
453739,3173861,"",364.25,"202212","USD","Regular"
453739,3173861,"",364.25,"202301","USD","Regular"
453739,3173861,"",364.25,"202302","USD","Regular"
453739,3173861,"",364.25,"202303","USD","Regular"
453739,3173861,"",364.25,"202304","USD","Regular"
453739,3173861,"",364.25,"202305","USD","Regular"
453739,3173861,"",364.25,"202306","USD","Regular"
453739,3173861,"",364.25,"202307","USD","Regular"
453739,3173861,"",364.25,"202308","USD","Regular"
453739,3173861,"",364.25,"202309","USD","Regular"
453739,3173861,"",364.25,"202310","USD","Regular"
453739,3175857,"",1263.00,"202210","AED","Regular"
453739,3175857,"",1263.00,"202211","AED","Regular"
453739,3175857,"",1263.00,"202212","AED","Regular"
453739,3175857,"",1263.00,"202301","AED","Regular"
453739,3175857,"",1263.00,"202302","AED","Regular"
453739,3175857,"",1263.00,"202303","AED","Regular"
453739,3175857,"",1263.00,"202304","AED","Regular"
453739,3175857,"",1263.00,"202305","AED","Regular"
453739,3175857,"",1263.00,"202306","AED","Regular"
453739,3175857,"",1263.00,"202307","AED","Regular"
453739,3175857,"",1263.00,"202308","AED","Regular"
453739,3175857,"",2526.00,"202309","AED","Regular"
453739,3175981,"",845.00,"202210","AED","Regular"
453739,3175981,"",845.00,"202211","AED","Regular"
453739,3175981,"",845.00,"202212","AED","Regular"
453739,3175981,"",845.00,"202301","AED","Regular"
453739,3175981,"",845.00,"202302","AED","Regular"
453739,3175981,"",845.00,"202303","AED","Regular"
453739,3175981,"",845.00,"202304","AED","Regular"
453739,3175981,"",845.00,"202305","AED","Regular"
453739,3175981,"",845.00,"202306","AED","Regular"
453739,3175981,"",845.00,"202307","AED","Regular"
453739,3175981,"",845.00,"202308","AED","Regular"
453739,3175981,"",845.00,"202309","AED","Regular"
453739,3176349,"",131.16,"202210","USD","Regular"
453739,3176349,"",131.16,"202211","USD","Regular"
453739,3176349,"",131.16,"202212","USD","Regular"
453739,3176349,"",131.16,"202301","USD","Regular"
453739,3176349,"",131.16,"202302","USD","Regular"
453739,3176349,"",131.16,"202303","USD","Regular"
453739,3176349,"",131.16,"202304","USD","Regular"
453739,3176349,"",131.16,"202305","USD","Regular"
453739,3176349,"",131.16,"202306","USD","Regular"
453739,3176349,"",131.16,"202307","USD","Regular"
453739,3176349,"",131.16,"202308","USD","Regular"
453739,3176349,"",131.16,"202309","USD","Regular"
453739,3176349,"",131.16,"202310","USD","Regular"
453739,3179249,"",143.40,"202210","EUR","Regular"
453739,3179249,"",143.40,"202211","EUR","Regular"
453739,3179249,"",143.40,"202212","EUR","Regular"
453739,3179249,"",143.40,"202301","EUR","Regular"
453739,3179249,"",143.40,"202302","EUR","Regular"
453739,3179249,"",143.40,"202303","EUR","Regular"
453739,3179249,"",143.40,"202304","EUR","Regular"
453739,3179249,"",143.40,"202305","EUR","Regular"
453739,3179249,"",143.40,"202306","EUR","Regular"
453739,3179249,"",143.40,"202307","EUR","Regular"
453739,3179249,"",143.40,"202308","EUR","Regular"
453739,3179249,"",143.40,"202309","EUR","Regular"
453739,3179249,"",143.40,"202310","EUR","Regular"
453739,3180212,"",77.87,"202210","USD","Regular"
453739,3180212,"",77.87,"202211","USD","Regular"
453739,3180212,"",77.87,"202212","USD","Regular"
453739,3180212,"",77.87,"202301","USD","Regular"
453739,3180212,"",77.87,"202302","USD","Regular"
453739,3180212,"",77.87,"202303","USD","Regular"
453739,3180212,"",77.87,"202304","USD","Regular"
453739,3180212,"",77.87,"202305","USD","Regular"
453739,3180212,"",77.87,"202306","USD","Regular"
453739,3180212,"",77.87,"202307","USD","Regular"
453739,3180212,"",77.87,"202308","USD","Regular"
453739,3180212,"",77.87,"202309","USD","Regular"
453739,3180212,"",77.87,"202310","USD","Regular"
453739,3182313,"",135.78,"202210","USD","Regular"
453739,3182313,"",135.78,"202211","USD","Regular"
453739,3182313,"",135.78,"202212","USD","Regular"
453739,3182313,"",135.78,"202301","USD","Regular"
453739,3182313,"",135.78,"202302","USD","Regular"
453739,3182313,"",135.78,"202303","USD","Regular"
453739,3182313,"",135.78,"202304","USD","Regular"
453739,3182313,"",135.78,"202305","USD","Regular"
453739,3182313,"",135.78,"202306","USD","Regular"
453739,3182313,"",135.78,"202307","USD","Regular"
453739,3182313,"",135.78,"202308","USD","Regular"
453739,3182313,"",135.78,"202309","USD","Regular"
453739,3182323,"",220.04,"202210","USD","Regular"
453739,3182323,"",220.04,"202211","USD","Regular"
453739,3182323,"",220.04,"202212","USD","Regular"
453739,3182323,"",220.04,"202301","USD","Regular"
453739,3182323,"",220.04,"202302","USD","Regular"
453739,3182323,"",220.04,"202303","USD","Regular"
453739,3182323,"",220.04,"202304","USD","Regular"
453739,3182323,"",220.04,"202305","USD","Regular"
453739,3182323,"",220.04,"202306","USD","Regular"
453739,3182323,"",220.04,"202307","USD","Regular"
453739,3182323,"",220.04,"202308","USD","Regular"
453739,3182323,"",220.04,"202309","USD","Regular"
453739,3182323,"",220.04,"202310","USD","Regular"
453739,3183240,"",33039.61,"202305","AED","Regular"
453739,3183647,"",116.34,"202210","USD","Regular"
453739,3183647,"",116.34,"202211","USD","Regular"
453739,3183647,"",116.34,"202212","USD","Regular"
453739,3183647,"",116.34,"202301","USD","Regular"
453739,3183647,"",116.34,"202302","USD","Regular"
453739,3183647,"",116.34,"202303","USD","Regular"
453739,3183647,"",116.34,"202304","USD","Regular"
453739,3183647,"",116.34,"202305","USD","Regular"
453739,3183647,"",116.34,"202306","USD","Regular"
453739,3183647,"",116.34,"202307","USD","Regular"
453739,3183647,"",116.34,"202308","USD","Regular"
453739,3183647,"",116.34,"202309","USD","Regular"
453739,3185615,"",65.48,"202210","EUR","Regular"
453739,3185615,"",65.48,"202211","EUR","Regular"
453739,3185615,"",65.48,"202212","EUR","Regular"
453739,3185615,"",65.48,"202301","EUR","Regular"
453739,3185615,"",65.48,"202302","EUR","Regular"
453739,3185615,"",65.48,"202303","EUR","Regular"
453739,3185615,"",65.48,"202304","EUR","Regular"
453739,3185615,"",65.48,"202305","EUR","Regular"
453739,3185615,"",65.48,"202306","EUR","Regular"
453739,3185615,"",65.48,"202307","EUR","Regular"
453739,3185615,"",65.48,"202308","EUR","Regular"
453739,3185615,"",65.48,"202309","EUR","Regular"
453739,3185615,"",65.48,"202310","EUR","Regular"
453739,3186010,"",149.22,"202210","USD","Regular"
453739,3186010,"",149.22,"202211","USD","Regular"
453739,3186010,"",149.22,"202212","USD","Regular"
453739,3186010,"",149.22,"202301","USD","Regular"
453739,3186010,"",149.22,"202302","USD","Regular"
453739,3186010,"",149.22,"202303","USD","Regular"
453739,3186010,"",149.22,"202304","USD","Regular"
453739,3186010,"",149.22,"202305","USD","Regular"
453739,3186010,"",149.22,"202306","USD","Regular"
453739,3186010,"",149.22,"202307","USD","Regular"
453739,3186010,"",149.22,"202308","USD","Regular"
453739,3186010,"",149.22,"202309","USD","Regular"
453739,3186010,"",149.22,"202310","USD","Regular"
453739,3186231,"",158.85,"202210","AED","Regular"
453739,3186231,"",158.85,"202211","AED","Regular"
453739,3186231,"",158.85,"202212","AED","Regular"
453739,3186231,"",158.85,"202301","AED","Regular"
453739,3186231,"",158.85,"202302","AED","Regular"
453739,3186231,"",158.85,"202303","AED","Regular"
453739,3186231,"",158.85,"202304","AED","Regular"
453739,3186231,"",158.85,"202305","AED","Regular"
453739,3186231,"",158.85,"202306","AED","Regular"
453739,3186231,"",158.85,"202307","AED","Regular"
453739,3186231,"",158.85,"202308","AED","Regular"
453739,3186231,"",158.85,"202309","AED","Regular"
453739,3186231,"",158.85,"202310","AED","Regular"
453739,3186272,"",103.53,"202210","GBP","Regular"
453739,3186272,"",103.53,"202211","GBP","Regular"
453739,3186272,"",103.53,"202212","GBP","Regular"
453739,3186272,"",103.53,"202301","GBP","Regular"
453739,3186272,"",103.53,"202302","GBP","Regular"
453739,3186272,"",103.53,"202303","GBP","Regular"
453739,3186272,"",103.53,"202304","GBP","Regular"
453739,3186272,"",103.53,"202305","GBP","Regular"
453739,3186272,"",103.53,"202306","GBP","Regular"
453739,3186272,"",103.53,"202307","GBP","Regular"
453739,3186272,"",103.53,"202308","GBP","Regular"
453739,3186272,"",103.53,"202309","GBP","Regular"
453739,3186272,"",103.53,"202310","GBP","Regular"
453739,3186320,"",252.96,"202210","GBP","Regular"
453739,3186320,"",252.96,"202211","GBP","Regular"
453739,3186320,"",252.96,"202212","GBP","Regular"
453739,3186320,"",252.96,"202301","GBP","Regular"
453739,3186320,"",252.96,"202302","GBP","Regular"
453739,3186320,"",252.96,"202303","GBP","Regular"
453739,3186320,"",252.96,"202304","GBP","Regular"
453739,3186320,"",252.96,"202305","GBP","Regular"
453739,3186320,"",252.96,"202306","GBP","Regular"
453739,3186320,"",252.96,"202307","GBP","Regular"
453739,3186320,"",252.96,"202308","GBP","Regular"
453739,3186320,"",252.96,"202309","GBP","Regular"
453739,3186320,"",252.96,"202310","GBP","Regular"
453739,3187023,"",78.43,"202210","USD","Regular"
453739,3187023,"",78.43,"202211","USD","Regular"
453739,3187023,"",78.43,"202212","USD","Regular"
453739,3187023,"",78.43,"202301","USD","Regular"
453739,3187023,"",78.43,"202302","USD","Regular"
453739,3187023,"",78.43,"202303","USD","Regular"
453739,3187023,"",78.43,"202304","USD","Regular"
453739,3187023,"",78.43,"202305","USD","Regular"
453739,3187023,"",78.43,"202306","USD","Regular"
453739,3187023,"",78.43,"202307","USD","Regular"
453739,3187023,"",78.43,"202308","USD","Regular"
453739,3187023,"",78.43,"202309","USD","Regular"
453739,3187073,"",400.94,"202210","USD","Regular"
453739,3187073,"",400.94,"202211","USD","Regular"
453739,3187073,"",400.94,"202212","USD","Regular"
453739,3187073,"",400.94,"202301","USD","Regular"
453739,3187073,"",400.94,"202302","USD","Regular"
453739,3187073,"",400.94,"202303","USD","Regular"
453739,3187073,"",400.94,"202304","USD","Regular"
453739,3187073,"",400.94,"202305","USD","Regular"
453739,3187073,"",400.94,"202306","USD","Regular"
453739,3187073,"",400.94,"202307","USD","Regular"
453739,3187073,"",400.94,"202308","USD","Regular"
453739,3187073,"",400.94,"202309","USD","Regular"
453739,3187073,"",400.94,"202310","USD","Regular"
453739,3187270,"",88.18,"202210","USD","Regular"
453739,3187270,"",88.18,"202211","USD","Regular"
453739,3187270,"",88.18,"202212","USD","Regular"
453739,3187270,"",88.18,"202301","USD","Regular"
453739,3187270,"",88.18,"202302","USD","Regular"
453739,3187270,"",88.18,"202303","USD","Regular"
453739,3187270,"",88.18,"202304","USD","Regular"
453739,3187270,"",88.18,"202305","USD","Regular"
453739,3187270,"",88.18,"202306","USD","Regular"
453739,3187270,"",88.18,"202307","USD","Regular"
453739,3187270,"",88.18,"202308","USD","Regular"
453739,3187270,"",88.18,"202309","USD","Regular"
453739,3187270,"",88.18,"202310","USD","Regular"
453739,3188313,"",292.09,"202210","USD","Regular"
453739,3188313,"",292.09,"202211","USD","Regular"
453739,3188313,"",292.09,"202212","USD","Regular"
453739,3188313,"",292.09,"202301","USD","Regular"
453739,3188313,"",292.09,"202302","USD","Regular"
453739,3188313,"",292.09,"202303","USD","Regular"
453739,3188313,"",292.09,"202304","USD","Regular"
453739,3188313,"",292.09,"202305","USD","Regular"
453739,3188313,"",292.09,"202306","USD","Regular"
453739,3188313,"",292.09,"202307","USD","Regular"
453739,3188313,"",292.09,"202308","USD","Regular"
453739,3188313,"",292.09,"202309","USD","Regular"
453739,3188313,"",292.09,"202310","USD","Regular"
453739,3189247,"",647.00,"202210","AED","Regular"
453739,3189247,"",-647.00,"202210","AED","Regular"
453739,3189247,"",646.00,"202210","AED","Regular"
453739,3189247,"",1257.00,"202211","AED","Regular"
453739,3189247,"",646.00,"202301","AED","Regular"
453739,3189247,"",646.00,"202302","AED","Regular"
453739,3189247,"",646.00,"202303","AED","Regular"
453739,3189247,"",646.00,"202304","AED","Regular"
453739,3189247,"",646.00,"202305","AED","Regular"
453739,3189247,"",646.00,"202306","AED","Regular"
453739,3189247,"",646.00,"202307","AED","Regular"
453739,3189247,"",646.00,"202308","AED","Regular"
453739,3189247,"",1292.00,"202309","AED","Regular"
453739,3189255,"",611.00,"202211","AED","Regular"
453739,3189255,"",1222.00,"202212","AED","Regular"
453739,3189255,"",611.00,"202302","AED","Regular"
453739,3189255,"",611.00,"202303","AED","Regular"
453739,3189255,"",611.00,"202304","AED","Regular"
453739,3189255,"",611.00,"202305","AED","Regular"
453739,3189255,"",611.00,"202306","AED","Regular"
453739,3189255,"",611.00,"202307","AED","Regular"
453739,3189255,"",611.00,"202308","AED","Regular"
453739,3191004,"",108.73,"202211","USD","Regular"
453739,3191004,"",108.73,"202212","USD","Regular"
453739,3191004,"",108.73,"202301","USD","Regular"
453739,3191004,"",108.73,"202302","USD","Regular"
453739,3191004,"",108.73,"202303","USD","Regular"
453739,3191013,"",78.46,"202211","USD","Regular"
453739,3191013,"",78.46,"202212","USD","Regular"
453739,3191013,"",78.46,"202301","USD","Regular"
453739,3191013,"",78.46,"202302","USD","Regular"
453739,3191013,"",78.46,"202303","USD","Regular"
453739,3191013,"",78.46,"202304","USD","Regular"
453739,3191013,"",78.46,"202305","USD","Regular"
453739,3191013,"",78.46,"202306","USD","Regular"
453739,3191013,"",78.46,"202307","USD","Regular"
453739,3191013,"",78.46,"202308","USD","Regular"
453739,3191013,"",78.46,"202309","USD","Regular"
453739,3191013,"",78.46,"202310","USD","Regular"
453739,3195769,"",146.40,"202210","USD","Regular"
453739,3195769,"",146.40,"202211","USD","Regular"
453739,3195769,"",146.40,"202212","USD","Regular"
453739,3195769,"",146.40,"202301","USD","Regular"
453739,3195769,"",146.40,"202302","USD","Regular"
453739,3195769,"",146.40,"202303","USD","Regular"
453739,3195769,"",146.40,"202304","USD","Regular"
453739,3195769,"",146.40,"202305","USD","Regular"
453739,3195769,"",146.40,"202306","USD","Regular"
453739,3195769,"",146.40,"202307","USD","Regular"
453739,3195769,"",146.40,"202308","USD","Regular"
453739,3195769,"",146.40,"202309","USD","Regular"
453739,3195769,"",146.40,"202310","USD","Regular"
453739,3195858,"",174.84,"202210","GBP","Regular"
453739,3195858,"",174.84,"202211","GBP","Regular"
453739,3195858,"",174.84,"202212","GBP","Regular"
453739,3195858,"",174.84,"202301","GBP","Regular"
453739,3195858,"",174.84,"202302","GBP","Regular"
453739,3195858,"",174.84,"202303","GBP","Regular"
453739,3195858,"",174.84,"202304","GBP","Regular"
453739,3195858,"",174.84,"202305","GBP","Regular"
453739,3195858,"",174.84,"202306","GBP","Regular"
453739,3195858,"",174.84,"202307","GBP","Regular"
453739,3195858,"",174.84,"202308","GBP","Regular"
453739,3195858,"",174.84,"202309","GBP","Regular"
453739,3195858,"",174.84,"202310","GBP","Regular"
453739,5239339,"PIC250/07",600.00,"202210","USD","Regular"
453739,5239339,"PIC250/07",600.00,"202211","USD","Regular"
453739,5239339,"PIC250/07",600.00,"202212","USD","Regular"
453739,5239339,"PIC250/07",600.00,"202301","USD","Regular"
453739,5239339,"PIC250/07",600.00,"202302","USD","Regular"
453739,5239339,"PIC250/07",600.00,"202303","USD","Regular"
453739,5239339,"PIC250/07",600.00,"202304","USD","Regular"
453739,5239339,"PIC250/07",600.00,"202305","USD","Regular"
453739,5239339,"PIC250/07",600.00,"202306","USD","Regular"
453739,5239339,"PIC250/07",600.00,"202307","USD","Regular"
453739,5239339,"PIC250/07",600.00,"202308","USD","Regular"
453739,5239339,"PIC250/07",600.00,"202309","USD","Regular"
453739,5239339,"PIC250/07",600.00,"202310","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202210","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202211","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202212","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202301","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202302","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202303","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202304","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202305","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202306","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202307","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202308","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202309","USD","Regular"
453739,5255602,"PIC307/08",2000.00,"202310","USD","Regular"
453739,5256268,"",10000.00,"202211","USD","Regular"
453739,5256268,"",10000.00,"202302","USD","Regular"
453739,5256268,"",10000.00,"202305","USD","Regular"
453739,5256268,"",10000.00,"202308","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202210","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202211","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202212","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202301","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202302","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202303","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202304","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202305","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202306","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202307","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202308","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202309","USD","Regular"
453739,5259712,"PIC398/08",300.00,"202310","USD","Regular"
453739,5714946,"GIB19/07",943.00,"202210","AED","Regular"
453739,5714946,"GIB19/07",943.00,"202211","AED","Regular"
453739,5714946,"GIB19/07",943.00,"202212","AED","Regular"
453739,5714946,"GIB19/07",943.00,"202301","AED","Regular"
453739,5714946,"GIB19/07",943.00,"202302","AED","Regular"
453739,5714946,"GIB19/07",943.00,"202303","AED","Regular"
453739,5714946,"GIB19/07",943.00,"202304","AED","Regular"
453739,5714946,"GIB19/07",943.00,"202305","AED","Regular"
453739,5714946,"GIB19/07",943.00,"202306","AED","Regular"
453739,5714946,"GIB19/07",943.00,"202307","AED","Regular"
453739,5714946,"GIB19/07",943.00,"202308","AED","Regular"
453739,5714946,"GIB19/07",943.00,"202309","AED","Regular"
453739,5714946,"GIB19/07",943.00,"202310","AED","Regular"
453739,6201993,"",522.00,"202210","USD","Regular"
453739,6201993,"",522.00,"202211","USD","Regular"
453739,6201993,"",522.00,"202212","USD","Regular"
453739,6201993,"",522.00,"202301","USD","Regular"
453739,6201993,"",522.00,"202302","USD","Regular"
453739,6201993,"",522.00,"202303","USD","Regular"
453739,6201993,"",522.00,"202304","USD","Regular"
453739,6201993,"",522.00,"202305","USD","Regular"
453739,6201993,"",522.00,"202306","USD","Regular"
453739,6201993,"",522.00,"202307","USD","Regular"
453739,6201993,"",522.00,"202308","USD","Regular"
453739,6201993,"",522.00,"202309","USD","Regular"
453739,6201993,"",522.00,"202310","USD","Regular"
453739,6202553,"",150.00,"202210","USD","Regular"
453739,6202553,"",150.00,"202211","USD","Regular"
453739,6202553,"",150.00,"202212","USD","Regular"
453739,6202553,"",150.00,"202301","USD","Regular"
453739,6202553,"",150.00,"202302","USD","Regular"
453739,6202553,"",150.00,"202303","USD","Regular"
453739,6202553,"",150.00,"202304","USD","Regular"
453739,6202553,"",150.00,"202305","USD","Regular"
453739,6202553,"",150.00,"202306","USD","Regular"
453739,6202553,"",150.00,"202307","USD","Regular"
453739,6202553,"",150.00,"202308","USD","Regular"
453739,6202553,"",150.00,"202309","USD","Regular"
453739,6202685,"",150.00,"202210","USD","Regular"
453739,6202685,"",150.00,"202211","USD","Regular"
453739,6202685,"",150.00,"202212","USD","Regular"
453739,6202685,"",150.00,"202301","USD","Regular"
453739,6202685,"",150.00,"202302","USD","Regular"
453739,6202685,"",150.00,"202303","USD","Regular"
453739,6202685,"",150.00,"202304","USD","Regular"
453739,6202685,"",150.00,"202305","USD","Regular"
453739,6202685,"",150.00,"202306","USD","Regular"
453739,6202685,"",150.00,"202307","USD","Regular"
453739,6202685,"",150.00,"202308","USD","Regular"
453739,6202685,"",150.00,"202309","USD","Regular"
453739,6202685,"",150.00,"202310","USD","Regular"
453739,6203304,"",582.16,"202210","USD","Regular"
453739,6203304,"",582.16,"202211","USD","Regular"
453739,6203304,"",582.16,"202212","USD","Regular"
453739,6203304,"",582.16,"202301","USD","Regular"
453739,6203304,"",582.16,"202302","USD","Regular"
453739,6203304,"",582.16,"202303","USD","Regular"
453739,6203304,"",582.16,"202304","USD","Regular"
453739,6203304,"",582.16,"202305","USD","Regular"
453739,6203304,"",582.16,"202306","USD","Regular"
453739,6203304,"",582.16,"202307","USD","Regular"
453739,6203304,"",582.16,"202308","USD","Regular"
453739,6203304,"",582.16,"202309","USD","Regular"
453739,6203304,"",582.16,"202310","USD","Regular"
453739,6203674,"",221.00,"202210","USD","Regular"
453739,6203674,"",221.00,"202211","USD","Regular"
453739,6203674,"",221.00,"202212","USD","Regular"
