ExtractTime,DatabaseDate,PlanID,PlanNumber,InvestmentDescription,InvestmentCategory,FundCode,FundISINCode,UnitsHeld,UnitPrice,PriceDate,InvestmentCurrencyISO,InvestmentCurrencyValue,ExchangeRate,ExchangeRateDate,ValuationCurrencyISO,ValuationCurrencyValue,BookCost,InterestAccruedValue,InterestAccruedDays
01/11/2023 14:29:30,01/11/2023 06:39:13,944069,774508,Vanguard Investment Series - Global Bd Indx Hdgd Acc (GBP),Collective Funds,B50W2R1,IE00B50W2R13,50.19,138.7774,31/10/2023,GBP,6965.24,1,,GBP,6965,7133.36,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944069,774508,XTrackers (IE) PLC MSCI World - Momentum UCITS E,Exchange Traded Funds,BRCJ8M1,IE00BL25JP72,291,37.37,31/10/2023,GBP,10874.67,1,,GBP,10875,11552.41,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944070,774573,Fundsmith LLP - Equity Direct T Acc NAV (GBP),Collective Funds,B4Q5X52,GB00B4Q5X527,471.61,6.0409,31/10/2023,GBP,2848.95,1,,GBP,2849,1806.83,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944070,774573,JO Hambro Capital - Gbl Opps A Dis NAV (GBP),Collective Funds,B89PQM5,IE00B89PQM59,5642.278,2.424,31/10/2023,GBP,13676.88,1,,GBP,13677,12192.97,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944070,774573,KBA Consulting MGM Lindsell - Train Gbl Eqty B Inc NAV (GBP),Collective Funds,B3NS4D2,IE00B3NS4D25,2739.295,3.9625,31/10/2023,GBP,10854.46,1,,GBP,10854,9900.89,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944070,774573,Lazard Rathmore - Alternative Fd C Hdg Acc (GBP),Collective Funds,BGHHDH3,IE00BGHHDH35,158.077,100.1324,31/10/2023,GBP,15828.63,1,,GBP,15829,15000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944070,774573,Pictet Asset Mgt - Water I DY Dis (GBP),Collective Funds,B516BZ3,LU0448836600,32.372,405.74,31/10/2023,GBP,13134.62,1,,GBP,13135,12459.45,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944070,774573,Rivian Automotive (RIVN) - Com USD0.001 Cl A (USD),USA & Canadian Equities,BL98841,US76954A1034,729,16.2,31/10/2023,USD,11809.8,0.824062628759786,31/10/2023,GBP,9732,18266.64,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944070,774573,Schroder GAIA - Helix C Hedged Acc (GBP),Collective Funds,BZ1MKF4,LU1809996801,141.19,108.84,31/10/2023,GBP,15367.12,1,,GBP,15367,15000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944070,774573,Tesla Motors Inc - Com USD0.001 (TSLA) USD,USA & Canadian Equities,B616C79,US88160R1014,90,200.77,31/10/2023,USD,18069.3,0.824062628759786,31/10/2023,GBP,14890,18686.36,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944070,774573,Vanguard Investments - Dev Wld Ex UK Eq Ind ACC GBP,Collective Funds,B59G4Q7,GB00B59G4Q73,2.922,535.671,31/10/2023,GBP,1565.23,1,,GBP,1565,931.97,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944070,774573,VT Gravis Funds ICVC - Clean Energy Inc C (GBP),Collective Funds,BFN4H79,GB00BFN4H792,10494.17,1.343222,31/10/2023,GBP,14096,1,,GBP,14096,19000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944070,774573,XTrackers (IE) PLC MSCI World - Momentum UCITS E,Exchange Traded Funds,BRCJ8M1,IE00BL25JP72,590,37.37,31/10/2023,GBP,22048.3,1,,GBP,22048,24977.05,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944071,774903,Canaccord Gen Inv - Genuity Bal A (GBP),Collective Funds,BFXG4N0,IE00BFXG4N04,9570.805,0.9473,31/10/2023,GBP,9066.42,1,,GBP,9066,11194.97,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944071,774903,Canaccord Gen Inv - Genuity Opp A (GBP),Collective Funds,BSJCJC7,IE00BSJCJC74,6186.913,1.0973,31/10/2023,GBP,6788.9,1,,GBP,6789,8566.4,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944071,774903,Fundsmith LLP - Equity Direct T Acc NAV (GBP),Collective Funds,B4Q5X52,GB00B4Q5X527,3264.44,6.0409,31/10/2023,GBP,19720.16,1,,GBP,19720,19761.37,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944071,774903,Guinness AM Global - Equity Income Y (GBP),Collective Funds,BVYPP13,IE00BVYPP131,855.87,18.4414,31/10/2023,GBP,15783.44,1,,GBP,15783,14392.71,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944071,774903,Janus Henderson (UK) - Strategic Bond A Inc NAV (GBP),Collective Funds,0749529,GB0007495293,6976.39,0.9307,31/10/2023,GBP,6492.93,1,,GBP,6493,9024.05,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944071,774903,Vanguard Inv UK Ltd - Lifestratgy 60% Eqty Acc (GBP),Collective Funds,B3TYHH9,GB00B3TYHH97,153.056,211.8212,30/10/2023,GBP,32420.51,1,,GBP,32421,34582.4,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944073,775908,Baillie Gifford - Managed B NAV Acc (GBP),Collective Funds,0601016,GB0006010168,1382.408,12.2,31/10/2023,GBP,16865.38,1,,GBP,16865,20984.95,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944073,775908,BNY Mellon Global High Yield - Bond B Dis (GBP),Collective Funds,B87TSP6,GB00B87TSP65,26534.369,0.7097,31/10/2023,GBP,18831.44,1,,GBP,18831,24937,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944073,775908,Fundsmith LLP - Equity Instil Acc NAV (GBP),Collective Funds,B41YBW7,GB00B41YBW71,3612.83,6.1197,31/10/2023,GBP,22109.44,1,,GBP,22109,19262.26,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944073,775908,KBA Consulting MGM Lindsell - Train Gbl Eqty B Inc NAV (GBP),Collective Funds,B3NS4D2,IE00B3NS4D25,5334.941,3.9625,31/10/2023,GBP,21139.7,1,,GBP,21140,21274.26,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944073,775908,Liontrust Funds - UK Growth Inc (GBP),Collective Funds,B56BDS0,GB00B56BDS09,2081.86,4.7259,31/10/2023,GBP,9838.66,1,,GBP,9839,8466.33,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944073,775908,Schroder UT - Managed Balanced Inst Acc  (GBP),Collective Funds,0289984,GB0002899846,1585,12.1,31/10/2023,GBP,19178.5,1,,GBP,19178,17688.51,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944073,775908,Vanguard Investments UK Ltd - Lifestrat 20% Eqty A Acc (GBP),Collective Funds,B4NXY34,GB00B4NXY349,303.501,148.1556,30/10/2023,GBP,44965.37,1,,GBP,44965,51768.98,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944075,777215,BBVA (IDAD) 6y Quarterly Mem - Income A/C 17/07/24 (GBP),Structured Investments,5HBFVS3,XS1838127188,74000,95.67,27/10/2023,GBP,70795.8,1,,GBP,70796,74000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944075,777215,First Sentier IN.G - FSSA Asian Eqty Plus III (USD),Collective Funds,B97MK23,IE00B97MK230,845.713,14.9202,31/10/2023,USD,12618.21,0.824062628759786,31/10/2023,GBP,10398,11332.47,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944075,777215,ISHARES (IS15.L) - MKT IBOX STG CORP BD 1-5 (GBP),Exchange Traded Funds,B5L65R3,IE00B5L65R35,241,96.89,31/10/2023,GBP,23350.49,1,,GBP,23350,25918.97,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944075,777215,Ishares VI Plc Edge MSCI - World Min Vol UCITS (MVOL) USD,Exchange Traded Funds,B8FHGS1,IE00B8FHGS14,371,54.98,31/10/2023,USD,20397.58,0.824062628759786,31/10/2023,GBP,16809,15258.61,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944075,777215,iShares VII Plc (CNDX) - Nasdaq 100 Ucits ETF USD,Exchange Traded Funds,B542V81,IE00B53SZB19,20,814.63,31/10/2023,USD,16292.6,0.824062628759786,31/10/2023,GBP,13426,8397.86,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944075,777215,Royal London AM Ethical - Bond M Acc (GBP),Collective Funds,BJ4KSX7,GB00BJ4KSX76,16951.004,1.326,31/10/2023,GBP,22477.03,1,,GBP,22477,26000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944075,777215,UBAM Sicav - Glbl High Yld Sol R Cap (USD),Collective Funds,4GFMWV4,LU0569864480,98.754,192.36,27/10/2023,USD,18996.32,0.824062628759786,31/10/2023,GBP,15654,14069.2,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944076,777868,VAM Finance SA US - Mid Cap Growth B (USD),Collective Funds,B06FP25,LU0214333063,47.837,275.27,31/10/2023,USD,13168.09,1,31/10/2023,USD,13168,20000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944078,778451,Coral Portfolio SICAV SIF - Student Portfolio Cl A (GBP),Alternative Investment Funds,B3KTXV9,LU0407011179,20997,2.6001,25/10/2023,GBP,54594.3,1,,GBP,54594,35000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944078,778451,Emirates MENA - Top Compaies B Acc  (GBP),Collective Funds,BMM1ST9,LU1060354237,1600,9.8777,31/10/2023,GBP,15804.32,1,,GBP,15804,16000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944078,778451,Ninety One Fd Mgrs - Global Gold A Acc (GBP),Collective Funds,B12B5S0,GB00B12B5S05,9093.862,1.8212,31/10/2023,GBP,16561.74,1,,GBP,16562,14000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944078,778451,Sprott Physical Gold Trust - Units (PHYS) USD,USA & Canadian Equities,B61HGS1,CA85207H1047,1674,15.52,31/10/2023,USD,25980.48,0.824062628759786,31/10/2023,GBP,21410,13910.6,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944080,779284,CT FTSE - All Share Tracker 1 Acc GBP,Collective Funds,3313802,GB0033138024,1767.88,7.812,31/10/2023,GBP,13810.68,1,,GBP,13811,11415.18,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944080,779284,GAM Star Fund (Ire) Balanced - C Accum (GBP),Collective Funds,B5KRCY3,IE00B5KRCY30,701.51,13.994,31/10/2023,GBP,9816.93,1,,GBP,9817,9049.01,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944080,779284,Schroders Intl Selection - US Smlr Cos Impact A1 Acc USD,Collective Funds,B01FCY1,LU0133716109,106.17,155.8943,31/10/2023,USD,16551.3,0.824062628759786,31/10/2023,GBP,13639,11427.48,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944080,779284,Vanguard Investment Series - Inv Shs US500Stk Idx Fd (USD),Collective Funds,0263966,IE0002639668,602.97,48.9957,31/10/2023,USD,29542.94,0.824062628759786,31/10/2023,GBP,24345,14233.32,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944086,781319,Aberdeen Std SICAV II Global - Smaller Companies D Acc GBP,Collective Funds,BQPB2Z8,LU2530218457,1001.265,10.7016,31/10/2023,GBP,10715.14,1,,GBP,10715,13466.72,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944086,781319,Amundi MSCI Emerging Markets - SRI PAB UCITS (MSRG) GBP,Exchange Traded Funds,BKTHWG1,LU1861138961,216,39.51,31/10/2023,GBP,8534.16,1,,GBP,8534,10081.28,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944086,781319,DB X-Trackers (XDEV) - MSCI World Value Factor,Exchange Traded Funds,BRCJ8L0,IE00BL25JM42,652,30.52,31/10/2023,GBP,19899.04,1,,GBP,19899,18507.46,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944086,781319,Fidelity Inv Mgmt LUX - Global Dividend W Acc Nav GBP,Collective Funds,BJVDYY2,LU1033663052,8564.63,2.351,31/10/2023,GBP,20135.45,1,,GBP,20135,18516.74,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944086,781319,FundSmith SICAV - Equity Fund I Acc (GBP),Collective Funds,BMH4M80,LU1053186349,577.94,36.39,31/10/2023,GBP,21031.24,1,,GBP,21031,20200,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944086,781319,Invesco Physical (SGLP) - Secured Gold Lkd Nts (GBP),Exchange Traded Funds,B4PYKC6,IE00B579F325,60,158.35,31/10/2023,GBP,9501,1,,GBP,9501,8368.22,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944086,781319,iShares UK Credit Bond - Index Fund (IE) D Acc (GBP),Collective Funds,BD0NC47,IE00BD0NC474,1980,9.571,31/10/2023,GBP,18950.58,1,,GBP,18951,21883,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944086,781319,UBS Lux Fund (UBTP) - Blm Barc Tips1-10 HD (GBP),Exchange Traded Funds,BYWK760,LU1459801947,1091,13.8837,31/10/2023,GBP,15147.12,1,,GBP,15147,16822.25,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944086,781319,Vanguard Investment Series - Global Bd Indx Hdgd Acc (GBP),Collective Funds,B50W2R1,IE00B50W2R13,96.08,138.7774,31/10/2023,GBP,13333.73,1,,GBP,13334,15150,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944086,781319,XTrackers (IE) PLC MSCI World - Momentum UCITS E,Exchange Traded Funds,BRCJ8M1,IE00BL25JP72,532,37.37,31/10/2023,GBP,19880.84,1,,GBP,19881,20182.44,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,Amundi MSCI Emerging Markets - SRI PAB UCITS (MSRG) GBP,Exchange Traded Funds,BKTHWG1,LU1861138961,109,39.51,31/10/2023,GBP,4306.59,1,,GBP,4307,4595.29,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,BBVA (IDAD) 6y Qrtly Mem - Inc A/C 26/09/24 (GBP),Structured Investments,5H7RTR8,XS1867120567,54000,96.02,27/10/2023,GBP,51850.8,1,,GBP,51851,54000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,DB X-Trackers (XDEV) - MSCI World Value Factor,Exchange Traded Funds,BRCJ8L0,IE00BL25JM42,278,30.52,31/10/2023,GBP,8484.56,1,,GBP,8485,8393.91,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,Fidelity Inv Mgmt LUX - Global Dividend W Acc Nav GBP,Collective Funds,BJVDYY2,LU1033663052,3505.1,2.351,31/10/2023,GBP,8240.49,1,,GBP,8240,8405.23,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,Invesco Physical (SGLP) - Secured Gold Lkd Nts (GBP),Exchange Traded Funds,B4PYKC6,IE00B579F325,24,158.35,31/10/2023,GBP,3800.4,1,,GBP,3800,3760.64,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,IShares III Plc (SWDA) - MSCI World Acc (GBP),Exchange Traded Funds,B4L60Z9,IE00B4L5Y983,95,64.7349,31/10/2023,GBP,6149.82,1,,GBP,6150,6071.11,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,iShares UK Credit Bond - Index Fund (IE) D Acc (GBP),Collective Funds,BD0NC47,IE00BD0NC474,1019.61,9.571,31/10/2023,GBP,9758.69,1,,GBP,9759,9967.27,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,KBA Consulting MGM Lindsell - Train Gbl Eqty B Inc NAV (GBP),Collective Funds,B3NS4D2,IE00B3NS4D25,10908.957,3.9625,31/10/2023,GBP,43226.74,1,,GBP,43227,40260,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,Morgan Stanley IF - Global Quality Z Acc (GBP),Collective Funds,BMG7GC2,LU2502369130,358.47,25.57,31/10/2023,GBP,9166.08,1,,GBP,9166,9223.44,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,UBS Lux Fund (UBTP) - Blm Barc Tips1-10 HD (GBP),Exchange Traded Funds,BYWK760,LU1459801947,532,13.8837,31/10/2023,GBP,7386.13,1,,GBP,7386,7649.92,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,Vanguard Inv UK Ltd - Lifestratgy 60% Eqty Acc (GBP),Collective Funds,B3TYHH9,GB00B3TYHH97,148.345,211.8212,30/10/2023,GBP,31422.62,1,,GBP,31423,33000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,Vanguard Investment Series - Global Bd Indx Hdgd Acc (GBP),Collective Funds,B50W2R1,IE00B50W2R13,47.95,138.7774,31/10/2023,GBP,6654.38,1,,GBP,6654,6917.58,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944087,781527,XTrackers (IE) PLC MSCI World - Momentum UCITS E,Exchange Traded Funds,BRCJ8M1,IE00BL25JP72,243,37.37,31/10/2023,GBP,9080.91,1,,GBP,9081,9197.66,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944088,781541,Fundsmith LLP - Equity Direct T Acc NAV (GBP),Collective Funds,B4Q5X52,GB00B4Q5X527,1103.68,6.0409,31/10/2023,GBP,6667.22,1,,GBP,6667,6000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944088,781541,FundSmith SICAV - Equity Fund I Acc (GBP),Collective Funds,BMH4M80,LU1053186349,835.45,36.39,31/10/2023,GBP,30402.03,1,,GBP,30402,17250,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944088,781541,Investec (Mariana) 6y Gbl Indx - Income Buildr 09/02/24 (GBP),Structured Investments,0CPQ784,XS1744628527,40500,52.2063,27/10/2023,GBP,21143.55,1,,GBP,21144,40500,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944088,781541,ISHARES (IS15.L) - MKT IBOX STG CORP BD 1-5 (GBP),Exchange Traded Funds,B5L65R3,IE00B5L65R35,190,96.89,31/10/2023,GBP,18409.1,1,,GBP,18409,20526.91,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944088,781541,KBA Consulting MGM Lindsell - Train Gbl Eqty B Inc NAV (GBP),Collective Funds,B3NS4D2,IE00B3NS4D25,6505.015,3.9625,31/10/2023,GBP,25776.12,1,,GBP,25776,17250,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944088,781541,Vanguard Inv UK Ltd - Lifestratgy 60% Eqty Acc (GBP),Collective Funds,B3TYHH9,GB00B3TYHH97,219.173,211.8212,30/10/2023,GBP,46425.49,1,,GBP,46425,44500,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944089,781623,BBVA (CS) 6Y Prime Income - 7.8% Note 2 07/02/29 (GBP),Structured Investments,BNNDV69,XS2442514399,22000,92.17,27/10/2023,GBP,20277.4,1,,GBP,20277,22000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944089,781623,HSBC ETFS PLC (HMEF) - MSCI Emerging Mkt Ucits (GBP),U.K. Equities,B5ZPRQ9,IE00B5SSQT16,1710,7.485,31/10/2023,GBP,12799.35,1,,GBP,12799,16625.94,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944089,781623,Invesco Markets PLC (SPXP) - S&P 500 UCITS ETF (GBP),Exchange Traded Funds,BNLPV90,IE00B3YCGJ38,76,666.62,31/10/2023,GBP,50663.12,1,,GBP,50663,42684.56,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944089,781623,iShares III Plc (WLDS) - MSCI World Sm Cap (GBP),Exchange Traded Funds,BYZQ0X3,IE00BF4RFH31,4544,4.813,31/10/2023,GBP,21870.27,1,,GBP,21870,23756.85,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944089,781623,Ishares Physical M Ishs - Phys Gold ETC USD (SGLN) GBP,Exchange Traded Funds,B4R1D93,IE00B4ND3602,482,31.93,31/10/2023,GBP,15390.26,1,,GBP,15390,11835.46,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944089,781623,iShares Trust (ACWX) - MSCI ACWI Ex US (USD),Exchange Traded Funds,B2QKQP4,US4642882405,870,45.52,31/10/2023,USD,39602.4,0.824062628759786,31/10/2023,GBP,32635,35607.07,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944089,781623,Morgan Stanley (CS) 6y Clsscs - 12% Note 25 13/02/29 (USD),Structured Investments,3PR23W4,XS2534586073,25000,97.86,27/10/2023,USD,24465,0.824062628759786,31/10/2023,GBP,20161,20230.63,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944089,781623,Vanguard Fds Plc (VWRL.L) - FTSE All World ETF Inc (GBP),Exchange Traded Funds,B7NLLH2,IE00B3RBWM25,570,86.053,31/10/2023,GBP,49050.21,1,,GBP,49050,47444.83,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944090,781678,Blackrock ishares - Developed World Tobacco (GBP),Collective Funds,BYZ8K06,IE00BYZ8K068,1289.59,15.04,31/10/2023,GBP,19395.43,1,,GBP,19395,18200,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944090,781678,Invesco Management - Sterling Bond Fund C Acc (GBP),Collective Funds,BFLV556,LU1775981431,3215.434,5.0832,31/10/2023,GBP,16344.69,1,,GBP,16345,18200,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944090,781678,JO Hambro Capital - Gbl Opps A Dis NAV (GBP),Collective Funds,B89PQM5,IE00B89PQM59,12771.74,2.424,31/10/2023,GBP,30958.7,1,,GBP,30959,26118.6,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944090,781678,KBA Consulting MGM Lindsell - Train Gbl Eqty B Inc NAV (GBP),Collective Funds,B3NS4D2,IE00B3NS4D25,8627.943,3.9625,31/10/2023,GBP,34188.22,1,,GBP,34188,35312.4,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944090,781678,Vanguard Inv UK Ltd - Lifestratgy 60% Eqty Acc (GBP),Collective Funds,B3TYHH9,GB00B3TYHH97,167.328,211.8212,30/10/2023,GBP,35443.62,1,,GBP,35444,34324.81,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944090,781678,Vanguard Invest Lifestrategy - 40 Percent Equity Acc (GBP),Collective Funds,B3ZHN96,GB00B3ZHN960,188.585,177.1088,30/10/2023,GBP,33400.06,1,,GBP,33400,35024.81,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,Aberdeen Std SICAV II Global - Smaller Companies D Acc GBP,Collective Funds,BQPB2Z8,LU2530218457,1849.55,10.7016,31/10/2023,GBP,19793.14,1,,GBP,19793,23695.69,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,Amundi MSCI Emerging Markets - SRI PAB UCITS (MSRG) GBP,Exchange Traded Funds,BKTHWG1,LU1861138961,404,39.51,31/10/2023,GBP,15962.04,1,,GBP,15962,18947.81,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,Blackrock Index Select IShares - DVLPD World Index D Cl A (GBP),Collective Funds,BD0NCL4,IE00BD0NCL49,2020.81,17.252,31/10/2023,GBP,34863.01,1,,GBP,34863,33173.97,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,DB X-Trackers (XDEV) - MSCI World Value Factor,Exchange Traded Funds,BRCJ8L0,IE00BL25JM42,983,30.52,31/10/2023,GBP,30001.16,1,,GBP,30001,28428.37,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,Fidelity Inv Mgmt LUX - Global Dividend W Acc Nav GBP,Collective Funds,BJVDYY2,LU1033663052,12202.84,2.351,31/10/2023,GBP,28688.88,1,,GBP,28689,26065.26,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,FundSmith SICAV - Equity Fund I Acc (GBP),Collective Funds,BMH4M80,LU1053186349,839.77,36.39,31/10/2023,GBP,30559.23,1,,GBP,30559,28434.83,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,UBS Lux Fund (UBTP) - Blm Barc Tips1-10 HD (GBP),Exchange Traded Funds,BYWK760,LU1459801947,1425,13.8837,31/10/2023,GBP,19784.27,1,,GBP,19784,21320.91,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,Vanguard Investment Series - Global Bd Indx Hdgd Acc (GBP),Collective Funds,B50W2R1,IE00B50W2R13,120.81,138.7774,31/10/2023,GBP,16765.7,1,,GBP,16766,18956.55,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,XTrackers (IE) PLC MSCI World - Momentum UCITS E,Exchange Traded Funds,BRCJ8M1,IE00BL25JP72,827,37.37,31/10/2023,GBP,30904.99,1,,GBP,30905,30773.7,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,Baillie Gifford - Managed B NAV Acc (GBP),Collective Funds,0601016,GB0006010168,5749.209,12.2,31/10/2023,GBP,70140.35,1,,GBP,70140,87387.98,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,Fundsmith LLP - Equity Instil Acc NAV (GBP),Collective Funds,B41YBW7,GB00B41YBW71,8136.54,6.1197,31/10/2023,GBP,49793.18,1,,GBP,49793,43693.99,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,KBA Consulting MGM Lindsell - Train Gbl Eqty B Inc NAV (GBP),Collective Funds,B3NS4D2,IE00B3NS4D25,10702.753,3.9625,31/10/2023,GBP,42409.66,1,,GBP,42410,43693.99,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,Vanguard (UK) - Lifestrategy 60% Eqty Inc GBP,Collective Funds,B4R2F34,GB00B4R2F348,477.974,176.2386,30/10/2023,GBP,84237.47,1,,GBP,84237,87387.98,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,Vanguard Investments UK Ltd - Lifestrat 20% Eqty A Acc (GBP),Collective Funds,B4NXY34,GB00B4NXY349,506.597,148.1556,30/10/2023,GBP,75055.18,1,,GBP,75055,87387.98,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,Baillie Gifford - Managed B NAV Acc (GBP),Collective Funds,0601016,GB0006010168,2265.026,12.2,31/10/2023,GBP,27633.32,1,,GBP,27633,34383.09,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,Fundsmith LLP - Equity Instil Acc NAV (GBP),Collective Funds,B41YBW7,GB00B41YBW71,3203.38,6.1197,31/10/2023,GBP,19603.72,1,,GBP,19604,17191.54,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,KBA Consulting MGM Lindsell - Train Gbl Eqty B Inc NAV (GBP),Collective Funds,B3NS4D2,IE00B3NS4D25,4260.71,3.9625,31/10/2023,GBP,16883.06,1,,GBP,16883,17191.54,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,Vanguard (UK) - Lifestrategy 60% Eqty Inc GBP,Collective Funds,B4R2F34,GB00B4R2F348,189.064,176.2386,30/10/2023,GBP,33320.37,1,,GBP,33320,34383.09,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,Vanguard Investments UK Ltd - Lifestrat 20% Eqty A Acc (GBP),Collective Funds,B4NXY34,GB00B4NXY349,199.902,148.1556,30/10/2023,GBP,29616.6,1,,GBP,29617,34383.09,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,Invesco Management - Sterling Bond Fund C Acc (GBP),Collective Funds,BFLV556,LU1775981431,2277.335,5.0832,31/10/2023,GBP,11576.15,1,,GBP,11576,12951.66,0,0
