ExtractTime,DatabaseDate,PlanID,PlanNumber,AccountRef,AccountType,CurrencyISO,PostingDate,Details,Amount,StatementKey
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/07/2022,Balance Brought Forward,6776.62,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/07/2022,Fund Adviser Fee period up to 30-JUN-2022,-566.39,3502
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/07/2022,Administration Charge period up to 30-JUN-2022,-114.5,3503
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,31/07/2022,period up to 31-JUL-2022 782053 Safekeeping Fees,-1.46,3504
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,31/08/2022,period up to 31-AUG-2022 782053 Safekeeping Fees,-1.48,3505
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,20/09/2022,Withdrawal APBC021659 AH-57761,-595.48,3506
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,20/09/2022,TT Charge Notional AH-57761,-1,3507
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,30/09/2022,period up to 30-SEP-2022 782053 Safekeeping Fees,-1.42,3508
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/10/2022,Fund Adviser Fee period up to 30-SEP-2022,-562.3,3602
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/10/2022,Administration Charge period up to 30-SEP-2022,-114.5,3603
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,31/10/2022,period up to 31-OCT-2022 782053 Safekeeping Fees,-1.43,3604
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,30/11/2022,period up to 30-NOV-2022 782053 Safekeeping Fees,-1.48,3605
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,31/12/2022,period up to 31-DEC-2022 782053 Safekeeping Fees,-1.46,3702
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,31/12/2022,Interest,4.31,3703
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/01/2023,Fund Adviser Fee period up to 31-DEC-2022,-575.64,3704
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/01/2023,Administration Charge period up to 31-DEC-2022,-114.5,3705
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,31/01/2023,period up to 31-JAN-2023 782053 Safekeeping Fees,-1.49,3706
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,28/02/2023,period up to 28-FEB-2023 782053 Safekeeping Fees,-1.47,3707
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,31/03/2023,period up to 31-MAR-2023 782053 Safekeeping Fees,-1.46,3708
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,31/03/2023,Interest,10.38,3709
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/04/2023,Fund Adviser Fee period up to 31-MAR-2023,-588.23,3802
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/04/2023,Administration Charge period up to 31-MAR-2023,-128,3803
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,30/04/2023,period up to 30-APR-2023 782053 Safekeeping Fees,-1.46,3804
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,31/05/2023,period up to 31-MAY-2023 782053 Safekeeping Fees,-1.43,3805
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,30/06/2023,period up to 30-JUN-2023 782053 Safekeeping Fees,-1.47,3806
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,30/06/2023,Interest,11.61,3807
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/07/2023,Fund Adviser Fee period up to 30-JUN-2023,-591.02,3902
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/07/2023,Administration Charge period up to 30-JUN-2023,-128,3903
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,31/07/2023,period up to 31-JUL-2023 782053 Safekeeping Fees,-1.5,3904
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,31/08/2023,period up to 31-AUG-2023 782053 Safekeeping Fees,-1.48,3905
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,30/09/2023,period up to 30-SEP-2023 782053 Safekeeping Fees,-1.49,3906
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,30/09/2023,Interest,11.88,3907
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/10/2023,Fund Adviser Fee period up to 30-SEP-2023,-589.34,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/10/2023,Administration Charge period up to 30-SEP-2023,-128,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,944094,782053,78205300,General Transactions Account,GBP,01/11/2023 14:29:30,Current Balance,1995.92,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,10178218900,General Transactions Account,EUR,01/11/2023 14:29:30,Balance Brought Forward,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,10178218900,General Transactions Account,EUR,01/11/2023 14:29:30,Current Balance,0,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,178218900,General Transactions Account,USD,01/11/2023 14:29:30,Balance Brought Forward,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,178218900,General Transactions Account,USD,01/11/2023 14:29:30,Current Balance,0,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/07/2022,Balance Brought Forward,79327.44,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/07/2022,Fund Adviser Fee period up to 30-JUN-2022,-997.92,3302
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/07/2022,Establishment Charge period up to 30-JUN-2022,-916.19,3303
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/07/2022,Administration Charge period up to 30-JUN-2022,-114.5,3304
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,11/08/2022,DIVIDEND   on 10702.753 @ GBP.0236 Vchr46910 KBA - Consulting MGM Lindsell Train Gbl Eqty B Inc NAV (GBP),252.58,3305
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,21/09/2022,Withdrawal Trustfee 2228397STK0,-550,3306
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/10/2022,Fund Adviser Fee period up to 30-SEP-2022,-865.27,3402
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/10/2022,Establishment Charge period up to 30-SEP-2022,-916.19,3403
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/10/2022,Administration Charge period up to 30-SEP-2022,-114.5,3404
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,31/12/2022,Interest,67.2,3502
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/01/2023,Fund Adviser Fee period up to 31-DEC-2022,-995.4,3503
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/01/2023,Establishment Charge period up to 31-DEC-2022,-916.19,3504
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/01/2023,Administration Charge period up to 31-DEC-2022,-114.5,3505
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,02/02/2023,DIVIDEND   on 10702.753 @ GBP.0176 Vchr79820 KBA - Consulting MGM Lindsell Train Gbl Eqty B Inc NAV (GBP),188.37,3506
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,31/03/2023,Interest,184.15,3507
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/04/2023,Fund Adviser Fee period up to 31-MAR-2023,-1022.73,3602
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/04/2023,Establishment Charge period up to 31-MAR-2023,-916.19,3603
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/04/2023,Administration Charge period up to 31-MAR-2023,-128,3604
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/06/2023,DIVIDEND   on 477.974 @ GBP3.165154 Vchr99614 Vanguard - (UK) Lifestrategy 60% Eqty Inc GBP,1512.86,3605
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,30/06/2023,Interest,244.08,3606
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/07/2023,Fund Adviser Fee period up to 30-JUN-2023,-1023.16,3702
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/07/2023,Establishment Charge period up to 30-JUN-2023,-916.19,3703
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/07/2023,Administration Charge period up to 30-JUN-2023,-128,3704
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,03/08/2023,DIVIDEND   on 10702.753 @ GBP.025 Vchr14984 KBA - Consulting MGM Lindsell Train Gbl Eqty B Inc NAV (GBP),267.57,3705
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,30/09/2023,Interest,312.53,3706
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/10/2023,Administration Charge period up to 30-SEP-2023,-128,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/10/2023,Establishment Charge period up to 30-SEP-2023,-916.19,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/10/2023,Fund Adviser Fee period up to 30-SEP-2023,-1003.16,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,944095,782189,78218900,General Transactions Account,GBP,01/11/2023 14:29:30,Current Balance,69674.5,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,10178219000,General Transactions Account,EUR,01/11/2023 14:29:30,Balance Brought Forward,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,10178219000,General Transactions Account,EUR,01/11/2023 14:29:30,Current Balance,0,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,178219000,General Transactions Account,USD,01/11/2023 14:29:30,Balance Brought Forward,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,178219000,General Transactions Account,USD,01/11/2023 14:29:30,Current Balance,0,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/07/2022,Balance Brought Forward,28567.25,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/07/2022,Fund Adviser Fee period up to 30-JUN-2022,-387.29,3302
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/07/2022,Establishment Charge period up to 30-JUN-2022,-368.2,3303
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/07/2022,Administration Charge period up to 30-JUN-2022,-114.5,3304
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,11/08/2022,DIVIDEND   on 4260.71 @ GBP.0236 Vchr46911 KBA - Consulting MGM Lindsell Train Gbl Eqty B Inc NAV (GBP),100.55,3305
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,21/09/2022,Withdrawal Trustfee 2228397STK1,-550,3306
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/10/2022,Fund Adviser Fee period up to 30-SEP-2022,-322.1,3402
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/10/2022,Establishment Charge period up to 30-SEP-2022,-368.2,3403
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/10/2022,Administration Charge period up to 30-SEP-2022,-114.5,3404
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,31/12/2022,Interest,23.66,3502
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/01/2023,Fund Adviser Fee period up to 31-DEC-2022,-385.16,3503
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/01/2023,Establishment Charge period up to 31-DEC-2022,-368.2,3504
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/01/2023,Administration Charge period up to 31-DEC-2022,-114.5,3505
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,02/02/2023,DIVIDEND   on 4260.71 @ GBP.0176 Vchr79821 KBA - Consulting MGM Lindsell Train Gbl Eqty B Inc NAV (GBP),74.99,3506
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,31/03/2023,Interest,64.47,3507
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/04/2023,Fund Adviser Fee period up to 31-MAR-2023,-395.75,3602
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/04/2023,Establishment Charge period up to 31-MAR-2023,-368.2,3603
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/04/2023,Administration Charge period up to 31-MAR-2023,-128,3604
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/06/2023,DIVIDEND   on 189.0636 @ GBP3.165154 Vchr99615 - Vanguard (UK) Lifestrategy 60% Eqty Inc GBP,598.42,3605
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,30/06/2023,Interest,84.96,3606
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/07/2023,Fund Adviser Fee period up to 30-JUN-2023,-395.7,3702
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/07/2023,Establishment Charge period up to 30-JUN-2023,-368.2,3703
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/07/2023,Administration Charge period up to 30-JUN-2023,-128,3704
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,03/08/2023,DIVIDEND   on 4260.71 @ GBP.025 Vchr14985 KBA - Consulting MGM Lindsell Train Gbl Eqty B Inc NAV (GBP),106.52,3705
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,30/09/2023,Interest,108.28,3706
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/10/2023,Fund Adviser Fee period up to 30-SEP-2023,-387.62,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/10/2023,Administration Charge period up to 30-SEP-2023,-128,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/10/2023,Establishment Charge period up to 30-SEP-2023,-368.2,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,944096,782190,78219000,General Transactions Account,GBP,01/11/2023 14:29:30,Current Balance,23968.78,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,10178219200,General Transactions Account,EUR,01/11/2023 14:29:30,Balance Brought Forward,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,10178219200,General Transactions Account,EUR,01/11/2023 14:29:30,Current Balance,0,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,178219200,General Transactions Account,USD,01/11/2023 14:29:30,Balance Brought Forward,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,178219200,General Transactions Account,USD,01/11/2023 14:29:30,Current Balance,0,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/07/2022,Balance Brought Forward,2898.34,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/07/2022,Fund Adviser Fee period up to 30-JUN-2022,-294.79,3202
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/07/2022,Establishment Charge period up to 30-JUN-2022,-335.87,3203
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/07/2022,Administration Charge period up to 30-JUN-2022,-114.5,3204
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,31/07/2022,period up to 31-JUL-2022 782192 Safekeeping Fees,-0.17,3205
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,31/08/2022,period up to 31-AUG-2022 782192 Safekeeping Fees,-0.16,3206
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,29/09/2022,DIVIDEND   on GBP84 @ GBP.7913 Vchr54528 IShares GBP - Corporate Bond (SLXX.L) #,66.47,3207
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,30/09/2022,period up to 30-SEP-2022 782192 Safekeeping Fees,-0.14,3208
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/10/2022,Fund Adviser Fee period up to 30-SEP-2022,-281.81,3302
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/10/2022,Establishment Charge period up to 30-SEP-2022,-335.87,3303
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/10/2022,Administration Charge period up to 30-SEP-2022,-114.5,3304
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,31/10/2022,period up to 31-OCT-2022 782192 Safekeeping Fees,-0.15,3305
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,30/11/2022,period up to 30-NOV-2022 782192 Safekeeping Fees,-0.15,3306
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,20/12/2022,Withdrawal APSW020842 AH-59903,-917,3307
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,20/12/2022,TT Charge Notional AH-59903,-25,3308
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,31/12/2022,period up to 31-DEC-2022 782192 Safekeeping Fees,-0.15,3402
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,31/12/2022,Interest,1.17,3403
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/01/2023,Fund Adviser Fee period up to 31-DEC-2022,-286.74,3404
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/01/2023,Establishment Charge period up to 31-DEC-2022,-335.87,3405
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/01/2023,Administration Charge period up to 31-DEC-2022,-114.5,3406
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,03/01/2023,DIVIDEND   on GBP84 @ GBP.951 Vchr72626 IShares GBP - Corporate Bond (SLXX.L) #,79.88,3407
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,31/01/2023,period up to 31-JAN-2023 782192 Safekeeping Fees,-0.16,3408
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,28/02/2023,period up to 28-FEB-2023 782192 Safekeeping Fees,-0.15,3409
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,30/03/2023,DIVIDEND   on GBP84 @ GBP1.1341 Vchr88760 IShares GBP - Corporate Bond (SLXX.L) #,95.26,3410
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,31/03/2023,period up to 31-MAR-2023 782192 Safekeeping Fees,-0.15,3411
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,31/03/2023,Interest,-1.43,3412
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/04/2023,Fund Adviser Fee period up to 31-MAR-2023,-289.29,3502
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/04/2023,Establishment Charge period up to 31-MAR-2023,-335.87,3503
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/04/2023,Administration Charge period up to 31-MAR-2023,-128,3504
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,05/04/2023,DIVIDEND   on 8554.601 @ GBP.0442988 Vchr91522 JO - Hambro Capital Gbl Opps A Dis NAV (GBP),378.96,3505
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,30/04/2023,period up to 30-APR-2023 782192 Safekeeping Fees,-0.15,3506
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,31/05/2023,period up to 31-MAY-2023 782192 Safekeeping Fees,-0.15,3507
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,29/06/2023,DIVIDEND   on GBP84 @ GBP1.23389972 Vchr 6572 IShares - GBP Corporate Bond (SLXX.L) #,103.65,3508
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,30/06/2023,period up to 30-JUN-2023 782192 Safekeeping Fees,-0.15,3509
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,30/06/2023,Interest,-5.4,3510
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/07/2023,Fund Adviser Fee period up to 30-JUN-2023,-287.95,3602
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/07/2023,Establishment Charge period up to 30-JUN-2023,-335.87,3603
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/07/2023,Administration Charge period up to 30-JUN-2023,-128,3604
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,31/07/2023,period up to 31-JUL-2023 782192 Safekeeping Fees,-0.15,3605
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,31/08/2023,period up to 31-AUG-2023 782192 Safekeeping Fees,-0.15,3606
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,28/09/2023,DIVIDEND   on GBP84 @ GBP1.3601 Vchr23810 IShares GBP - Corporate Bond (SLXX.L) #,114.25,3607
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,30/09/2023,period up to 30-SEP-2023 782192 Safekeeping Fees,-0.15,3608
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,30/09/2023,Interest,-14.99,3609
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/10/2023,Administration Charge period up to 30-SEP-2023,-128,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/10/2023,Establishment Charge period up to 30-SEP-2023,-335.87,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/10/2023,Fund Adviser Fee period up to 30-SEP-2023,-286.94,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,944097,782192,78219200,General Transactions Account,GBP,01/11/2023 14:29:30,Current Balance,-1698.36,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,944098,782258,10178225800,General Transactions Account,EUR,01/11/2023 14:29:30,Balance Brought Forward,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944098,782258,10178225800,General Transactions Account,EUR,01/11/2023 14:29:30,Current Balance,0,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,944098,782258,178225800,General Transactions Account,USD,01/11/2023 14:29:30,Balance Brought Forward,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944098,782258,178225800,General Transactions Account,USD,01/11/2023 14:29:30,Current Balance,0,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,944098,782258,78225800,General Transactions Account,GBP,01/07/2022,Balance Brought Forward,51073.24,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944098,782258,78225800,General Transactions Account,GBP,01/07/2022,Fund Adviser Fee period up to 30-JUN-2022,-290.16,3202
01/11/2023 14:29:30,01/11/2023 06:39:13,944098,782258,78225800,General Transactions Account,GBP,01/07/2022,Establishment Charge period up to 30-JUN-2022,-419.73,3203
01/11/2023 14:29:30,01/11/2023 06:39:13,944098,782258,78225800,General Transactions Account,GBP,01/07/2022,Administration Charge period up to 30-JUN-2022,-114.5,3204
01/11/2023 14:29:30,01/11/2023 06:39:13,944098,782258,78225800,General Transactions Account,GBP,31/07/2022,period up to 31-JUL-2022 782258 Safekeeping Fees,-0.11,3205
01/11/2023 14:29:30,01/11/2023 06:39:13,944098,782258,78225800,General Transactions Account,GBP,31/08/2022,period up to 31-AUG-2022 782258 Safekeeping Fees,-0.1,3206
01/11/2023 14:29:30,01/11/2023 06:39:13,944098,782258,78225800,General Transactions Account,GBP,29/09/2022,DIVIDEND   on GBP55 @ GBP.7913 Vchr54529 IShares GBP - Corporate Bond (SLXX.L) #,43.52,3207
