ExtractTime,DatabaseDate,PlanID,PlanNumber,FirstPolicyNumber,PremiumStatus,PremiumCurrencyISO,TotalPremiumPaid,PremiumDueDate
01/11/2023 14:29:30,01/11/2023 06:39:13,312234,Q500116990,16159933,Premium Paying,EUR,80250,06/07/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,628105,Q500117850,16168278,Paid Up,USD,75234,31/10/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,628106,Q500120244,16188959,Surrendered,USD,147000,06/09/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,318664,Q500122472,16204429,Paid Up,EUR,91650,24/05/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,628107,Q500122754,16208197,Paid Up,USD,49000,05/10/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,628108,Q500127012,16279852,Surrendered,GBP,74000,09/01/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628110,Q500127875,16284466,Surrendered,USD,93980,29/01/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,322479,Q500128694,16236388,Surrendered,USD,45650,24/02/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,326901,Q500129950,16280885,Paid Up,EUR,96599,01/06/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,628111,Q500130322,16261363,Paid Up,USD,10405.05,01/12/2011
01/11/2023 14:29:30,01/11/2023 06:39:13,476752,Q500130653,16266626,,GBP,24000,
01/11/2023 14:29:30,01/11/2023 06:39:13,325544,Q500130888,16269438,Surrendered,EUR,28350,27/11/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,325819,Q500130955,16270651,Surrendered,EUR,23000,04/12/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,867481,Q500130956,16270474,Premium Paying,EUR,180416.77,20/08/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,628114,Q500131245,16280932,Paid Up,USD,107400,02/10/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,326960,Q500131616,16281165,Premium Paying,EUR,34637.5,03/11/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,628115,Q500131655,16282666,Surrendered,USD,29000,15/09/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,415550,Q500132157,16289008,,USD,71750,
01/11/2023 14:29:30,01/11/2023 06:39:13,628116,Q500132159,16290676,Surrendered,GBP,90025,17/03/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,604109,Q500132733,16305582,Paid Up,USD,63250,30/10/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628119,Q500134030,16301549,Surrendered,USD,110000,01/09/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,329845,Q500134031,16301513,Surrendered,EUR,249052.07,19/04/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628121,Q500134767,16312899,Paid Up,GBP,29700,10/05/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,331209,Q500134768,16312906,Paid Up,EUR,97500,10/07/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,332670,Q500135355,16319522,Surrendered,EUR,118300,01/11/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,528533,Q500135610,16323389,Surrendered,USD,190496.08,10/08/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,506595,Q500135684,16324955,Surrendered,USD,73328.84,15/05/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,628123,Q500135941,16326184,Surrendered,USD,46477,15/05/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,628124,Q500135942,16326411,Paid Up,USD,47243.5,15/10/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,628125,Q500137402,16340177,Surrendered,USD,55975,05/09/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,336241,Q500137405,16340179,Surrendered,EUR,72150,15/10/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,628126,Q500137408,16340173,Surrendered,USD,275000,08/06/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,337040,Q500137891,16344799,Surrendered,EUR,31500,14/04/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628130,Q500138238,16354060,Surrendered,USD,18000,26/07/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,628140,Q500177199,16411144,Surrendered,USD,135000,22/09/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,350720,Q500180340,16440088,Surrendered,EUR,104855.21,25/04/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,350497,Q500180342,16440045,Paid Up,EUR,74400,01/01/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,350722,Q500180343,16440056,Surrendered,EUR,50000,
01/11/2023 14:29:30,01/11/2023 06:39:13,350723,Q500180344,16440083,Paid Up,USD,56461.2,27/09/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,358026,Q500200514,16459678,Surrendered,EUR,22000,20/01/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,353817,Q500200515,16459570,Paid Up,GBP,20746,26/02/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,364831,Q500200544,16525624,Surrendered,EUR,10600,03/01/2012
01/11/2023 14:29:30,01/11/2023 06:39:13,890972,Q500201360,16468844,Premium Paying,EUR,71798.5,21/08/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,628147,Q500205009,16497175,Surrendered,USD,65000,01/03/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,892069,Q500205736,16507814,Paid Up,EUR,95750,17/04/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,364560,Q500209287,16522586,Paid Up,EUR,57735.1,13/02/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,365145,Q500209744,16528720,Paid Up,GBP,10826,01/04/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,628152,Q500210358,16537868,Surrendered,GBP,29985,
01/11/2023 14:29:30,01/11/2023 06:39:13,366295,Q500210362,16535702,Surrendered,USD,61409.9,30/07/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,366658,Q500210507,16537871,Premium Paying,EUR,90000,15/09/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,372443,Q500213654,16581860,Paid Up,EUR,10500,28/06/2012
01/11/2023 14:29:30,01/11/2023 06:39:13,373650,Q500214348,16591325,Premium Paying,EUR,102198.23,22/10/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,375659,Q500215326,16606661,Surrendered,EUR,37500.59,
01/11/2023 14:29:30,01/11/2023 06:39:13,381186,Q500218686,16644463,Surrendered,USD,181245,06/05/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,567501,Q500218763,16669799,Premium Paying,USD,100007,21/10/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,383473,Q500219768,16658404,,EUR,7500,
01/11/2023 14:29:30,01/11/2023 06:39:13,628160,Q500220132,16660915,Surrendered,USD,115000,10/07/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628161,Q500220245,16662854,Surrendered,USD,38000,13/02/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,627465,Q500220930,16673915,Surrendered,EUR,222600.03,21/12/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,576720,Q500224749,16753848,Lapsed,USD,9165.16,10/03/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,581113,Q500224750,16753807,Lapsed,USD,2857.73,28/02/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628168,Q500226372,16734026,Surrendered,USD,170020,01/11/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628169,Q500229563,16774578,Surrendered,USD,62000,19/11/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,627486,Q500354234,16868918,Surrendered,USD,5848.41,11/11/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,628180,Q500366357,16971912,Lapsed,GBP,24156.32,15/12/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628185,Q500367363,17042033,Paid Up,USD,67150,07/09/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,628187,Q500368190,16989661,Paid Up,USD,18750,06/01/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,628189,Q500368452,16993239,Lapsed,USD,9315.31,17/02/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628190,Q500368927,17000670,Surrendered,USD,18300,22/08/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,628191,Q500370364,17044869,Lapsed,GBP,10113.84,20/10/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628196,Q500372057,17043031,Lapsed,GBP,17111.14,23/10/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,628197,Q500372232,17045983,Lapsed,GBP,4391.1,05/03/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628198,Q500373834,17066279,Lapsed,USD,20594.85,18/10/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628202,Q500373838,17066280,Lapsed,GBP,15690.64,29/12/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628205,Q500374259,17073036,Unknown,USD,18000,21/11/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,628206,Q500374670,17082987,Lapsed,USD,22362.9,28/02/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,893118,Q500375049,17089756,Paid Up,USD,344000,31/01/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,891500,Q500376186,17101729,Surrendered,USD,51000,19/02/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,628213,Q500376312,17102387,Lapsed,GBP,4455,24/08/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628215,Q500376722,17106900,Lapsed,USD,10407.96,15/05/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628216,Q500376832,17108733,Surrendered,USD,102500,01/11/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628217,Q500377129,17150252,Surrendered,GBP,12400,25/01/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628223,Q500379578,17145099,Lapsed,GBP,6760,18/12/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628229,Q500381171,17159423,Lapsed,USD,7800,05/11/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628234,Q500382719,17205597,Surrendered,USD,22549,09/05/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628235,Q500382748,17205317,Surrendered,USD,23500,03/07/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628238,Q500383215,17220549,Lapsed,USD,15263.5,14/10/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628242,Q500386304,17270311,Surrendered,GBP,15395,03/09/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,628243,Q500387474,17291556,Lapsed,GBP,2700,02/09/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,885224,Q500387669,17293022,Surrendered,GBP,54600,06/09/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628249,Q500388712,17310218,Lapsed,USD,1421.3,25/12/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628250,Q500388777,17316173,Lapsed,GBP,1221.48,23/05/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628251,Q500388778,17316174,Lapsed,GBP,806.7,18/05/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628252,Q500388816,17316208,Lapsed,USD,5004,16/07/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628255,Q500389418,17325609,Lapsed,GBP,7299.2,06/05/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628256,Q500390028,17332011,Lapsed,EUR,3033.7,10/11/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628259,Q500390243,17334636,Lapsed,USD,4979.1,13/09/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628260,Q500391006,17342917,Lapsed,USD,2148.72,01/08/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628263,Q500391582,17349215,Lapsed,USD,4629.31,03/12/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,487650,Q500391692,17350876,Surrendered,USD,89400,11/01/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,628264,Q500392043,17355568,Lapsed,GBP,23543.52,06/11/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,628266,Q500392838,17367758,Lapsed,GBP,10968.1,13/10/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628267,Q500392931,17371102,Lapsed,GBP,3894,19/09/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628268,Q500392975,17371671,Lapsed,USD,4531.69,11/05/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628269,Q500392993,17372335,Lapsed,USD,12262.98,11/06/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628271,Q500393719,17377963,Lapsed,GBP,22050,15/09/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628272,Q500394237,17386001,Surrendered,USD,9000,28/06/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,628276,Q500394594,17391257,Unknown,USD,3693.5,15/06/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,779135,Q500395178,17405930,Surrendered,GBP,39400,15/04/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628278,Q500395209,17400717,Surrendered,USD,31770.44,18/11/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628279,Q500395532,17410228,Surrendered,USD,15500,23/12/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628280,Q500395921,17417406,Lapsed,GBP,3624.72,12/02/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628281,Q500396084,17418754,Lapsed,GBP,8071.28,05/07/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,628285,Q500397539,17443514,Lapsed,USD,6373.35,01/04/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,881114,Q500397795,17485492,Premium Paying,GBP,79777.74,26/11/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,628289,Q500398190,17486153,Lapsed,USD,4080.3,12/05/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628290,Q500399679,17526086,Lapsed,USD,1394,01/03/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,927863,Q500400580,17599175,Paid Up,GBP,49800,18/01/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,628292,Q500400589,17560039,Lapsed,USD,5530.5,21/05/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628293,Q500400591,17561135,Surrendered,USD,12000,01/11/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628297,Q500400924,17581145,Lapsed,GBP,7023.16,14/05/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628298,Q500400939,17581752,Paid Up,USD,14500,01/04/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628299,Q500400969,17581532,Surrendered,USD,56383.56,01/12/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628301,Q500401149,17583957,Lapsed,USD,3083.34,02/03/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628302,Q500401150,17582893,Lapsed,GBP,11379.5,23/11/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628304,Q500401390,17597105,Lapsed,USD,1037.34,21/02/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628306,Q500401481,17600182,Lapsed,USD,3198.02,01/06/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628308,Q500401630,17608280,Lapsed,USD,3334.72,07/09/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628311,Q500401747,17613714,Lapsed,USD,1111.29,29/05/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628312,Q500401751,17624342,Lapsed,GBP,6839.82,01/07/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628314,Q500401821,17613940,Surrendered,USD,52500,20/03/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628315,Q500401853,17616587,Lapsed,USD,3786.03,12/06/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628318,Q500402552,17639363,Lapsed,USD,7232.54,23/04/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628319,Q500402561,17639382,Lapsed,USD,2872.16,01/06/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628320,Q500402767,17645297,Lapsed,USD,5642.97,16/07/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628326,Q500404400,17724989,Lapsed,USD,999.5,01/03/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628328,Q500404859,17732108,Lapsed,USD,2295.28,25/02/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628329,Q500404940,17735666,Lapsed,GBP,2837.67,27/11/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628330,Q500405034,17743833,Lapsed,EUR,1162.14,23/09/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628332,Q500405287,17752534,Lapsed,USD,812.82,19/09/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,595087,Q500405706,17765633,Lapsed,USD,1260.77,26/10/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628340,Q500405972,17767011,Lapsed,USD,3661.83,07/10/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628341,Q500405973,17768517,Lapsed,USD,4958.01,08/01/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,628342,Q500405974,17768622,Lapsed,USD,12642.05,07/03/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628343,Q500405991,17767559,Lapsed,GBP,4715.82,01/09/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628344,Q500405992,17768617,Lapsed,USD,12621.05,28/01/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,628345,Q500405993,17768625,Lapsed,USD,10405.26,14/01/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,628346,Q500406029,17770722,Lapsed,USD,483.29,17/05/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,628347,Q500406030,17770761,Lapsed,GBP,980.2,17/07/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628348,Q500406056,17774800,Lapsed,USD,115.67,27/06/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,628352,Q500406384,17790515,Lapsed,GBP,19250,26/11/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628353,Q500406419,17791977,Lapsed,USD,2727.4,13/08/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,538035,Q500406440,17792191,Lapsed,EUR,2064.7,04/03/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628355,Q500406705,17797534,Lapsed,GBP,4778.55,12/10/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628361,Q500407143,17802777,Lapsed,USD,2737.92,15/01/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628364,Q500407291,17808848,Lapsed,USD,1350,03/06/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628367,Q500407444,17814475,Lapsed,USD,2818.88,15/03/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,540205,Q500407663,17823148,Lapsed,EUR,2887.68,19/09/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,628370,Q500407665,17823149,Lapsed,GBP,4022.01,12/05/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,540208,Q500407666,17823151,Lapsed,EUR,7379.84,19/09/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,628372,Q500407817,17828283,Lapsed,EUR,13685.52,26/06/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628373,Q500407899,17830903,Lapsed,USD,1843.66,01/08/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628375,Q500408241,17841285,Lapsed,GBP,3237.78,09/12/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628377,Q500408583,17847910,Lapsed,EUR,3450,16/04/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628381,Q500408820,17861051,Lapsed,GBP,13711.6,12/08/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628382,Q500408992,17952808,Lapsed,USD,6420.96,02/01/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628383,Q500408995,17868540,Lapsed,USD,353.25,03/12/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,628384,Q500409106,17872798,Lapsed,USD,2544.78,23/04/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,544949,Q500409644,17885138,Lapsed,EUR,3909.2,07/02/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628386,Q500409669,17884868,Lapsed,EUR,3646.75,10/02/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628387,Q500409671,17885151,Lapsed,USD,1283,10/08/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628388,Q500409795,17889858,Lapsed,USD,7758.16,02/12/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628389,Q500409986,17900115,Lapsed,USD,5716.92,11/07/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628392,Q500410349,17906670,Lapsed,USD,1768.8,11/12/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628394,Q500410473,17931733,Lapsed,USD,33786.72,10/03/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628395,Q500410846,17924697,Lapsed,USD,14500,03/03/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628399,Q500411211,17934739,Lapsed,GBP,6495.44,28/12/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,551747,Q500411726,17956190,Lapsed,EUR,2699.52,18/11/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,628403,Q500412005,17961629,Lapsed,USD,2776.18,04/10/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628404,Q500412158,17971533,Lapsed,GBP,7633.98,19/06/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628405,Q500412172,17971527,Lapsed,GBP,4613.8,15/03/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,594599,Q500412453,18013442,Surrendered,USD,140000,08/07/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628407,Q500412478,17974582,Lapsed,USD,1500.81,02/08/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,594601,Q500412555,17998160,Paid Up,USD,32604.03,14/11/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628409,Q500412784,17979963,Lapsed,USD,10446.3,07/05/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,893147,Q500413536,17999887,Paid Up,USD,117000,15/12/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,628417,Q500413742,18004580,Lapsed,USD,1801.36,23/10/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628420,Q500414056,18002791,Lapsed,USD,700,13/01/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628421,Q500414098,18006450,Lapsed,GBP,5100,30/01/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,628422,Q500414115,18008073,Lapsed,USD,8562.24,29/12/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,628424,Q500414178,18069683,Lapsed,USD,7050,09/03/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,628428,Q500414455,18010178,Lapsed,USD,32800.82,27/10/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628430,Q500414633,18015732,Lapsed,USD,1591.59,11/09/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,628431,Q500414780,18022821,Lapsed,USD,221.36,30/11/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628432,Q500414790,18019370,Surrendered,USD,59000,09/12/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,628435,Q500414894,18024946,Lapsed,GBP,1500,18/01/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,628438,Q500415232,18031390,Lapsed,USD,2677.4,23/08/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,599945,Q500417074,18142771,Lapsed,USD,14938,05/07/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,946932,Q500417687,18156317,Paid Up,USD,497500,15/08/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,594526,Q500418436,18239171,Surrendered,USD,1000,09/12/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,628441,Q500723183,16746455,Surrendered,USD,41500,15/01/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,411801,Q621097541,621097541,Surrendered,GBP,102500,05/02/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,859631,Q621131579,621131579,Surrendered,HKD,146250,08/09/2003
01/11/2023 14:29:30,01/11/2023 06:39:13,175472,Q621264732,621264732,Surrendered,GBP,10400,01/10/2006
01/11/2023 14:29:30,01/11/2023 06:39:13,719262,Q621328831,621328831,Surrendered,USD,119004.55,04/06/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,294856,Q621338341,621338341,Premium Paying,EUR,58752.5,01/07/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,273495,Q621341045,621341045,Surrendered,EUR,72500,04/01/2006
01/11/2023 14:29:30,01/11/2023 06:39:13,466792,Q621355311,621355311,,EUR,134300,
01/11/2023 14:29:30,01/11/2023 06:39:13,318081,Q621365153,621365153,Surrendered,EUR,31000,09/09/2009
01/11/2023 14:29:30,01/11/2023 06:39:13,327548,Q621403089,621403089,Paid Up,GBP,10500,01/05/2007
01/11/2023 14:29:30,01/11/2023 06:39:13,862988,Q621436925,621436925,Surrendered,USD,84500,15/11/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,125544,Q621449391,621449391,Surrendered,GBP,25000,
01/11/2023 14:29:30,01/11/2023 06:39:13,124700,Q621450181,621450181,Surrendered,GBP,25000,
01/11/2023 14:29:30,01/11/2023 06:39:13,181173,Q621453681,621453681,Premium Paying,EUR,109392.5,16/11/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,128155,Q621468158,621468158,Surrendered,EUR,139100,01/02/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,128632,Q621470098,621470098,Surrendered,USD,72000,24/02/2012
01/11/2023 14:29:30,01/11/2023 06:39:13,129346,Q621474235,621474235,Surrendered,USD,105500,08/12/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,129347,Q621474244,621474244,,USD,47929.17,
01/11/2023 14:29:30,01/11/2023 06:39:13,130519,Q621481417,621481417,Surrendered,EUR,12500,05/12/2007
01/11/2023 14:29:30,01/11/2023 06:39:13,130730,Q621482834,621482834,Surrendered,USD,52000,09/07/2009
01/11/2023 14:29:30,01/11/2023 06:39:13,130731,Q621482843,621482843,,EUR,19250,
01/11/2023 14:29:30,01/11/2023 06:39:13,130675,Q621482852,621482852,Surrendered,EUR,25590,01/04/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,130732,Q621482861,621482861,Surrendered,USD,74822,01/10/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,130734,Q621482899,621482899,Paid Up,USD,26592.57,01/10/2010
01/11/2023 14:29:30,01/11/2023 06:39:13,131415,Q621488341,621488341,Surrendered,USD,19000,07/11/2006
01/11/2023 14:29:30,01/11/2023 06:39:13,132495,Q621492416,621492416,Surrendered,EUR,8997.07,20/04/2010
01/11/2023 14:29:30,01/11/2023 06:39:13,132596,Q621492873,621492873,Surrendered,EUR,9396.1,20/09/2009
01/11/2023 14:29:30,01/11/2023 06:39:13,133366,Q621497786,621497786,Surrendered,GBP,21600,01/05/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,133941,Q621500773,621500773,Surrendered,EUR,263777.59,18/01/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,133954,Q621501279,621501279,Surrendered,EUR,74750,01/01/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,133955,Q621501288,621501288,Surrendered,EUR,58944,01/07/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,135314,Q621505541,621505541,Surrendered,EUR,32503,23/05/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,135393,Q621506047,621506047,Unknown,EUR,40000,
01/11/2023 14:29:30,01/11/2023 06:39:13,628530,Q621506575,621506575,Paid Up,USD,54750,03/09/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,135727,Q621508381,621508381,Surrendered,EUR,62803.35,20/12/2011
